Book,Page,Type,Category,Legendary,CR,PB,XP,HP,AC,adj HP,adj AC,AB,adj AB,DPR,adj DPR
MM,285.0,fiend,generic,N,4.0,2,1100.0,66.0,15.0,132.0,15.0,7.0,7.0,21.333334,21.333334
WDH,205.0,humanoid,unique,N,5.0,3,1800.0,112.5,12.0,140.0,12.0,8.0,8.0,35.0,35.0
MToF,125.0,construct,generic,N,4.0,2,1100.0,45.5,13.0,90.0,15.0,5.0,5.0,19.0,19.0
ToA,225.0,monstrosity,generic,N,4.0,2,1100.0,67.5,13.0,67.5,13.0,5.0,5.0,44.0,44.0
TftYP,238.0,plant,generic,N,4.0,2,1100.0,67.5,14.0,134.0,14.0,4.0,4.0,22.0,22.0
GGtR,214.0,humanoid,generic,N,4.0,2,1100.0,65.0,18.0,80.0,20.0,4.0,4.0,18.666666,18.666666
MToF,174.0,fiend,unique,L,21.0,7,33000.0,200.0,19.0,350.0,23.0,15.0,15.0,111.0,111.0
MM,201.0,monstrosity,generic,N,4.0,2,1100.0,97.5,13.0,97.5,13.0,5.0,5.0,19.0,19.0
IDRotF,298.0,construct,generic,N,4.0,2,1100.0,52.5,20.0,52.5,22.0,10.0,10.0,26.0,26.0
MM,205.0,humanoid,generic,N,4.0,2,1100.0,78.0,15.0,108.0,15.0,5.0,5.0,24.0,24.0
BGDiA,234.0,humanoid,generic,N,4.0,2,1100.0,45.0,12.0,45.0,17.0,6.0,6.0,49.333332,49.333332
MToF,166.0,fiend,generic,N,4.0,2,1100.0,45.0,16.0,90.0,18.0,6.0,6.0,27.0,27.0
EGtW,294.0,monstrosity,generic,N,4.0,2,1100.0,75.0,15.0,75.0,15.0,5.0,5.0,56.0,56.0
FToD,210.0,construct,generic,N,4.0,2,1100.0,68.0,17.0,68.0,17.0,5.0,5.0,33.0,33.0
GGtR,224.0,undead,generic,N,4.0,2,1100.0,55.0,14.0,55.0,20.0,6.0,6.0,24.0,24.0
MM,233.0,undead,generic,N,4.0,2,1100.0,58.5,15.0,58.5,15.0,5.0,5.0,44.0,44.0
MOoT,252.0,monstrosity,unique,LL,17.0,6,18000.0,199.5,17.0,289.5,22.0,11.0,11.0,194.66667,194.66667
VGtM,180.0,aberration,generic,N,4.0,2,1100.0,71.5,15.0,71.5,18.0,5.0,5.0,28.0,28.0
WDH,212.0,construct,generic,N,4.0,2,1100.0,45.0,18.0,45.0,21.0,6.0,6.0,22.0,22.0
PotA,214.0,elemental,unique,LL,19.0,6,22000.0,325.0,17.0,415.0,21.0,12.0,12.0,216.0,216.0
MToF,220.0,giant,generic,N,4.0,2,1100.0,59.5,14.0,59.5,18.0,6.0,10.0,31.0,31.0
MOoT,238.0,humanoid,generic,N,4.0,2,1100.0,44.0,15.0,44.0,15.0,5.0,9.0,23.0,23.0
VGtM,183.0,humanoid,generic,N,4.0,2,1100.0,60.0,18.0,60.0,18.0,5.0,5.0,41.0,41.0
MM,246.0,humanoid,generic,N,4.0,2,1100.0,93.5,16.0,93.5,18.0,6.0,6.0,32.0,32.0
MOoT,237.0,fey,generic,N,4.0,2,1100.0,49.5,16.0,49.5,18.0,6.0,6.0,25.666666,25.666666
WDotMM,127.0,elemental,generic,N,4.0,2,1100.0,58.5,13.0,116.0,17.0,5.0,9.0,23.0,23.0
GGtR,231.0,humanoid,generic,N,4.0,2,1100.0,52.0,18.0,52.0,23.0,4.0,4.0,54.666668,54.666668
MM,98.0,dragon,generic,N,4.0,2,1100.0,75.0,17.0,75.0,21.0,6.0,6.0,24.0,24.0
MOoT,240.0,undead,generic,N,4.0,2,1100.0,65.0,15.0,65.0,15.0,4.0,8.0,17.0,17.0
MOoT,241.0,undead,generic,N,4.0,2,1100.0,65.0,15.0,65.0,15.0,5.0,9.0,32.0,32.0
GoS,250.0,humanoid,generic,N,4.0,2,1100.0,91.0,15.0,91.0,15.0,4.0,8.0,26.0,26.0
MOoT,229.0,humanoid,generic,N,4.0,2,1100.0,58.5,16.0,58.5,16.0,5.0,6.0,34.0,34.0
MM,64.0,fiend,generic,N,4.0,2,1100.0,66.0,13.0,132.0,17.0,5.0,5.0,17.0,17.0
OotA,228.0,plant,generic,N,4.0,2,1100.0,93.5,16.0,93.5,16.0,6.0,6.0,22.0,22.0
IDRotF,307.0,humanoid,unique,N,8.0,3,3900.0,117.0,15.0,147.0,15.0,6.0,10.0,54.0,54.0
EGtW,231.0,humanoid,unique,N,0.5,2,100.0,24.0,15.0,24.0,17.0,4.0,4.0,5.5,5.5
GGtR,227.0,monstrosity,unique,L,21.0,7,33000.0,261.0,17.0,438.8,25.0,12.0,12.0,119.0,119.0
WDH,199.0,humanoid,unique,N,8.0,3,3900.0,117.0,18.0,117.0,18.0,6.0,6.0,62.666668,62.666668
VGtM,140.0,beast,generic,N,4.0,2,1100.0,76.0,13.0,76.0,13.0,7.0,7.0,26.0,26.0
MToF,126.0,construct,generic,N,4.0,2,1100.0,52.5,16.0,104.0,18.0,6.0,6.0,11.0,11.0
CoS,232.0,humanoid,unique,N,5.0,3,1800.0,112.5,14.0,112.5,14.0,7.0,7.0,30.0,30.0
PotA,197.0,humanoid,generic,N,4.0,2,1100.0,75.0,17.0,75.0,22.0,5.0,5.0,38.0,38.0
VRGtR,246.0,monstrosity,generic,N,4.0,2,1100.0,52.5,16.0,84.0,18.0,5.0,5.0,33.0,33.0
CM,166.0,humanoid,unique,N,8.0,3,3900.0,70.5,15.0,174.0,15.0,7.0,7.0,39.0,39.0
WDH,205.0,humanoid,unique,N,4.0,2,1100.0,71.5,18.0,87.0,18.0,4.0,4.0,25.0,25.0
HotDQ,91.0,humanoid,unique,N,1.0,2,200.0,22.0,15.0,22.0,19.0,5.0,9.0,18.0,18.0
GGtR,235.0,undead,unique,L,22.0,7,41000.0,180.0,17.0,373.0,21.0,12.0,12.0,147.0,147.0
WDH,206.0,humanoid,unique,L,15.0,5,13000.0,123.5,24.0,153.0,24.0,14.0,14.0,100.0,100.0
IDRotF,305.0,humanoid,unique,N,5.0,3,1800.0,104.0,14.0,104.0,14.0,7.0,7.0,39.0,39.0
MM,285.0,fiend,generic,N,4.0,2,1100.0,66.0,15.0,132.0,15.0,7.0,7.0,21.333334,21.333334
MToF,151.0,fiend,unique,LL,23.0,7,50000.0,350.0,18.0,625.0,24.0,14.0,14.0,126.0,126.0
OotA,243.0,fiend,unique,LL,23.0,7,50000.0,350.0,18.0,625.0,24.0,14.0,14.0,126.0,126.0
TftYP,45.0,humanoid,unique,N,2.0,2,450.0,39.0,13.0,39.0,19.0,4.0,4.0,28.0,28.0
IDRotF,311.0,giant,generic,N,4.0,2,1100.0,85.0,14.0,85.0,14.0,6.0,6.0,28.0,28.0
IDRotF,312.0,beast,generic,N,4.0,2,1100.0,85.5,9.0,85.5,9.0,8.0,8.0,31.0,31.0
TftYP,238.0,monstrosity,unique,N,3.0,2,700.0,85.0,15.0,85.0,17.0,5.0,5.0,20.0,20.0
VGtM,219.0,humanoid,generic,N,4.0,2,1100.0,49.5,14.0,69.5,14.0,6.0,6.0,16.5,16.5
MM,209.0,humanoid,generic,N,4.0,2,1100.0,78.0,11.0,170.0,11.0,5.0,5.0,22.333334,22.333334
MM,210.0,humanoid,generic,N,4.0,2,1100.0,120.0,12.0,240.0,12.0,5.0,5.0,16.666666,16.666666
MOoT,214.0,celestial,generic,N,4.0,2,1100.0,95.0,12.0,95.0,12.0,7.0,7.0,24.333334,24.333334
MOoT,214.0,celestial,generic,N,4.0,2,1100.0,114.0,13.0,114.0,13.0,7.0,7.0,20.666666,20.666666
SKT,245.0,monstrosity,generic,N,4.0,2,1100.0,52.5,12.0,52.5,16.0,5.0,5.0,37.0,37.0
VGtM,201.0,fey,generic,N,4.0,2,1100.0,51.0,14.0,102.0,14.0,6.0,6.0,25.0,25.0
ToA,106.0,monstrosity,unique,N,8.0,3,3900.0,136.5,13.0,260.0,19.0,10.0,10.0,53.0,53.0
TftYP,193.0,giant,unique,N,11.0,4,7200.0,187.5,18.0,187.5,18.0,11.0,11.0,70.0,70.0
SKT,95.0,dragon,unique,LL,25.0,8,75000.0,546.0,22.0,636.0,26.0,17.0,17.0,204.0,204.0
VGtM,204.0,monstrosity,generic,N,4.0,2,1100.0,71.5,14.0,80.0,16.0,5.0,5.0,28.666666,28.666666
VGtM,205.0,monstrosity,generic,N,4.0,2,1100.0,71.5,14.0,71.5,16.0,5.0,5.0,26.666666,26.666666
VRGtR,255.0,undead,generic,N,4.0,2,1100.0,78.0,10.0,85.0,11.0,5.0,5.0,31.0,31.0
MOoT,228.0,humanoid,generic,N,3.0,2,700.0,52.0,18.0,52.0,18.0,5.0,5.0,28.0,28.0
TftYP,84.0,beast,generic,N,3.0,2,700.0,60.0,12.0,60.0,12.0,6.0,6.0,24.0,24.0
MM,79.0,beast,generic,N,3.0,2,700.0,68.0,15.0,68.0,15.0,7.0,7.0,18.0,18.0
ToA,240.0,undead,generic,N,3.0,2,700.0,68.0,14.0,75.0,14.0,6.0,6.0,18.0,18.0
VGtM,210.0,humanoid,generic,N,3.0,2,700.0,75.0,16.0,75.0,16.0,6.0,6.0,21.0,21.0
ToA,213.0,plant,generic,N,3.0,2,700.0,85.0,13.0,85.0,13.0,6.0,6.0,37.0,37.0
IDRotF,82.0,beast,generic,N,3.0,2,700.0,68.0,11.0,68.0,11.0,6.0,6.0,25.0,25.0
MM,24.0,monstrosity,generic,N,3.0,2,700.0,52.0,15.0,52.0,19.0,5.0,9.0,17.0,17.0
PotA,195.0,humanoid,generic,N,3.0,2,700.0,45.5,17.0,45.5,22.0,5.0,5.0,30.0,30.0
MM,91.0,dragon,generic,N,3.0,2,700.0,52.0,17.0,52.0,19.0,5.0,5.0,22.0,22.0
IDRotF,278.0,undead,generic,N,3.0,2,700.0,55.0,11.0,85.0,13.0,6.0,6.0,25.666666,25.666666
BGDiA,105.0,fiend,unique,L,25.0,8,75000.0,243.0,16.0,416.3,20.0,18.0,18.0,216.0,216.0
MM,33.0,humanoid,generic,N,3.0,2,700.0,65.0,17.0,65.0,17.0,5.0,5.0,28.666666,28.666666
MToF,131.0,fiend,generic,N,3.0,2,700.0,52.5,14.0,104.0,14.0,4.0,4.0,14.0,14.0
GoS,232.0,humanoid,generic,N,3.0,2,700.0,52.0,15.0,52.0,15.0,5.0,9.0,16.0,16.0
VRGtR,230.0,monstrosity,generic,N,3.0,2,700.0,35.0,14.0,35.0,14.0,5.0,7.0,21.666666,21.666666
VGtM,130.0,monstrosity,generic,N,3.0,2,700.0,58.5,16.0,58.5,16.0,5.0,5.0,20.0,20.0
VGtM,132.0,monstrosity,generic,N,3.0,2,700.0,66.0,15.0,66.0,16.0,5.0,5.0,21.0,21.0
PotA,205.0,humanoid,generic,N,3.0,2,700.0,58.5,13.0,70.2,13.0,5.0,5.0,19.0,19.0
TftYP,233.0,undead,generic,N,3.0,2,700.0,37.5,15.0,74.0,15.0,5.0,5.0,16.333334,16.333334
BGDiA,110.0,humanoid,unique,N,6.0,3,2300.0,117.0,17.0,117.0,17.0,8.0,8.0,87.333336,87.333336
VGtM,135.0,humanoid,generic,N,3.0,2,700.0,67.5,11.0,67.5,11.0,6.0,6.0,20.0,20.0
OotA,225.0,humanoid,generic,N,3.0,2,700.0,36.0,13.0,49.0,15.0,4.0,4.0,46.666668,46.666668
MM,70.0,fiend,generic,N,3.0,2,700.0,52.0,13.0,104.0,17.0,5.0,5.0,19.0,19.0
MM,81.0,monstrosity,generic,N,3.0,2,700.0,85.0,13.0,85.0,16.0,6.0,6.0,20.0,20.0
ERftLW,290.0,aberration,generic,N,3.0,2,700.0,33.0,16.0,54.0,18.0,6.0,6.0,26.0,26.0
MM,82.0,monstrosity,generic,N,3.0,2,700.0,52.0,14.0,52.0,14.0,6.0,8.0,20.666666,20.666666
FToD,178.0,monstrosity,generic,N,3.0,2,700.0,39.0,15.0,44.0,15.0,5.0,5.0,27.333334,27.333334
GoS,240.0,humanoid,unique,N,1.0,2,200.0,27.5,13.0,27.5,13.0,4.0,4.0,12.0,12.0
ERftLW,297.0,undead,unique,L,22.0,7,41000.0,199.5,19.0,361.3,23.0,15.0,15.0,204.0,204.0
WDH,207.0,humanoid,unique,N,17.0,6,18000.0,228.0,18.0,228.0,25.0,13.0,13.0,89.333336,89.333336
FToD,189.0,humanoid,generic,N,3.0,2,700.0,45.5,17.0,45.5,19.0,6.0,7.0,22.5,30.0
FToD,186.0,monstrosity,generic,N,3.0,2,700.0,52.5,14.0,52.5,14.0,5.0,5.0,26.0,26.0
HotDQ,91.0,humanoid,unique,N,4.0,2,1100.0,57.0,17.0,57.0,17.0,6.0,7.0,36.666668,36.666668
GoS,233.0,undead,generic,N,3.0,2,700.0,75.0,13.0,82.0,13.0,5.0,5.0,21.0,21.0
MToF,190.0,construct,generic,N,3.0,2,700.0,38.5,15.0,38.5,15.0,6.0,6.0,22.666666,22.666666
GGtR,232.0,monstrosity,unique,L,17.0,6,18000.0,204.0,18.0,294.0,20.0,13.0,13.0,120.0,120.0
PotA,200.0,humanoid,generic,N,3.0,2,700.0,52.0,15.0,52.0,15.0,5.0,5.0,46.666668,46.666668
VGtM,144.0,elemental,generic,N,3.0,2,700.0,52.5,16.0,52.5,18.0,5.0,5.0,24.0,24.0
MOoT,223.0,monstrosity,legendary,L,3.0,2,700.0,45.0,15.0,67.5,17.0,6.0,6.0,31.666666,31.666666
GGtR,203.0,aberration,generic,N,3.0,2,700.0,49.5,16.0,49.5,16.0,7.0,7.0,22.0,22.0
ToA,227.0,humanoid,unique,N,4.0,2,1100.0,84.5,15.0,84.5,15.0,5.0,5.0,31.0,31.0
IDRotF,301.0,construct,generic,N,3.0,2,700.0,68.0,14.0,68.0,16.0,6.0,7.0,24.0,24.0
TftYP,235.0,monstrosity,generic,N,3.0,2,700.0,52.5,14.0,52.5,14.0,5.0,5.0,29.0,29.0
TftYP,236.0,beast,generic,N,3.0,2,700.0,42.5,13.0,42.5,13.0,5.0,5.0,28.0,28.0
MToF,204.0,humanoid,generic,N,3.0,2,700.0,60.0,16.0,60.0,16.0,4.0,4.0,22.666666,22.666666
ToA,240.0,undead,generic,N,3.0,2,700.0,59.5,11.0,66.0,11.0,6.0,6.0,37.0,37.0
MM,160.0,humanoid,generic,N,3.0,2,700.0,49.5,17.0,49.5,19.0,4.0,4.0,32.0,32.0
MM,115.0,dragon,generic,N,3.0,2,700.0,60.0,17.0,60.0,19.0,6.0,6.0,20.666666,20.666666
IDRotF,292.0,humanoid,generic,N,3.0,2,700.0,67.5,12.0,76.5,12.0,6.0,6.0,20.0,20.0
MM,172.0,aberration,generic,N,3.0,2,700.0,55.0,12.0,55.0,12.0,4.0,4.0,14.0,14.0
MM,177.0,fey,generic,N,3.0,2,700.0,82.5,17.0,82.5,17.0,6.0,6.0,13.0,13.0
GoS,241.0,construct,unique,N,5.0,3,1800.0,102.0,16.0,102.0,16.0,6.0,6.0,26.0,26.0
MM,182.0,fiend,generic,N,3.0,2,700.0,45.5,15.0,45.5,15.0,5.0,6.0,23.333334,23.333334
MM,186.0,humanoid,generic,N,3.0,2,700.0,39.0,17.0,39.0,17.0,4.0,4.0,28.0,28.0
MM,189.0,monstrosity,generic,N,3.0,2,700.0,75.0,15.0,75.0,15.0,6.0,6.0,22.0,22.0
VGtM,214.0,humanoid,generic,N,3.0,2,700.0,38.5,15.0,38.5,17.0,5.0,5.0,31.0,31.0
ERftLW,295.0,undead,generic,N,3.0,2,700.0,52.5,17.0,59.0,17.0,5.0,6.0,24.0,24.0
MM,331.0,beast,generic,N,3.0,2,700.0,90.0,12.0,90.0,12.0,6.0,6.0,21.0,21.0
MM,347.0,humanoid,generic,N,3.0,2,700.0,52.0,18.0,52.0,19.0,5.0,5.0,20.0,20.0
IDRotF,297.0,undead,generic,N,3.0,2,700.0,39.0,14.0,168.0,14.0,6.0,6.0,11.0,11.0
MM,198.0,humanoid,generic,N,3.0,2,700.0,65.0,13.0,65.0,13.0,6.0,6.0,21.0,21.0
MOoT,235.0,fey,generic,N,3.0,2,700.0,52.0,15.0,52.0,17.0,6.0,6.0,18.0,18.0
WDotMM,313.0,humanoid,generic,N,3.0,2,700.0,60.0,11.0,120.0,11.0,6.0,6.0,18.0,18.0
TftYP,239.0,monstrosity,generic,N,3.0,2,700.0,67.5,14.0,67.5,16.0,6.0,6.0,24.0,24.0
GoS,241.0,humanoid,generic,N,3.0,2,700.0,52.5,15.0,52.5,15.0,5.0,9.0,21.333334,21.333334
GoS,242.0,humanoid,generic,N,3.0,2,700.0,52.0,14.0,52.0,14.0,5.0,5.0,21.333334,21.333334
CoS,233.0,humanoid,unique,N,10.0,4,5900.0,88.0,10.0,176.0,10.0,9.0,9.0,98.333336,98.333336
WDotMM,96.0,construct,unique,N,2.0,2,450.0,55.0,13.0,55.0,13.0,4.0,4.0,9.0,9.0
MM,213.0,monstrosity,generic,N,3.0,2,700.0,68.0,14.0,68.0,16.0,5.0,5.0,21.0,21.0
VGtM,216.0,humanoid,generic,N,3.0,2,700.0,60.5,16.0,75.0,16.0,5.0,5.0,21.0,21.0
MOoT,229.0,humanoid,generic,N,3.0,2,700.0,49.5,18.0,49.5,18.0,5.0,5.0,18.0,18.0
MToF,249.0,fiend,generic,N,3.0,2,700.0,40.5,13.0,80.0,15.0,5.0,5.0,27.0,27.0
WDH,122.0,monstrosity,generic,N,3.0,2,700.0,75.0,12.0,75.0,12.0,5.0,9.0,26.0,26.0
MM,223.0,monstrosity,generic,N,3.0,2,700.0,76.5,14.0,76.5,14.0,6.0,6.0,24.333334,24.333334
BGDiA,127.0,fiend,unique,N,14.0,5,11500.0,195.5,17.0,293.3,19.0,7.0,7.0,47.0,47.0
TftYP,239.0,monstrosity,unique,N,10.0,4,5900.0,172.5,17.0,258.8,21.0,11.0,11.0,42.0,42.0
EGtW,295.0,beast,generic,N,3.0,2,700.0,52.5,15.0,52.5,15.0,6.0,6.0,25.0,25.0
MM,228.0,undead,generic,N,3.0,2,700.0,58.5,11.0,116.0,11.0,5.0,5.0,20.0,20.0
WDH,209.0,humanoid,unique,N,13.0,5,10000.0,126.5,19.0,126.5,26.0,15.0,15.0,90.666664,90.666664
WDH,208.0,humanoid,unique,N,8.0,3,3900.0,126.5,12.0,126.5,17.0,11.0,11.0,70.0,70.0
VGtM,180.0,aberration,generic,N,3.0,2,700.0,33.0,15.0,33.0,17.0,5.0,5.0,28.0,28.0
EGtW,296.0,fiend,generic,N,3.0,2,700.0,42.0,12.0,126.0,16.0,6.0,6.0,11.333333,11.333333
MM,235.0,fiend,generic,N,3.0,2,700.0,68.0,13.0,68.0,13.0,6.0,6.0,20.0,20.0
PotA,199.0,monstrosity,unique,N,8.0,3,3900.0,136.0,15.0,176.0,19.0,8.0,12.0,47.0,47.0
MToF,221.0,giant,generic,N,3.0,2,700.0,59.5,11.0,59.5,11.0,6.0,6.0,16.0,16.0
PotA,207.0,humanoid,generic,N,3.0,2,700.0,49.5,15.0,49.5,15.0,5.0,5.0,42.666668,42.666668
VGtM,185.0,humanoid,generic,N,3.0,2,700.0,52.0,15.0,52.0,15.0,5.0,5.0,33.333332,33.333332
MM,249.0,monstrosity,generic,N,3.0,2,700.0,59.5,13.0,59.5,13.0,7.0,7.0,24.0,24.0
IDRotF,309.0,monstrosity,generic,N,3.0,2,700.0,59.5,13.0,59.5,13.0,7.0,7.0,24.0,24.0
CoS,235.0,undead,generic,N,3.0,2,700.0,45.0,16.0,90.0,16.0,5.0,5.0,14.0,14.0
GoS,244.0,monstrosity,unique,L,7.0,3,2900.0,114.0,12.0,154.0,12.0,8.0,8.0,53.0,53.0
MM,334.0,monstrosity,generic,N,3.0,2,700.0,32.5,13.0,64.0,13.0,4.0,4.0,25.0,25.0
GGtR,228.0,humanoid,generic,N,3.0,2,700.0,63.0,14.0,63.0,14.0,6.0,6.0,11.0,11.0
MM,256.0,humanoid,generic,N,3.0,2,700.0,45.0,13.0,45.0,13.0,5.0,5.0,21.666666,21.666666
VGtM,188.0,fey,generic,N,3.0,2,700.0,45.0,13.0,45.0,13.0,6.0,6.0,27.0,27.0
GoS,249.0,humanoid,generic,N,3.0,2,700.0,71.5,16.0,71.5,16.0,5.0,9.0,21.0,21.0
WDH,210.0,humanoid,unique,N,9.0,4,5000.0,143.0,18.0,193.0,18.0,9.0,9.0,44.0,44.0
GoS,250.0,beast,generic,N,3.0,2,700.0,52.0,14.0,104.0,14.0,6.0,10.0,14.0,14.0
EGtW,297.0,humanoid,generic,N,3.0,2,700.0,22.5,14.0,42.5,15.0,4.0,8.0,12.0,13.666667
FToD,216.0,dragon,generic,N,3.0,2,700.0,45.0,16.0,55.0,18.0,5.0,5.0,22.666666,22.666666
MM,327.0,beast,generic,N,3.0,2,700.0,52.5,15.0,52.5,15.0,4.0,4.0,41.0,41.0
TftYP,243.0,fey,generic,N,3.0,2,700.0,38.5,14.0,53.0,21.0,5.0,5.0,13.0,13.0
PotA,191.0,humanoid,generic,N,3.0,2,700.0,44.0,15.0,44.0,15.0,5.0,5.0,56.0,56.0
VGtM,191.0,ooze,generic,N,3.0,2,700.0,32.5,14.0,64.0,14.0,5.0,5.0,31.333334,31.333334
ToA,222.0,beast,generic,N,3.0,2,700.0,75.0,17.0,75.0,17.0,6.0,6.0,18.0,18.0
IDRotF,308.0,construct,generic,N,3.0,2,700.0,39.0,8.0,78.0,8.0,4.0,4.0,36.0,36.0
MM,30.0,aberration,generic,N,3.0,2,700.0,39.0,14.0,39.0,16.0,5.0,5.0,32.0,32.0
OotA,229.0,plant,generic,N,3.0,2,700.0,65.0,15.0,75.0,15.0,6.0,6.0,22.0,22.0
VRGtR,247.0,beast,generic,N,3.0,2,700.0,27.5,13.0,55.0,13.0,4.0,4.0,18.666666,18.666666
VGtM,217.0,humanoid,generic,N,3.0,2,700.0,66.0,17.0,66.0,17.0,6.0,6.0,32.0,32.0
MToF,241.0,undead,generic,N,3.0,2,700.0,45.0,16.0,90.0,12.0,6.0,6.0,16.0,16.0
SKT,99.0,undead,generic,N,3.0,2,700.0,68.0,15.0,68.0,15.0,7.0,7.0,18.0,18.0
CM,16.0,undead,unique,L,22.0,7,41000.0,262.5,10.0,472.5,14.0,10.0,10.0,181.5,181.5
VGtM,194.0,monstrosity,generic,N,3.0,2,700.0,85.0,13.0,85.0,13.0,6.0,6.0,20.0,20.0
OotA,229.0,humanoid,generic,N,3.0,2,700.0,59.5,14.0,59.5,15.0,6.0,6.0,22.0,22.0
MToF,247.0,undead,generic,N,3.0,2,700.0,30.0,13.0,120.0,13.0,5.0,5.0,10.0,10.0
TftYP,247.0,undead,generic,N,3.0,2,700.0,30.0,13.0,120.0,13.0,5.0,5.0,10.0,10.0
MM,350.0,humanoid,generic,N,3.0,2,700.0,58.5,17.0,59.0,17.0,5.0,5.0,20.0,20.0
MM,299.0,elemental,generic,N,3.0,2,700.0,58.5,13.0,116.0,13.0,5.0,5.0,13.0,13.0
MM,211.0,humanoid,generic,N,3.0,2,700.0,58.5,12.0,116.0,12.0,4.0,4.0,13.0,13.0
MM,300.0,undead,generic,N,3.0,2,700.0,45.0,14.0,90.0,14.0,4.0,4.0,15.0,15.0
MM,340.0,monstrosity,generic,N,3.0,2,700.0,75.0,13.0,75.0,13.0,6.0,7.0,19.333334,19.333334
SKT,244.0,monstrosity,generic,N,3.0,2,700.0,60.0,11.0,60.0,11.0,6.0,6.0,36.0,36.0
MM,305.0,monstrosity,generic,N,3.0,2,700.0,51.0,12.0,51.0,12.0,6.0,6.0,32.5,32.5
MM,309.0,monstrosity,generic,N,3.0,2,700.0,66.0,12.0,66.0,14.0,5.0,5.0,24.0,24.0
GoS,245.0,construct,unique,N,6.0,3,2300.0,136.0,15.0,136.0,15.0,7.0,7.0,41.0,41.0
PotA,198.0,humanoid,unique,N,6.0,3,2300.0,82.5,13.0,82.5,17.0,7.0,7.0,68.666664,68.666664
WDH,211.0,humanoid,unique,N,9.0,4,5000.0,153.0,16.0,153.0,19.0,9.0,9.0,52.0,52.0
MToF,176.0,fiend,unique,L,21.0,7,33000.0,253.0,19.0,403.0,23.0,15.0,15.0,139.0,139.0
VGtM,96.0,monstrosity,generic,N,3.0,2,700.0,66.0,12.0,66.0,14.0,5.0,5.0,24.0,24.0
VGtM,96.0,monstrosity,generic,N,3.0,2,700.0,66.0,12.0,66.0,14.0,5.0,5.0,24.0,24.0
MM,79.0,beast,generic,N,2.0,2,450.0,51.0,13.0,51.0,13.0,6.0,6.0,17.666666,17.666666
TftYP,230.0,construct,generic,N,2.0,2,450.0,39.0,15.0,39.0,15.0,6.0,6.0,16.0,16.0
MM,21.0,monstrosity,generic,N,2.0,2,450.0,39.0,14.0,39.0,14.0,5.0,5.0,18.666666,18.666666
VGtM,208.0,beast,generic,N,2.0,2,450.0,38.0,11.0,38.0,11.0,7.0,7.0,17.0,17.0
MM,317.0,plant,generic,N,2.0,2,450.0,59.5,13.0,59.5,13.0,6.0,6.0,14.0,14.0
MM,22.0,elemental,generic,N,2.0,2,450.0,39.0,17.0,39.0,17.0,5.0,5.0,10.0,10.0
MM,344.0,humanoid,generic,N,2.0,2,450.0,65.0,15.0,65.0,16.0,5.0,5.0,18.5,18.5
VGtM,211.0,humanoid,generic,N,2.0,2,450.0,44.0,15.0,44.0,16.0,4.0,4.0,26.0,26.0
MM,334.0,beast,generic,N,2.0,2,450.0,42.5,12.0,42.5,12.0,7.0,7.0,21.0,21.0
MToF,120.0,aberration,generic,N,2.0,2,450.0,38.5,14.0,38.5,14.0,5.0,5.0,16.0,16.0
MM,344.0,humanoid,generic,N,2.0,2,450.0,67.5,13.0,67.5,13.0,5.0,5.0,9.0,9.0
BGDiA,26.0,humanoid,unique,N,3.0,2,700.0,90.0,12.0,90.0,12.0,6.0,6.0,28.0,28.0
MM,88.0,dragon,generic,N,2.0,2,450.0,33.0,17.0,33.0,19.0,4.0,4.0,28.0,28.0
SKT,103.0,humanoid,generic,N,2.0,2,450.0,33.0,16.0,33.0,16.0,3.0,3.0,22.333334,22.333334
GoS,246.0,aberration,unique,N,10.0,4,5900.0,170.0,18.0,170.0,18.0,9.0,9.0,64.0,64.0
WDotMM,314.0,monstrosity,unique,L,13.0,5,10000.0,195.5,16.0,285.0,21.0,9.0,9.0,105.0,105.0
PotA,195.0,humanoid,generic,N,2.0,2,450.0,39.0,18.0,39.0,18.0,5.0,5.0,14.0,14.0
MM,323.0,beast,generic,N,2.0,2,450.0,42.5,12.0,42.5,12.0,5.0,5.0,12.333333,12.333333
MM,109.0,dragon,generic,N,2.0,2,450.0,32.5,17.0,32.5,19.0,5.0,5.0,29.333334,29.333334
GoS,232.0,humanoid,generic,N,2.0,2,450.0,33.0,15.0,33.0,15.0,4.0,4.0,27.0,27.0
ToA,228.0,humanoid,unique,N,0.125,2,25.0,13.5,10.0,13.5,10.0,5.0,5.0,5.0,5.0
MOoT,211.0,construct,generic,N,2.0,2,450.0,45.0,14.0,45.0,14.0,5.0,5.0,21.333334,21.333334
MM,37.0,monstrosity,generic,N,2.0,2,450.0,51.0,13.0,51.0,13.0,8.0,8.0,11.0,11.0
MM,38.0,monstrosity,generic,N,2.0,2,450.0,45.0,12.0,45.0,12.0,6.0,6.0,23.333334,23.333334
OotA,230.0,plant,generic,N,2.0,2,450.0,45.0,13.0,45.0,15.0,5.0,5.0,20.0,20.0
RoT,90.0,undead,unique,N,11.0,4,7200.0,135.0,18.0,168.8,18.0,9.0,9.0,60.0,60.0
MM,324.0,beast,generic,N,2.0,2,450.0,60.0,12.0,60.0,12.0,6.0,6.0,13.0,13.0
GGtR,242.0,humanoid,generic,N,2.0,2,450.0,39.0,16.0,39.0,18.0,6.0,6.0,21.0,21.0
PotA,205.0,humanoid,generic,N,2.0,2,450.0,52.0,13.0,52.0,18.0,5.0,5.0,24.0,24.0
