Monster,Monster ID,Book,Page,Type,Size,Category,Legendary,CR,PB,XP,Str Mod,Dex Mod,Con Mod,Int Mod,Wis Mod,Cha Mod,Str Save,Dex Save,Con Save,Int Save,Wis Save,Cha Save,Blinded,Charmed,Deafened,Exhaustion,Frightened,Grappled,Incapacitated,Invisible,Paralyzed,Petrified,Poisoned,Prone,Restrained,Stunned,Unconscious,Bludgeoning,Piercing,Slashing,Acid,Cold,Fire,Force,Lightning,Necrotic,Poison,Psychic,Radiant,Thunder,Initiative,HP Multiplier,AC,adj AC,HP,adj HP,SB,adj SB,AB,adj AB,DPR,adj DPR,Save DC
Sahuagin Baron,5195188-sahuagin-baron,MM (2024),265.0,Fiend,Large,generic,N,5.0,3,1400.0,4.0,2.0,3.0,2.0,1.0,3.0,4,5,6,2,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,16.0,16.0,76.5,76.5,4.0,4.0,7.0,11.0,49.5,49.5,14.0
Sahuagin Priest,5195189-sahuagin-priest,MM (2024),265.0,Fiend,Medium,generic,N,2.0,2,300.0,1.0,0.0,1.0,1.0,2.0,1.0,1,0,1,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,12.0,12.0,38.5,38.5,1.0,3.5,4.0,9.5,22.0,22.0,
Sahuagin Warrior,5195190-sahuagin-warrior,MM (2024),264.0,Fiend,Medium,generic,N,0.5,2,75.0,1.0,0.0,1.0,1.0,1.0,-1.0,1,0,1,1,1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,12.0,12.0,22.0,22.0,0.5,0.5,3.0,7.0,9.0,9.0,
Saidra d’Honaire,6491387-saidra-dhonaire,RTHW,72.0,Undead,Medium,unique,L,9.0,4,4500.0,-2.0,3.0,3.0,1.0,2.0,3.0,-2,7,3,1,6,3,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.0,0.0,1.0,1.0,1.0,11.0,1.5,13.0,15.0,90.0,225.0,3.0,5.0,7.0,11.0,81.0,81.0,15.0
Saidra d’Honaire,6491387-saidra-dhonaire,RTHW,72.0,Undead,Medium,unique,LD,10.0,4,5700.0,-2.0,3.0,3.0,1.0,2.0,3.0,-2,7,3,1,6,3,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.0,0.0,1.0,1.0,1.0,11.0,1.5,13.0,15.0,90.0,255.0,3.0,5.0,7.0,11.0,95.0,95.0,15.0
Salamander,5195193-salamander,MM (2024),267.0,Elemental,Large,generic,N,5.0,3,1400.0,4.0,2.0,2.0,0.0,0.0,1.0,4,2,2,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,15.0,16.0,90.0,90.0,1.5,1.5,7.0,11.0,45.0,45.0,15.0
Salamander Fire Snake,5195191-salamander-fire-snake,MM (2024),266.0,Elemental,Medium,generic,N,1.0,2,150.0,1.0,2.0,0.0,-2.0,0.0,-1.0,1,2,0,-2,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,14.0,14.0,27.0,27.0,0.0,0.0,4.0,4.0,13.5,13.5,
Salamander Inferno Master,5195192-salamander-inferno-master,MM (2024),267.0,Elemental,Large,generic,N,15.0,5,13000.0,7.0,3.0,4.0,2.0,0.0,5.0,7,8,4,2,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,18.0,20.0,256.5,256.5,5.2,9.2,12.0,12.0,105.666664,105.666664,18.0
Sammaster (Dracolich Form),5900675-sammaster-dracolich-form,FRAiF,275.0,Undead,Huge,unique,L,22.0,7,41000.0,7.0,0.0,5.0,6.0,2.0,5.0,7,7,12,13,9,5,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,14.0,1.25,20.0,20.0,276.0,457.5,8.8,12.8,14.0,14.0,232.0,232.0,20.0
Sammaster (Lich Form),5900676-sammaster-lich-form,FRAiF,276.0,Undead,Medium,unique,L,22.0,7,41000.0,1.0,2.0,3.0,6.0,2.0,5.0,1,9,10,13,9,5,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,16.0,1.0,18.0,23.0,322.5,412.5,7.8,11.8,13.0,13.0,231.0,231.0,21.0
Sarrukh Tyrant,6719632-sarrukh-tyrant,AUD,124.0,Monstrosity,Medium,generic,L,17.0,6,18000.0,6.0,2.0,5.0,6.0,4.0,4.0,6,8,5,12,10,10,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,19.0,19.0,256.5,346.5,8.5,12.5,12.0,12.0,143.83333,143.83333,20.0
Satyr,5195195-satyr,MM (2024),268.0,Fey,Medium,generic,N,0.5,2,75.0,1.0,3.0,0.0,1.0,0.0,2.0,1,3,0,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,13.0,13.0,31.5,31.5,1.2,5.2,5.0,5.0,5.5,5.5,12.0
Satyr Revelmaster,5195194-satyr-revelmaster,MM (2024),268.0,Fey,Medium,generic,N,6.0,3,2000.0,1.0,4.0,1.0,1.0,2.0,3.0,1,7,1,1,5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,17.0,21.0,82.5,99.0,3.0,7.0,7.0,7.0,39.333332,39.333332,
Scarecrow,5195196-scarecrow,MM (2024),261.0,Construct,Medium,generic,N,1.0,2,150.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0,0,0,1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,11.0,12.0,27.0,27.0,0.3,0.3,3.0,3.0,6.0,6.0,
Scorpion,4775840-scorpion,MM (2024),369.0,Beast,Tiny,generic,N,0.0,2,7.0,-4.0,0.0,-1.0,-5.0,-1.0,-4.0,-4,0,-1,-5,-1,-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,1.5,1.5,-2.5,-2.5,2.0,2.0,4.5,4.5,
Scout,5174957-scout,MM (2024),270.0,Humanoid,Medium,generic,N,0.5,2,75.0,0.0,2.0,1.0,0.0,1.0,0.0,0,2,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,13.0,13.0,16.5,16.5,0.7,0.7,4.0,4.0,13.0,13.0,
Scout Captain,5195197-scout-captain,MM (2024),270.0,Humanoid,Medium,generic,N,3.0,2,600.0,0.0,3.0,1.0,2.0,2.0,0.0,0,5,1,4,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,15.0,15.0,66.0,78.0,2.0,2.0,5.0,7.0,25.5,25.5,
Sea Hag,5195198-sea-hag,MM (2024),271.0,Fey,Medium,generic,N,2.0,2,300.0,3.0,1.0,3.0,1.0,1.0,1.0,3,1,3,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0,16.0,52.5,52.5,1.7,1.7,5.0,5.0,11.166667,11.166667,
Seahorse,5195199-seahorse,MM (2024),369.0,Beast,Tiny,generic,N,0.0,2,7.0,-5.0,1.0,-1.0,-5.0,0.0,-4.0,-5,1,-1,-5,0,-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,12.0,1.5,1.5,-2.3,-2.3,0.0,0.0,0.0,0.0,
Sentinel Marshal,5976758-sentinel-marshal,EFotA,83.0,Humanoid,Medium,generic,N,6.0,3,2000.0,4.0,4.0,1.0,0.0,2.0,0.0,4,7,4,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,1.0,16.0,21.0,110.0,110.0,2.8,2.8,7.0,7.0,45.0,45.0,
Shadow,5174958-shadow,MM (2024),272.0,Undead,Medium,generic,N,0.5,2,75.0,-2.0,2.0,1.0,-2.0,0.0,-1.0,-2,2,1,-2,0,-1,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.5,0.0,0.0,1.0,2.0,0.5,2.0,1.0,12.0,16.0,27.5,27.5,-0.3,3.7,4.0,8.0,5.5,5.5,
Shadow Demon,5195200-shadow-demon,MM (2024),273.0,Fiend,Medium,generic,N,4.0,2,1000.0,-5.0,3.0,1.0,2.0,1.0,2.0,-5,5,1,2,1,4,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.0,0.0,1.0,2.0,0.5,3.0,2.0,14.0,18.0,66.0,132.0,1.3,5.3,5.0,9.0,16.5,16.5,
Shadow Dragon,5195201-shadow-dragon-huge,MM (2024),275.0,or,Huge,generic,L,13.0,5,10000.0,5.0,4.0,4.0,2.0,1.0,4.0,5,9,4,2,6,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,14.0,1.0,16.0,18.0,189.0,348.8,5.0,7.0,10.0,10.0,95.833336,95.833336,17.0
Shadow Dragon,5195201-shadow-dragon-huge,MM (2024),275.0,or,Huge,generic,LL,14.0,5,11500.0,5.0,4.0,4.0,2.0,1.0,4.0,5,9,4,2,6,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,14.0,1.0,16.0,18.0,189.0,386.3,5.0,7.0,10.0,10.0,111.333336,111.333336,17.0
Shadow-Marked Agent,5976759-shadow-marked-agent,EFotA,84.0,Humanoid,Medium,generic,N,7.0,3,2600.0,1.0,5.0,1.0,0.0,3.0,3.0,1,8,1,0,6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,17.0,21.0,132.0,132.0,3.2,7.2,8.0,8.0,48.0,48.0,
Shambling Mound,5195203-shambling-mound,MM (2024),276.0,Plant,Large,generic,N,5.0,3,1400.0,4.0,-1.0,3.0,-3.0,0.0,-3.0,4,-1,3,-3,0,-3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,15.0,15.0,110.5,110.5,0.0,0.0,7.0,7.0,40.333332,40.333332,15.0
Shield Guardian,5195204-shield-guardian,MM (2024),277.0,Construct,Large,generic,N,7.0,3,2600.0,4.0,-1.0,4.0,-2.0,0.0,-4.0,4,-1,4,-2,0,-4,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,-1.0,1.0,17.0,17.0,142.5,172.5,0.2,0.2,7.0,7.0,36.0,36.0,
Shoggoth,6491388-shoggoth,RTHW,266.0,Aberration,Huge,generic,N,11.0,4,6800.0,6.0,3.0,5.0,5.0,3.0,-1.0,6,7,9,5,3,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.5,0.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.25,15.0,15.0,172.5,215.6,4.8,4.8,10.0,10.0,75.333336,94.03333,18.0
Shrieker Fungus,5195205-shrieker-fungus,MM (2024),125.0,Plant,Medium,generic,N,0.0,2,7.0,-5.0,-5.0,0.0,-5.0,-4.0,-5.0,-5,-5,0,-5,-4,-5,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-5.0,1.0,5.0,5.0,13.5,13.5,-4.0,-4.0,0.0,0.0,0.0,0.0,
Silver Dragon Wyrmling,5195206-silver-dragon-wyrmling,MM (2024),278.0,Dragon,Medium,generic,N,2.0,2,300.0,4.0,0.0,3.0,1.0,0.0,2.0,4,2,3,1,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,17.0,17.0,45.0,45.0,2.3,2.3,6.0,6.0,24.666666,24.666666,13.0
Sivis Scribe,5976760-sivis-scribe,EFotA,84.0,Humanoid,Small,generic,N,3.0,2,600.0,0.0,2.0,0.0,3.0,1.0,0.0,0,2,0,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,15.0,15.0,56.0,62.0,1.3,1.3,5.0,5.0,27.0,27.0,13.0
Skeleton,4775841-skeleton,MM (2024),282.0,Undead,Medium,generic,N,0.25,2,37.0,0.0,3.0,2.0,-2.0,-1.0,-3.0,0,3,2,-2,-1,-3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,14.0,14.0,13.0,13.0,-0.2,-0.2,5.0,5.0,6.5,6.5,
Slaad Tadpole,4775842-slaad-tadpole,MM (2024),284.0,Aberration,Tiny,generic,N,0.125,2,19.0,-2.0,2.0,0.0,-4.0,-3.0,-4.0,-2,2,0,-4,-3,-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,12.0,14.0,7.5,7.5,-1.8,-1.8,4.0,4.0,5.5,5.5,
Smoke Mephit,5195207-smoke-mephit,MM (2024),208.0,Elemental,Small,generic,N,0.25,2,37.0,-2.0,2.0,1.0,0.0,0.0,0.0,-2,2,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,12.0,12.0,13.5,13.5,0.2,0.2,4.0,4.0,4.5,4.5,11.0
Solar,5195208-solar,MM (2024),288.0,Celestial,Large,generic,L,21.0,7,33000.0,8.0,6.0,8.0,7.0,7.0,10.0,8,6,8,7,7,10,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,20.0,1.0,21.0,21.0,297.0,501.0,7.7,11.7,15.0,15.0,149.0,149.0,25.0
Spectator,5195209-spectator,MM (2024),289.0,Aberration,Medium,generic,N,3.0,2,600.0,-1.0,2.0,2.0,1.0,2.0,0.0,-1,2,2,1,2,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,14.0,18.0,45.5,54.6,1.0,1.0,4.0,4.0,23.75,23.75,12.0
Specter,5195210-specter,MM (2024),290.0,Undead,Medium,generic,N,1.0,2,150.0,-5.0,2.0,0.0,0.0,0.0,0.0,-5,2,0,0,0,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.0,0.0,1.0,1.0,0.5,2.0,2.0,12.0,12.0,22.5,45.0,-0.5,-0.5,4.0,4.0,7.0,7.0,
Spellguard,6719581-spellguard,AU,147.0,Humanoid,Medium,generic,N,5.0,3,1400.0,4.0,0.0,3.0,1.0,1.0,0.0,4,0,6,1,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,20.0,20.0,105.0,105.0,2.5,6.5,7.0,7.0,31.0,31.0,
Sphinx of Lore,5195211-sphinx-of-lore,MM (2024),293.0,Celestial,Large,generic,L,11.0,4,6800.0,4.0,2.0,3.0,4.0,4.0,4.0,4,2,3,4,4,4,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,0.5,1.0,10.0,1.0,17.0,17.0,170.0,290.0,3.5,3.5,8.0,8.0,107.5,107.5,16.0
Sphinx of Lore,5195211-sphinx-of-lore,MM (2024),293.0,Celestial,Large,generic,LL,12.0,4,8200.0,4.0,2.0,3.0,4.0,4.0,4.0,4,2,3,4,4,4,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,0.5,1.0,10.0,1.0,17.0,17.0,170.0,320.0,3.5,3.5,8.0,8.0,122.0,122.0,16.0
Sphinx of Secrets,5195212-sphinx-of-secrets,MM (2024),292.0,Celestial,Large,generic,N,8.0,3,3500.0,4.0,2.0,3.0,4.0,4.0,4.0,4,2,3,4,4,4,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,0.5,1.0,5.0,1.0,16.0,18.0,136.0,136.0,3.5,7.5,7.0,7.0,61.0,61.0,15.0
Sphinx of Valor,5195213-sphinx-of-valor,MM (2024),294.0,Celestial,Large,generic,L,17.0,6,18000.0,6.0,0.0,5.0,3.0,6.0,4.0,6,6,11,9,12,4,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,0.5,1.0,12.0,1.0,17.0,20.0,199.5,369.5,8.0,8.0,12.0,12.0,158.66667,158.66667,20.0
Sphinx of Valor,5195213-sphinx-of-valor,MM (2024),294.0,Celestial,Large,generic,LL,18.0,6,20000.0,6.0,0.0,5.0,3.0,6.0,4.0,6,6,11,9,12,4,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,0.5,1.0,12.0,1.0,17.0,20.0,199.5,399.5,8.0,8.0,12.0,12.0,178.66667,178.66667,20.0
Sphinx of Wonder,4775843-sphinx-of-wonder,MM (2024),291.0,Celestial,Tiny,generic,N,1.0,2,150.0,-2.0,3.0,1.0,2.0,1.0,0.0,-2,3,1,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,3.0,1.0,13.0,15.0,24.5,24.5,0.8,0.8,5.0,5.0,7.0,7.0,
Spider,4775844-spider,MM (2024),369.0,Beast,Tiny,generic,N,0.0,2,7.0,-4.0,2.0,-1.0,-5.0,0.0,-4.0,-4,2,-1,-5,0,-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,12.0,12.0,1.5,1.5,-2.0,-2.0,4.0,4.0,3.5,3.5,
Spined Devil,5195214-spined-devil,MM (2024),296.0,Fiend,Small,generic,N,2.0,2,300.0,0.0,2.0,1.0,0.0,2.0,-1.0,0,2,1,0,2,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,13.0,17.0,45.0,45.0,0.7,4.7,4.0,4.0,18.0,18.0,
Spirit Dragon Wyrmling,5900677-spirit-dragon-wyrmling,FRAiF,277.0,Dragon,Medium,generic,N,2.0,2,300.0,2.0,1.0,2.0,2.0,0.0,2.0,2,3,4,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,3.0,1.0,16.0,16.0,52.0,52.0,2.2,2.2,4.0,4.0,17.333334,17.333334,12.0
Spirit Naga,5195215-spirit-naga,MM (2024),297.0,Fiend,Large,generic,N,8.0,3,3500.0,4.0,3.0,2.0,3.0,2.0,3.0,4,6,5,3,5,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,17.0,17.0,135.0,135.0,4.8,4.8,7.0,7.0,64.5,64.5,14.0
Spore of Moander,5900678-spore-of-moander,FRAiF,280.0,Plant,Huge,generic,N,12.0,4,8200.0,6.0,-1.0,5.0,-3.0,0.0,-2.0,10,-1,9,-3,0,-2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.5,0.0,1.0,0.5,1.0,0.0,1.0,1.0,1.0,3.0,1.0,19.0,19.0,230.0,287.5,2.2,2.2,10.0,10.0,88.0,90.333336,
Sprite,4775845-sprite,MM (2024),298.0,Fey,Tiny,generic,N,0.25,2,37.0,-4.0,4.0,0.0,2.0,1.0,0.0,-4,4,0,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,15.0,15.0,10.0,10.0,0.5,0.5,6.0,6.0,6.5,6.5,
Spy,5195217-spy,MM (2024),295.0,Humanoid,Medium,generic,N,1.0,2,150.0,0.0,2.0,0.0,1.0,2.0,3.0,0,2,0,1,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,12.0,16.0,27.0,27.0,1.3,5.3,4.0,8.0,12.5,12.5,
Spy Master,5195216-spy-master,MM (2024),295.0,Humanoid,Medium,generic,N,10.0,4,5700.0,0.0,5.0,1.0,4.0,3.0,3.0,0,9,5,8,7,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,19.0,23.0,137.5,137.5,5.3,9.3,9.0,10.0,63.0,63.0,
Steam Mephit,5195218-steam-mephit,MM (2024),208.0,Elemental,Small,generic,N,0.25,2,37.0,-3.0,0.0,0.0,0.0,0.0,1.0,-3,0,0,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,10.0,10.0,17.5,17.5,-0.3,-0.3,2.0,2.0,6.6666665,8.333333,10.0
