Monster,Monster ID,Book,Page,Type,Size,Category,Legendary,CR,PB,XP,Str Mod,Dex Mod,Con Mod,Int Mod,Wis Mod,Cha Mod,Str Save,Dex Save,Con Save,Int Save,Wis Save,Cha Save,Blinded,Charmed,Deafened,Exhaustion,Frightened,Grappled,Incapacitated,Invisible,Paralyzed,Petrified,Poisoned,Prone,Restrained,Stunned,Unconscious,Bludgeoning,Piercing,Slashing,Acid,Cold,Fire,Force,Lightning,Necrotic,Poison,Psychic,Radiant,Thunder,Initiative,HP Multiplier,AC,adj AC,HP,adj HP,SB,adj SB,AB,adj AB,DPR,adj DPR,Save DC
Summer Eladrin,96584-summer-eladrin,MToF,196.0,fey,medium,legacy,N,10.0,4,5900.0,4.0,5.0,3.0,2.0,1.0,4.0,4,5,3,2,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.5,19.0,21.0,127.5,239.1,3.2,7.2,8.0,8.0,39.0,39.0,16.0
Summer Eladrin,2560933-summer-eladrin,MPMotM,116.0,fey,medium,generic,N,10.0,4,5900.0,4.0,5.0,3.0,2.0,1.0,4.0,4,5,3,2,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,19.0,21.0,165.0,206.3,3.2,7.2,8.0,8.0,48.0,48.0,16.0
Sunfly,3883564-sunfly,PAitM:MPP,47.0,celestial,tiny,generic,N,0.0,2,10.0,-3.0,3.0,0.0,-3.0,0.0,-2.0,-3,3,0,-3,0,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,13.0,13.0,2.5,2.5,-0.8,-0.8,5.0,5.0,2.5,2.5,
Swarm of Animated Books,1528985-swarm-of-animated-books,CM,19.0,construct,medium,generic,N,0.25,2,50.0,0.0,1.0,1.0,-5.0,0.0,-5.0,0,1,1,-5,0,-5,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,12.0,12.0,22.0,22.0,-1.3,-1.3,3.0,3.0,5.1666665,5.1666665,
Swarm of Bats,17028-swarm-of-bats,MM (2014),337.0,beast,medium,generic,N,0.25,2,50.0,-3.0,2.0,0.0,-4.0,1.0,-3.0,-3,2,0,-4,1,-3,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,12.0,12.0,22.5,45.0,-1.2,-1.2,4.0,4.0,4.1666665,4.1666665,
Swarm of Campestris,1979810-swarm-of-campestris,TWBtW,232.0,plant,medium,generic,N,1.0,2,200.0,-4.0,-2.0,0.0,-3.0,0.0,-1.0,-4,-2,0,-3,0,-1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2.0,2.0,12.0,12.0,27.0,54.0,-1.7,-1.7,0.0,0.0,8.333333,8.333333,
Swarm of Cranium Rats,17230-swarm-of-cranium-rats,VGtM,133.0,beast,medium,legacy,N,5.0,3,1800.0,-1.0,2.0,0.0,2.0,0.0,2.0,-1,2,0,2,0,2,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.5,12.0,12.0,36.0,54.0,0.8,0.8,5.0,5.0,14.0,14.0,13.0
Swarm of Cranium Rats,2560934-swarm-of-cranium-rats,MPMotM,83.0,aberration,medium,generic,N,5.0,3,1800.0,-1.0,2.0,0.0,2.0,0.0,2.0,-1,2,0,2,0,2,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.5,12.0,12.0,76.5,114.8,0.8,0.8,5.0,5.0,33.0,33.0,
Swarm of Gibberlings,4635159-swarm-of-gibberlings,QftIS,202.0,fiend,large,generic,N,3.0,2,700.0,4.0,2.0,0.0,-3.0,-2.0,-3.0,4,2,0,-3,-2,-3,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,12.0,12.0,38.5,77.0,-0.3,-0.3,6.0,6.0,11.5,11.5,
Swarm of Gremishkas,1680946-swarm-of-gremishkas,VRGtR,235.0,monstrosity,medium,generic,N,2.0,2,450.0,1.0,2.0,0.0,1.0,2.0,-3.0,1,2,0,1,2,-3,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,12.0,16.0,24.5,49.0,0.5,0.5,4.0,4.0,17.166666,17.166666,
Swarm of Hoard Scarabs,2059756-swarm-of-hoard-scarabs,FToD,205.0,monstrosity,medium,generic,N,2.0,2,450.0,-2.0,3.0,0.0,-4.0,-1.0,-2.0,-2,3,0,-4,-1,-2,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,14.0,15.0,31.5,63.0,-1.0,-1.0,5.0,5.0,11.166667,11.166667,
Swarm of Insects,17029-swarm-of-insects,MM (2014),338.0,beast,medium,generic,N,0.5,2,100.0,-4.0,1.0,0.0,-5.0,-2.0,-5.0,-4,1,0,-5,-2,-5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,12.0,12.0,22.5,45.0,-2.5,-2.5,3.0,3.0,7.5,7.5,
Swarm of Maggots,1680947-swarm-of-maggots,VRGtR,247.0,beast,medium,generic,N,2.0,2,450.0,-4.0,1.0,0.0,-5.0,-2.0,-5.0,-4,1,0,-5,-2,-5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,11.0,13.0,22.5,45.0,-2.5,-2.5,3.0,3.0,8.333333,8.333333,
Swarm of Poisonous Snakes,17030-swarm-of-poisonous-snakes,MM (2014),338.0,beast,medium,generic,N,2.0,2,450.0,-1.0,4.0,0.0,-5.0,0.0,-4.0,-1,4,0,-5,0,-4,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,14.0,14.0,36.0,72.0,-1.0,-1.0,6.0,6.0,19.833334,19.833334,10.0
Swarm of Quippers,17031-swarm-of-quippers,MM (2014),339.0,beast,medium,generic,N,1.0,2,200.0,1.0,3.0,-1.0,-5.0,-2.0,-4.0,1,3,-1,-5,-2,-4,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,13.0,13.0,28.0,56.0,-1.3,-1.3,5.0,7.0,11.666667,11.666667,
Swarm of Rats,17032-swarm-of-rats,MM (2014),339.0,beast,medium,generic,N,0.25,2,50.0,-1.0,0.0,-1.0,-4.0,0.0,-4.0,-1,0,-1,-4,0,-4,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,10.0,10.0,24.5,49.0,-1.7,-1.7,2.0,2.0,5.8333335,5.8333335,
Swarm of Ravens,17033-swarm-of-ravens,MM (2014),339.0,beast,medium,generic,N,0.25,2,50.0,-2.0,2.0,-1.0,-4.0,1.0,-2.0,-2,2,-1,-4,1,-2,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,12.0,12.0,24.5,49.0,-1.0,-1.0,4.0,4.0,5.8333335,5.8333335,
Swarm of Rot Grubs,17323-swarm-of-rot-grubs,VGtM,208.0,beast,medium,legacy,N,0.5,2,100.0,-4.0,-2.0,0.0,-5.0,-4.0,-5.0,-4,-2,0,-5,-4,-5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2.0,1.0,8.0,8.0,22.5,45.0,-3.3,-3.3,0.0,0.0,10.5,10.5,
Swarm of Rot Grubs,2560935-swarm-of-rot-grubs,MPMotM,237.0,beast,medium,generic,N,0.5,2,100.0,-4.0,-2.0,0.0,-5.0,-4.0,-5.0,-4,-2,0,-5,-4,-5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2.0,1.0,8.0,8.0,22.5,22.5,-3.3,-3.3,0.0,0.0,14.0,14.0,10.0
Swarm of Scarabs,1680948-swarm-of-scarabs,VRGtR,247.0,beast,medium,generic,N,3.0,2,700.0,-4.0,2.0,1.0,-5.0,1.0,-5.0,-4,2,1,-5,1,-5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,13.0,13.0,27.5,55.0,-1.7,-1.7,4.0,4.0,18.666666,18.666666,
Swarm of Sorrowfish,2407569-swarm-of-sorrowfish,CRCotN,210.0,aberration,medium,generic,N,6.0,3,2300.0,3.0,4.0,2.0,-5.0,0.0,-4.0,3,4,2,-5,0,-4,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,1.5,14.0,16.0,104.0,171.0,0.0,0.0,8.0,8.0,18.666666,18.666666,13.0
Swarm of Sunflies,3883565-swarm-of-sunflies,PAitM:MPP,47.0,celestial,medium,generic,N,1.0,2,200.0,-2.0,3.0,0.0,-3.0,0.0,-2.0,-2,3,0,-3,0,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,13.0,13.0,22.5,22.5,-0.7,-0.7,5.0,5.0,8.0,8.0,
Swarm of Zombie Limbs,1680949-swarm-of-zombie-limbs,VRGtR,254.0,undead,medium,generic,N,1.0,2,200.0,2.0,0.0,0.0,-4.0,-1.0,-3.0,2,0,0,-4,-1,-3,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,10.0,10.0,22.5,45.0,-1.0,-1.0,4.0,6.0,19.166666,19.166666,12.0
Swashbuckler,17340-swashbuckler,VGtM,217.0,humanoid,medium,legacy,N,3.0,2,700.0,1.0,4.0,1.0,2.0,0.0,2.0,1,4,1,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,17.0,17.0,66.0,66.0,1.7,1.7,6.0,6.0,32.0,32.0,
Swashbuckler,2560936-swashbuckler,MPMotM,238.0,humanoid,medium,generic,N,3.0,2,700.0,1.0,4.0,1.0,2.0,0.0,2.0,1,4,1,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,17.0,17.0,66.0,66.0,1.7,1.7,6.0,6.0,23.5,23.5,
Swavain Basilisk,744339-swavain-basilisk,EGtW,300.0,monstrosity,huge,generic,N,7.0,3,2900.0,2.0,3.0,2.0,-4.0,-1.0,-2.0,2,3,2,-4,-1,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,16.0,17.0,85.0,85.0,0.0,0.0,6.0,10.0,38.0,38.0,13.0
Sword Wraith Commander,94600-sword-wraith-commander,MToF,241.0,undead,medium,legacy,N,8.0,3,3900.0,4.0,2.0,4.0,0.0,1.0,2.0,4,2,4,0,1,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.7,0.7,0.7,1.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,2.0,1.5,18.0,14.0,127.5,191.3,2.2,2.2,7.0,7.0,57.0,57.0,
Sword Wraith Commander,2407570-sword-wraith-commander,MPMotM,239.0,undead,medium,generic,N,8.0,3,3900.0,4.0,2.0,4.0,0.0,1.0,2.0,4,2,4,0,1,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.7,0.7,0.7,1.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,2.0,1.5,18.0,14.0,127.5,191.3,2.2,2.2,7.0,7.0,57.0,57.0,
Sword Wraith Warrior,94613-sword-wraith-warrior,MToF,241.0,undead,medium,legacy,N,3.0,2,700.0,4.0,1.0,3.0,-2.0,-1.0,0.0,4,1,3,-2,-1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.7,0.7,0.7,1.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,2.0,16.0,12.0,45.0,90.0,0.8,0.8,6.0,6.0,17.0,17.0,
Sword Wraith Warrior,2407571-sword-wraith-warrior,MPMotM,239.0,undead,medium,generic,N,3.0,2,700.0,4.0,1.0,3.0,-2.0,-1.0,0.0,4,1,3,-2,-1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.7,0.7,0.7,1.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,2.0,16.0,12.0,45.0,90.0,0.8,0.8,6.0,6.0,17.0,17.0,
Sythian Skalderang,3276652-sythian-skalderang,KftGV,117.0,humanoid,medium,unique,N,7.0,3,2900.0,0.0,2.0,1.0,2.0,0.0,3.0,0,5,1,2,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,15.0,15.0,99.0,99.0,2.3,2.3,5.0,5.0,60.0,84.0,14.0
Tabaxi Hunter,33259-tabaxi-hunter,ToA,232.0,humanoid,medium,generic,N,1.0,2,200.0,0.0,3.0,0.0,1.0,2.0,2.0,0,3,0,1,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,14.0,14.0,40.5,40.5,1.3,1.3,5.0,5.0,14.0,14.0,
Tabaxi Minstrel,33262-tabaxi-minstrel,ToA,233.0,humanoid,medium,generic,N,0.25,2,50.0,0.0,2.0,0.0,2.0,1.0,3.0,0,2,0,2,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,12.0,12.0,22.5,22.5,1.3,1.3,4.0,4.0,8.0,8.0,
Talis the White,17478-talis-the-white,HotDQ,93.0,humanoid,medium,unique,N,5.0,3,1800.0,2.0,1.0,2.0,0.0,3.0,3.0,2,1,2,0,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.0,18.0,58.5,68.5,2.8,2.8,5.0,5.0,39.0,39.0,15.0
Talon Beast,3960635-talon-beast,TBoMT,183.0,monstrosity,large,generic,N,7.0,3,2900.0,6.0,2.0,4.0,-3.0,1.0,-3.0,6,2,4,-3,1,-3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,14.0,16.0,114.0,114.0,1.2,5.2,9.0,11.0,32.0,32.0,
Tanarukk,17298-tanarukk,VGtM,186.0,fiend,medium,legacy,N,5.0,3,1800.0,4.0,1.0,5.0,-1.0,-1.0,-1.0,4,1,5,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,14.0,14.0,95.0,95.0,1.2,5.2,7.0,7.0,39.0,39.0,
Tanarukk,2560937-tanarukk,MPMotM,240.0,fiend,medium,generic,N,5.0,3,1800.0,4.0,1.0,5.0,-1.0,-1.0,-1.0,4,1,5,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,14.0,14.0,95.0,95.0,1.2,5.2,7.0,7.0,19.5,36.5,
Tanazir Quandrix,2160336-tanazir-quandrix,SACoC,218.0,dragon,gargantuan,unique,L,24.0,7,62000.0,9.0,2.0,8.0,9.0,4.0,3.0,9,9,15,9,11,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,21.0,21.0,444.0,534.0,10.5,10.5,16.0,16.0,144.33333,144.33333,23.0
Tarkanan Assassin,551095-tarkanan-assassin,ERftLW,319.0,humanoid,medium,generic,N,2.0,2,450.0,1.0,3.0,2.0,0.0,2.0,0.0,1,3,2,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,15.0,15.0,45.5,45.5,1.3,1.3,5.0,5.0,26.0,26.0,
Tarrasque,17034-tarrasque,MM (2014),286.0,monstrosity,gargantuan,unique,L,30.0,9,155000.0,10.0,0.0,10.0,-4.0,0.0,0.0,10,0,10,5,9,9,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.25,25.0,25.0,676.5,958.1,7.2,11.2,19.0,19.0,249.33333,249.33333,17.0
Tarul Var,23141-tarul-var,TftYP,244.0,undead,medium,unique,L,13.0,5,10000.0,0.0,3.0,3.0,4.0,2.0,3.0,0,3,8,9,7,3,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,1.0,0.5,1.0,1.0,0.5,0.5,0.0,1.0,1.0,1.0,3.0,1.25,16.0,21.0,105.0,243.8,5.0,5.0,9.0,9.0,121.833336,121.833336,17.0
Tasha the Witch,4468341-tasha-the-witch,VEoR,252.0,humanoid,medium,unique,L,19.0,6,22000.0,0.0,4.0,3.0,6.0,1.0,6.0,0,4,3,12,7,12,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,19.0,19.0,210.0,300.0,6.3,10.3,14.0,16.0,102.0,102.0,20.0
Tashlyn Yafeera,149868-tashlyn-yafeera,WDH,200.0,humanoid,medium,unique,N,9.0,4,5000.0,4.0,2.0,2.0,0.0,2.0,1.0,8,2,6,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,18.0,18.0,149.5,199.5,3.2,3.2,8.0,8.0,31.333334,31.333334,
Tecuziztecatl,23125-tecuziztecatl,TftYP,245.0,monstrosity,large,unique,N,4.0,2,1100.0,3.0,0.0,3.0,2.0,3.0,1.0,3,0,3,2,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,13.0,13.0,102.0,102.0,2.0,2.0,5.0,5.0,28.0,28.0,13.0
Tempest Spirit,3731055-tempest-spirit,BPGotG,184.0,undead,huge,legendary,L,15.0,5,13000.0,7.0,2.0,5.0,3.0,4.0,4.0,7,2,10,8,9,9,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.7,0.7,0.7,1.0,0.5,1.0,1.0,0.0,0.5,0.5,1.0,1.0,0.0,2.0,1.25,12.0,12.0,195.5,356.9,7.5,7.5,12.0,12.0,90.333336,90.333336,17.0
Thavius Kreeg,429696-thavius-kreeg,BGDiA,42.0,humanoid,medium,unique,N,0.5,2,100.0,1.0,0.0,0.0,2.0,4.0,3.0,1,0,0,2,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,10.0,10.0,40.5,40.5,1.7,1.7,3.0,3.0,4.0,4.0,
Thayan Apprentice,23129-thayan-apprentice,TftYP,245.0,humanoid,medium,generic,N,2.0,2,450.0,0.0,2.0,1.0,2.0,1.0,0.0,0,2,1,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,15.0,20.0,27.5,27.5,1.0,1.0,4.0,4.0,28.0,28.0,12.0
Thayan Warrior,23131-thayan-warrior,TftYP,246.0,humanoid,medium,generic,N,2.0,2,450.0,3.0,1.0,2.0,0.0,0.0,0.0,3,1,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.0,16.0,52.0,52.0,1.0,1.0,5.0,6.0,14.0,14.0,
The Angry,95059-the-angry,MToF,231.0,monstrosity,medium,legacy,N,13.0,5,10000.0,3.0,0.0,4.0,-1.0,1.0,-2.0,3,0,4,-1,1,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.25,18.0,18.0,255.0,318.8,0.8,0.8,8.0,12.0,32.0,51.5,
The Gardener,4635160-the-gardener,QftIS,200.0,fey,medium,unique,LL,12.0,4,8400.0,5.0,3.0,5.0,3.0,5.0,4.0,5,7,9,3,9,8,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,17.0,17.0,209.0,299.0,6.8,6.8,9.0,9.0,72.5,72.5,17.0
The Hungry,95289-the-hungry,MToF,232.0,monstrosity,medium,legacy,N,11.0,4,7200.0,4.0,0.0,3.0,-2.0,0.0,-2.0,4,0,3,-2,0,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.25,17.0,17.0,225.0,281.3,0.5,0.5,8.0,10.0,40.0,54.666668,
The Keeper,295790-the-keeper,TftYP,173.0,giant,huge,unique,N,7.0,3,2900.0,6.0,2.0,5.0,0.0,1.0,-1.0,6,5,8,0,4,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,17.0,17.0,126.5,126.5,3.7,3.7,10.0,10.0,40.0,40.0,
The Lonely,95291-the-lonely,MToF,232.0,monstrosity,medium,legacy,N,9.0,4,5000.0,3.0,1.0,3.0,-2.0,0.0,-2.0,3,1,3,-2,0,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,16.0,16.0,112.5,168.8,0.5,0.5,7.0,11.0,51.0,61.5,15.0
