,monster,id,CR,feature,mean,variance,standard deviation,sigma/mean
1080,Aeorian Absorber,744297-aeorian-absorber,10.0,Bite,16.0,16.5,4.0620193,0.2538762
1081,Aeorian Absorber,744297-aeorian-absorber,10.0,Claws,12.0,5.8333335,2.4152296,0.20126912
1082,Aeorian Absorber,744297-aeorian-absorber,10.0,Mind Bolt,22.0,33.0,5.7445626,0.26111647
1084,Aeorian Reverser,744299-aeorian-reverser,8.0,Bite,18.0,23.833334,4.8819394,0.27121887
1085,Aeorian Reverser,744299-aeorian-reverser,8.0,Claws,15.5,8.75,2.95804,0.19084129
1087,Core Spawn Crawler,744305-core-spawn-crawler,1.0,Bite,4.5,1.25,1.118034,0.248452
1088,Core Spawn Crawler,744305-core-spawn-crawler,1.0,Claws,4.5,1.25,1.118034,0.248452
1089,Core Spawn Crawler,744305-core-spawn-crawler,1.0,Tail,5.5,2.9166667,1.7078252,0.31051365
1091,Core Spawn Emissary,744306-core-spawn-emissary,6.0,Talons,14.0,16.5,4.0620193,0.29014423
1093,Core Spawn Seer,744307-core-spawn-seer,13.0,Fission Staff,27.5,23.916666,4.8904667,0.17783517
1094,Core Spawn Seer,744307-core-spawn-seer,13.0,Psychedelic Orb,27.5,41.25,6.4226165,0.23354968
1096,Core Spawn Worm,744308-core-spawn-worm,15.0,Barbed Tentacles,25.5,14.583333,3.818813,0.14975737
1097,Core Spawn Worm,744308-core-spawn-worm,15.0,Bite,51.5,43.75,6.6143785,0.12843452
1099,Frost Giant Zombie,744311-frost-giant-zombie,9.0,Greataxe,25.5,35.75,5.9791303,0.2344757
1100,Frost Giant Zombie,744311-frost-giant-zombie,9.0,Hurl Rock,28.0,33.0,5.7445626,0.20516296
1101,Frost Worm,744312-frost-worm,17.0,Bite,54.0,42.0,6.4807405,0.120013714
1102,Gearkeeper Construct,744313-gearkeeper-construct,10.0,Arm Blade,18.5,15.75,3.968627,0.21452038
1103,Gearkeeper Construct,744313-gearkeeper-construct,10.0,Spear Launcher,12.0,5.8333335,2.4152296,0.20126912
1104,Gearkeeper Construct,744313-gearkeeper-construct,10.0,Shrapnel Blast,42.0,35.0,5.91608,0.14085904
1106,Gloomstalker,744314-gloomstalker,6.0,Bite,22.0,16.333334,4.041452,0.18370236
1107,Gloomstalker,744314-gloomstalker,6.0,Claw,20.0,11.666667,3.4156504,0.1707825
1108,Gloomstalker,744314-gloomstalker,6.0,Snatch,20.0,11.666667,3.4156504,0.1707825
1110,Horizonback Tortoise,744315-horizonback-tortoise,8.0,Bite,28.5,35.75,5.9791303,0.20979404
1111,Husk Zombie,744318-husk-zombie,1.0,Claw,6.5,2.9166667,1.7078252,0.26274234
1112,Moorbounder,744323-moorbounder,1.0,Claw,14.0,5.0,2.236068,0.15971914
1113,Bristled Moorbounder,744304-bristled-moorbounder,3.0,Blades,11.0,5.8333335,2.4152296,0.21956632
1114,Bristled Moorbounder,744304-bristled-moorbounder,3.0,Claw,14.0,5.0,2.236068,0.15971914
1116,Nergaliid,744325-nergaliid,3.0,Bite,13.0,10.5,3.2403703,0.24925926
1117,Nergaliid,744325-nergaliid,3.0,Tongue Lash,10.5,11.916667,3.4520526,0.3287669
1118,Shadowghast,744334-shadowghast,5.0,Bite,16.5,18.75,4.3301272,0.26243195
1119,Shadowghast,744334-shadowghast,5.0,Claws,12.0,5.8333335,2.4152296,0.20126912
1121,Swavain Basilisk,744339-swavain-basilisk,7.0,Bite,24.0,17.5,4.1833,0.17430417
1122,Swavain Basilisk,744339-swavain-basilisk,7.0,Tail,14.0,16.5,4.0620193,0.29014423
1124,Udaak,744341-udaak,16.0,Bite,21.0,23.833334,4.8819394,0.23247331
1125,Udaak,744341-udaak,16.0,Slam,21.5,15.75,3.968627,0.1845873
1126,Udaak,744341-udaak,16.0,Swallow,21.0,17.5,4.1833,0.19920477
1128,Amphisbaena,309672-amphisbaena-monstrosity,0.5,Bite,11.0,4.1666665,2.0412414,0.18556741
1130,Anvilwrought Raptor,909470-anvilwrought-raptor,0.5,Beak,5.5,1.25,1.118034,0.20327891
1132,Bronze Sable,909477-bronze-sable,1.0,Bite,7.5,5.25,2.291288,0.30550504
1134,Burnished Hart,909478-burnished-hart,2.0,Antlers,7.5,5.25,2.291288,0.30550504
1135,Burnished Hart,909478-burnished-hart,2.0,Hooves,8.0,2.5,1.5811388,0.19764236
1137,Gold-Forged Sentinel,909485-gold-forged-sentinel,5.0,Ram,13.0,10.5,3.2403703,0.24925926
1138,Gold-Forged Sentinel,909485-gold-forged-sentinel,5.0,Fire Breath,54.0,63.0,7.937254,0.14698619
1140,Winged Bull,909516-winged-bull,4.0,Gore,18.0,23.833334,4.8819394,0.27121887
1141,Winged Lion,909517-winged-lion,4.0,Bite,16.0,16.5,4.0620193,0.2538762
1142,Winged Lion,909517-winged-lion,4.0,Claw,14.0,10.5,3.2403703,0.23145503
1143,Two-Headed Cerberus,909513-two-headed-cerberus,2.0,Bite,8.0,4.1666665,2.0412414,0.25515518
1144,Two-Headed Cerberus,909513-two-headed-cerberus,2.0,Breath Weapon,21.0,17.5,4.1833,0.19920477
1146,Underworld Cerberus,909515-underworld-cerberus,6.0,Bite,14.5,8.75,2.95804,0.20400275
1147,Underworld Cerberus,909515-underworld-cerberus,6.0,Breath Weapon,42.0,35.0,5.91608,0.14085904
1149,Theran Chimera,909509-theran-chimera,7.0,Claws,13.0,10.5,3.2403703,0.24925926
1150,Theran Chimera,909509-theran-chimera,7.0,Head,10.5,11.916667,3.4520526,0.3287669
1151,Theran Chimera,909509-theran-chimera,7.0,Tail,11.0,5.8333335,2.4152296,0.21956632
1152,Theran Chimera,909509-theran-chimera,7.0,Breath Weapon,65.0,119.166664,10.916348,0.16794382
1153,Colossus of Akros,909479-colossus-of-akros,23.0,Spear,27.0,21.0,4.582576,0.16972503
1154,Colossus of Akros,909479-colossus-of-akros,23.0,Sword,36.0,31.5,5.612486,0.15590239
1155,Eater of Hope,909481-eater-of-hope,6.0,Claws,15.5,11.083333,3.329164,0.21478477
1157,Flitterstep Eidolon,909483-flitterstep-eidolon,3.0,Flickering Dagger,10.0,4.1666665,2.0412414,0.20412415
1158,Ghostblade Eidolon,909484-ghostblade-eidolon,5.0,Ghostblade,18.5,21.75,4.6636896,0.25209132
1160,Doomwake Giant,909480-doomwake-giant,11.0,Slam,31.0,24.5,4.9497476,0.15966928
1162,Hundred-Handed One,909487-hundred-handed-one,15.0,Longsword,21.5,15.75,3.968627,0.1845873
1163,Hundred-Handed One,909487-hundred-handed-one,15.0,Rock,30.0,33.0,5.7445626,0.19148542
1165,Aphemia,909471-aphemia,5.0,Bite,21.5,18.25,4.2720017,0.19869776
1166,Aphemia,909471-aphemia,5.0,Claws,10.0,5.8333335,2.4152296,0.24152295
1167,Blood-Toll Harpy,909475-blood-toll-harpy,0.125,Bite,3.5,1.25,1.118034,0.31943828
1168,Blood-Toll Harpy,909475-blood-toll-harpy,0.125,Claws,3.5,1.25,1.118034,0.31943828
1170,Hippocamp,909486-hippocamp,0.5,Hooves,9.0,5.8333335,2.4152296,0.26835883
1171,Hippocamp,909486-hippocamp,0.5,Ram,5.5,2.9166667,1.7078252,0.31051365
1172,Akroan Hoplite,909468-akroan-hoplite,3.0,Spear,7.5,5.25,2.291288,0.30550504
1173,Akroan Hoplite,909468-akroan-hoplite,3.0,Shield Bash,5.5,1.25,1.118034,0.20327891
1174,Setessan Hoplite,909508-setessan-hoplite,4.0,Scimitar,17.0,11.666667,3.4156504,0.2009206
1175,Setessan Hoplite,909508-setessan-hoplite,4.0,Longbow,18.0,14.0,3.7416575,0.20786986
1177,Ironscale Hydra,909489-ironscale-hydra,12.0,Bite,17.0,16.5,4.0620193,0.23894231
1179,Nyx-Fleece Ram,909496-nyx-fleece-ram,1.0,Ram,11.5,5.4166665,2.3273733,0.20238028
1180,Phylaskia,909500-phylaskia,9.0,Longsword,27.0,33.0,5.7445626,0.21276158
1181,Phylaskia,909500-phylaskia,9.0,Strength Drain,12.0,5.8333335,2.4152296,0.20126912
1183,Returned Drifter,909502-returned-drifter,0.25,Scimitar,9.0,5.8333335,2.4152296,0.26835883
1184,Returned Drifter,909502-returned-drifter,0.25,Sling,4.5,1.25,1.118034,0.248452
1185,Returned Palamnite,909504-returned-palamnite,4.0,Shortsword,17.0,11.666667,3.4156504,0.2009206
1187,Returned Sentry,909505-returned-sentry,1.0,Spear,14.5,11.083333,3.329164,0.22959752
1188,Returned Sentry,909505-returned-sentry,1.0,Sling,4.5,1.25,1.118034,0.248452
1189,Satyr Reveler,909506-satyr-reveler,1.0,Ram,6.0,2.5,1.5811388,0.26352313
1190,Satyr Reveler,909506-satyr-reveler,1.0,Shortbow,6.5,2.9166667,1.7078252,0.26274234
1192,Satyr Thornbearer,909507-satyr-thornbearer,2.0,Ram,6.0,2.5,1.5811388,0.26352313
1193,Satyr Thornbearer,909507-satyr-thornbearer,2.0,Shortbow,7.5,2.9166667,1.7078252,0.22771002
1194,Satyr Thornbearer,909507-satyr-thornbearer,2.0,Hail of Arrows,35.0,29.166666,5.400617,0.15430336
1196,Typhon,909514-typhon,15.0,Flurry of Bites,35.0,23.333334,4.830459,0.13801311
1197,Typhon,909514-typhon,15.0,Constrict,35.0,17.5,4.1833,0.11952286
1198,Typhon,909514-typhon,15.0,Maw,46.0,71.5,8.455768,0.18382102
1200,Woe Strider,909518-woe-strider,7.0,Claw,11.0,5.8333335,2.4152296,0.21956632
1201,Woe Strider,909518-woe-strider,7.0,Bite,29.5,35.25,5.937171,0.20126003
1202,Mighty Servant of Leuk-o,1241995-mighty-servant-of-leuk-o,,Destructive Fist,36.0,47.666668,6.904105,0.1917807
1203,Juvenile Mimic,1233283-juvenile-mimic,0.0,Bite,3.5,1.25,1.118034,0.31943828
1204,Bodytaker Plant,1680916-bodytaker-plant,7.0,Vine Lash,11.0,5.8333335,2.4152296,0.21956632
1205,Bodytaker Plant,1680916-bodytaker-plant,7.0,Entrapping Pod,22.0,21.0,4.582576,0.20829889
1207,Podling,1680935-podling,0.5,Slam,5.5,2.9166667,1.7078252,0.31051365
1208,Boneless,1680917-boneless,1.0,Slam,5.5,1.25,1.118034,0.20327891
1209,Carrion Stalker,1680918-carrion-stalker,3.0,Tentacle,5.5,1.25,1.118034,0.20327891
1210,Carrion Stalker,1680918-carrion-stalker,3.0,Larval Burst,14.0,11.666667,3.4156504,0.24397501
1211,Carrionette,1680919-carrionette,1.0,Silver Needle,4.5,2.9166667,1.7078252,0.3795167
1212,Death’s Head,1680920-deaths-head,0.5,Gnashing Bite,11.5,8.75,2.95804,0.25722086
1213,Death’s Head,1680920-deaths-head,0.5,Mind-Bending Bite,10.0,11.166667,3.3416562,0.33416563
1214,Death’s Head,1680920-deaths-head,0.5,Petrifying Bite,3.5,1.25,1.118034,0.31943828
1215,Gallows Speaker,1680923-gallows-speaker,6.0,Foretelling Touch,15.0,16.5,4.0620193,0.27080128
1216,Gremishka,1680925-gremishka,0.125,Bite,8.0,4.1666665,2.0412414,0.25515518
1217,Swarm of Gremishkas,1680946-swarm-of-gremishkas,2.0,Bites,19.5,14.583333,3.818813,0.19583657
1218,Jiangshi,1680930-jiangshi,9.0,Slam,13.0,10.5,3.2403703,0.24925926
1219,Necrichor,1680933-necrichor,7.0,Pseudopod,5.5,2.9166667,1.7078252,0.31051365
1220,Necrichor,1680933-necrichor,7.0,Necrotic Bolt,12.0,10.5,3.2403703,0.27003086
1221,Nosferatu,1680934-nosferatu,8.0,Claw,9.5,5.25,2.291288,0.2411882
1222,Nosferatu,1680934-nosferatu,8.0,Bite,27.5,27.583334,5.2519836,0.19098122
1223,Priest of Osybus,1680942-priest-of-osybus,6.0,Soul Blade,7.0,2.5,1.5811388,0.22587697
1224,Priest of Osybus,1680942-priest-of-osybus,6.0,Necrotic Bolt,17.5,15.75,3.968627,0.22677869
1225,Strigoi,1680945-strigoi,4.0,Claw,14.0,17.166666,4.1432676,0.2959477
1226,Strigoi,1680945-strigoi,4.0,Proboscis,19.0,17.0,4.1231055,0.21700557
1228,Swarm of Maggots,1680947-swarm-of-maggots,2.0,Infestation,10.0,5.0,2.236068,0.2236068
1229,Swarm of Scarabs,1680948-swarm-of-scarabs,3.0,Ravenous Bites,17.5,14.583333,3.818813,0.2182179
1230,Unspeakable Horror,1680954-unspeakable-horror,8.0,Limbs,21.5,24.75,4.974937,0.23139243
1231,Unspeakable Horror,1680954-unspeakable-horror,8.0,Hex Blast,91.0,166.83333,12.916398,0.14193843
1233,Vampiric Mind Flayer,1680955-vampiric-mind-flayer,5.0,Claw,19.0,14.0,3.7416575,0.19692934
1234,Vampiric Mind Flayer,1680955-vampiric-mind-flayer,5.0,Tentacles,7.5,2.9166667,1.7078252,0.22771002
1235,Vampiric Mind Flayer,1680955-vampiric-mind-flayer,5.0,Drink Sapience,14.0,11.666667,3.4156504,0.24397501
1237,Wereraven,17377-wereraven,2.0,Beak,4.5,1.25,1.118034,0.248452
1238,Wereraven,17377-wereraven,2.0,Shortsword,5.5,2.9166667,1.7078252,0.31051365
1239,Wereraven,17377-wereraven,2.0,Hand Crossbow,5.5,2.9166667,1.7078252,0.31051365
1240,Swarm of Zombie Limbs,1680949-swarm-of-zombie-limbs,1.0,Undead Mass,5.5,2.9166667,1.7078252,0.31051365
1241,Swarm of Zombie Limbs,1680949-swarm-of-zombie-limbs,1.0,Grasping Limbs,14.0,11.666667,3.4156504,0.24397501
1243,Zombie Clot,1680956-zombie-clot,6.0,Slam,18.5,15.75,3.968627,0.21452038
1245,Zombie Plague Spreader,1680957-zombie-plague-spreader,4.0,Slam,15.5,13.416667,3.6628768,0.23631464
1246,Zombie Plague Spreader,1680957-zombie-plague-spreader,4.0,Virulent Miasma,28.0,23.333334,4.830459,0.17251639
1248,Giant Canary,2059742-giant-canary,0.5,Peck,7.5,8.25,2.8722813,0.38297084
1249,Animated Breath,2059704-animated-breath,6.0,Slam,24.0,27.0,5.196152,0.21650635
1251,Young Deep Dragon,2059762-young-deep-dragon,5.0,Bite,13.0,11.166667,3.3416562,0.25705048
1252,Young Deep Dragon,2059762-young-deep-dragon,5.0,Claw,7.5,2.9166667,1.7078252,0.22771002
1254,Deep Dragon Wyrmling,2059714-deep-dragon-wyrmling,1.0,Bite,7.5,8.25,2.8722813,0.38297084
1255,Dracohydra,2059715-dracohydra,11.0,Bite,10.5,8.25,2.8722813,0.2735506
1257,Draconian Dreadnought,2059716-draconian-dreadnought,4.0,Serrated Sword,13.0,10.5,3.2403703,0.24925926
1258,Draconian Dreadnought,2059716-draconian-dreadnought,4.0,Tail,8.5,5.25,2.291288,0.2695633
1260,Draconian Foot Soldier,2059717-draconian-foot-soldier,0.5,Shortsword,4.5,2.9166667,1.7078252,0.3795167
1262,Draconian Infiltrator,2059718-draconian-infiltrator,3.0,Dagger,12.5,7.0833335,2.6614532,0.21291625
1263,Dragonblood Ooze,2059726-dragonblood-ooze,5.0,Pseudopod,30.5,25.75,5.0744457,0.16637526
1265,Dragonbone Golem,2059727-dragonbone-golem,11.0,Pinion,12.0,5.8333335,2.4152296,0.20126912
1266,Dragonbone Golem,2059727-dragonbone-golem,11.0,Rend,17.5,14.083333,3.7527769,0.21444438
1267,Dragonbone Golem,2059727-dragonbone-golem,11.0,Petrifying Breath,70.0,58.333332,7.637626,0.10910895
1269,Dragonborn of Bahamut,2059728-dragonborn-of-bahamut,8.0,Longsword,23.0,24.0,4.8989797,0.2129991
1270,Dragonborn of Bahamut,2059728-dragonborn-of-bahamut,8.0,Radiant Breath,88.0,132.0,11.489125,0.13055824
1272,Dragonborn of Tiamat,2059730-dragonborn-of-tiamat,7.0,Greataxe,25.0,27.666666,5.259911,0.21039645
1274,Dragonflesh Grafter,2059732-dragonflesh-grafter,3.0,Claw,13.0,13.5,3.6742346,0.28263342
1275,Dragonflesh Grafter,2059732-dragonflesh-grafter,3.0,Greatclub,12.0,10.5,3.2403703,0.27003086
1276,Dragonflesh Grafter,2059732-dragonflesh-grafter,3.0,Acid Retch,28.0,23.333334,4.830459,0.17251639
1278,Dragonflesh Abomination,2059731-dragonflesh-abomination,6.0,Claw,14.0,13.5,3.6742346,0.26244533
1279,Dragonflesh Abomination,2059731-dragonflesh-abomination,6.0,Tail,10.5,11.916667,3.4520526,0.3287669
1280,Dragonflesh Abomination,2059731-dragonflesh-abomination,6.0,Acidic Spit,10.5,8.75,2.95804,0.28171808
1281,Dragonflesh Abomination,2059731-dragonflesh-abomination,6.0,Acid Belch,56.0,46.666668,6.8313007,0.12198751
1283,Dragon Chosen,2059723-dragon-chosen,3.0,Handaxe,7.5,2.9166667,1.7078252,0.22771002
1284,Dragon Chosen,2059723-dragon-chosen,3.0,Shortsword,7.5,2.9166667,1.7078252,0.22771002
1286,Dragonnel,2059733-dragonnel,2.0,Rend,10.0,5.8333335,2.4152296,0.24152295
1288,Young Dragon Turtle,2059763-young-dragon-turtle,10.0,Bite,18.0,23.833334,4.8819394,0.27121887
1289,Young Dragon Turtle,2059763-young-dragon-turtle,10.0,Claw,9.5,5.25,2.291288,0.2411882
1290,Young Dragon Turtle,2059763-young-dragon-turtle,10.0,Steam Breath,84.0,70.0,8.3666,0.09960239
1292,Dragon Turtle Wyrmling,2059725-dragon-turtle-wyrmling,4.0,Bite,9.5,11.916667,3.4520526,0.36337397
1293,Dragon Turtle Wyrmling,2059725-dragon-turtle-wyrmling,4.0,Steam Breath,35.0,29.166666,5.400617,0.15430336
1294,Egg Hunter Hatchling,2059735-egg-hunter-hatchling,2.0,Egg Tooth,17.0,11.666667,3.4156504,0.2009206
1296,Egg Hunter Adult,2059734-egg-hunter-adult,5.0,Barbed Proboscis,17.5,13.416667,3.6628768,0.20930725
1298,Eyedrake,2059739-eyedrake,8.0,Bite,13.5,8.75,2.95804,0.21911407
1299,Eyedrake,2059739-eyedrake,8.0,Antimagic Breath,78.0,143.0,11.958261,0.15331103
1300,Gem Stalker,2059740-gem-stalker,5.0,Claw,10.0,5.8333335,2.4152296,0.24152295
1302,Ghost Dragon,2059741-ghost-dragon,17.0,Claw,14.0,10.5,3.2403703,0.23145503
1303,Hoard Mimic,2059745-hoard-mimic,8.0,Bite,23.0,22.333334,4.725816,0.20547025
1304,Hoard Mimic,2059745-hoard-mimic,8.0,Pseudopod,12.0,5.8333335,2.4152296,0.20126912
1306,Hoard Scarab,2059746-hoard-scarab,0.125,Bite,5.5,1.25,1.118034,0.20327891
1307,Swarm of Hoard Scarabs,2059756-swarm-of-hoard-scarabs,2.0,Swarm of Bites,13.5,8.75,2.95804,0.21911407
1308,Liondrake,2059748-liondrake,7.0,Bite,15.0,16.5,4.0620193,0.27080128
1309,Liondrake,2059748-liondrake,7.0,Claw,11.0,5.8333335,2.4152296,0.21956632
1311,Metallic Peacekeeper,2059749-metallic-peacekeeper,4.0,Slam,16.5,15.75,3.968627,0.24052285
1313,Metallic Warbler,2059750-metallic-warbler,0.25,Claw,4.5,1.25,1.118034,0.248452
1314,Moonstone Dragon Wyrmling,2059751-moonstone-dragon-wyrmling,2.0,Bite,15.5,13.416667,3.6628768,0.23631464
1315,Young Sea Serpent,2059767-young-sea-serpent,8.0,Bite,20.5,24.75,4.974937,0.24267986
1316,Young Sea Serpent,2059767-young-sea-serpent,8.0,Constrict,22.0,21.0,4.582576,0.20829889
1317,Young Sea Serpent,2059767-young-sea-serpent,8.0,Tail,9.5,8.25,2.8722813,0.3023454
1318,Young Sea Serpent,2059767-young-sea-serpent,8.0,Rime Breath,77.0,115.5,10.747092,0.13957264
1320,Scufflecup Teacup,2160328-scufflecup-teacup,0.0,Slam,4.0,0.6666667,0.8164966,0.20412415
1321,Art Elemental Mascot,2160297-art-elemental-mascot,0.25,Joyful Flare,6.0,2.5,1.5811388,0.26352313
1322,Art Elemental Mascot,2160297-art-elemental-mascot,0.25,Melancholic Bolt,6.0,2.5,1.5811388,0.26352313
1323,Brackish Trudge,2160299-brackish-trudge,3.0,Tusk,19.5,19.416666,4.4064345,0.22597101
1324,Daemogoth,2160302-daemogoth,10.0,Agonizing Burst,11.0,16.5,4.0620193,0.36927447
1326,Fractal Mascot,2160304-fractal-mascot,0.25,Quantum Strike,6.0,2.5,1.5811388,0.26352313
1327,Groff,2160306-groff,4.0,Bite,9.5,5.25,2.291288,0.2411882
1328,Groff,2160306-groff,4.0,Swamp Claw,19.0,11.666667,3.4156504,0.17977107
1330,Inkling Mascot,2160307-inkling-mascot,0.25,Blot,5.5,1.25,1.118034,0.20327891
1331,Mage Hunter,2160312-mage-hunter,5.0,Claw,15.0,16.5,4.0620193,0.27080128
1332,Mage Hunter,2160312-mage-hunter,5.0,Tail,22.0,21.0,4.582576,0.20829889
1334,Oriq Blood Mage,2160315-oriq-blood-mage,9.0,Blood Lash,21.5,24.75,4.974937,0.23139243
1336,Pest Mascot,2160317-pest-mascot,0.25,Bite,4.5,1.25,1.118034,0.248452
1337,Relic Sloth,2160326-relic-sloth,2.0,Claws,14.0,10.5,3.2403703,0.23145503
1338,Ruin Grinder,2160327-ruin-grinder,5.0,Excavator,13.0,5.8333335,2.4152296,0.18578689
1340,Spirit Statue Mascot,2160334-spirit-statue-mascot,0.25,Slam,5.5,2.9166667,1.7078252,0.31051365
1341,Strixhaven Campus Guide,2160335-strixhaven-campus-guide,1.0,Slam,6.5,5.25,2.291288,0.35250583
1343,Black Abishai,2560739-black-abishai,7.0,Bite,17.5,18.75,4.3301272,0.24743582
1344,Black Abishai,2560739-black-abishai,7.0,Scimitar,6.5,2.9166667,1.7078252,0.26274234
1346,Red Abishai,2560902-red-abishai,19.0,Bite,61.0,82.5,9.082951,0.14890084
1347,Red Abishai,2560902-red-abishai,19.0,Claw,28.0,33.0,5.7445626,0.20516296
1348,White Abishai,2560959-white-abishai,6.0,Bite,9.0,4.1666665,2.0412414,0.2268046
1349,White Abishai,2560959-white-abishai,6.0,Claw,8.5,8.25,2.8722813,0.33791545
1350,White Abishai,2560959-white-abishai,6.0,Longsword,8.5,8.25,2.8722813,0.33791545
1352,Alkilith,2560717-alkilith,11.0,Tentacle,18.0,11.666667,3.4156504,0.18975835
1354,Allip,2560718-allip,5.0,Maddening Touch,17.0,11.666667,3.4156504,0.2009206
1355,Archer,2560725-archer,3.0,Shortsword,7.5,2.9166667,1.7078252,0.22771002
1356,Archer,2560725-archer,3.0,Longbow,8.5,5.25,2.291288,0.2695633
1358,Armanite,2560726-armanite,7.0,Claw,19.0,13.0,3.6055512,0.18976586
1359,Armanite,2560726-armanite,7.0,Hooves,12.0,5.8333335,2.4152296,0.20126912
1360,Armanite,2560726-armanite,7.0,Serrated Tail,16.0,16.5,4.0620193,0.2538762
1361,Armanite,2560726-armanite,7.0,Lightning Lance,72.0,84.0,9.165152,0.12729377
1363,Banderhobb,2560733-banderhobb,5.0,Bite,15.5,8.75,2.95804,0.19084129
1364,Banderhobb,2560733-banderhobb,5.0,Tongue,10.5,8.75,2.95804,0.28171808
1365,Banderhobb,2560733-banderhobb,5.0,Swallow,26.0,17.5,4.1833,0.16089615
1367,Bodak,2560744-bodak,6.0,Fist,13.5,11.75,3.4278274,0.25391313
1368,Boggle,17224-boggle,0.125,Pummel,2.5,2.9166667,1.7078252,0.68313
1369,Boneclaw,2560745-boneclaw,12.0,Piercing Claw,31.5,41.25,6.4226165,0.20389257
1371,Bulezau,2560747-bulezau,3.0,Barbed Tail,13.0,17.166666,4.1432676,0.3187129
1372,Cadaver Collector,2560748-cadaver-collector,14.0,Slam,35.0,40.5,6.363961,0.18182746
1374,Canoloth,2560749-canoloth,8.0,Bite,25.5,23.916666,4.8904667,0.19178301
1375,Canoloth,2560749-canoloth,8.0,Claw,16.5,13.416667,3.6628768,0.22199254
1376,Canoloth,2560749-canoloth,8.0,Tongue,17.5,17.75,4.2130747,0.24074714
1378,Catoblepas,2560750-catoblepas,5.0,Tail,21.5,14.583333,3.818813,0.17761922
1379,Aurochs,2560728-aurochs,2.0,Gore,14.0,10.5,3.2403703,0.23145503
1380,Deep Rothé,2560768-deep-rothe,0.25,Gore,7.5,2.9166667,1.7078252,0.22771002
1381,Ox,2560899-ox,0.25,Gore,7.5,2.9166667,1.7078252,0.22771002
1382,Stench Kow,2560929-stench-kow,0.5,Gore,7.5,2.9166667,1.7078252,0.22771002
1383,Cave Fisher,2560751-cave-fisher,3.0,Claw,10.0,5.8333335,2.4152296,0.24152295
1385,Champion,2560752-champion,9.0,Greatsword,19.0,11.666667,3.4156504,0.17977107
1386,Champion,2560752-champion,9.0,Shortbow,12.5,8.75,2.95804,0.2366432
1388,Chitine,2560753-chitine,0.5,Dagger,4.5,1.25,1.118034,0.248452
1390,Choker,2560754-choker,1.0,Tentacle,5.5,1.25,1.118034,0.20327891
1392,Clockwork Bronze Scout,2560756-clockwork-bronze-scout,1.0,Bite,9.0,4.1666665,2.0412414,0.2268046
1393,Clockwork Iron Cobra,2560757-clockwork-iron-cobra,4.0,Bite,6.5,2.9166667,1.7078252,0.26274234
1394,Clockwork Oaken Bolter,2560758-clockwork-oaken-bolter,5.0,Lancing Bolt,15.0,16.5,4.0620193,0.27080128
1395,Clockwork Oaken Bolter,2560758-clockwork-oaken-bolter,5.0,Harpoon,9.5,8.25,2.8722813,0.3023454
1397,Clockwork Stone Defender,2560759-clockwork-stone-defender,4.0,Slam,11.0,5.8333335,2.4152296,0.21956632
1398,Corpse Flower,2560762-corpse-flower,8.0,Tentacle,19.5,14.583333,3.818813,0.19583657
1400,Cranium Rat,2560763-cranium-rat,0.0,Bite,1.0,0.0,0.0,0.0
1401,Darkling,17231-darkling,0.5,Dagger,12.5,7.0833335,2.6614532,0.21291625
1402,Darkling Elder,17232-darkling-elder,2.0,Scimitar,13.5,8.75,2.95804,0.21911407
1404,Death Kiss,2560764-death-kiss,10.0,Tentacle,11.0,5.8333335,2.4152296,0.21956632
1406,Deep Scion,2560769-deep-scion,3.0,Battleaxe,9.5,8.25,2.8722813,0.3023454
1407,Deep Scion,2560769-deep-scion,3.0,Bite,6.5,1.25,1.118034,0.17200524
1408,Deep Scion,2560769-deep-scion,3.0,Claw,7.5,2.9166667,1.7078252,0.22771002
1410,Derro,2560773-derro,0.25,Hooked Spear,3.5,2.9166667,1.7078252,0.48795003
1411,Derro,2560773-derro,0.25,Light Crossbow,6.5,5.25,2.291288,0.35250583
1412,Devourer,2560774-devourer,13.0,Claw,33.0,23.333334,4.830459,0.14637755
1413,Devourer,2560774-devourer,13.0,Soul Rend,88.0,132.0,11.489125,0.13055824
1414,Brontosaurus,2560746-brontosaurus,5.0,Stomp,27.5,26.25,5.1234756,0.18630819
1415,Brontosaurus,2560746-brontosaurus,5.0,Tail,32.0,31.5,5.612486,0.17539018
1416,Deinonychus,2560770-deinonychus,1.0,Bite,6.5,5.25,2.291288,0.35250583
1417,Deinonychus,2560770-deinonychus,1.0,Claw,6.5,5.25,2.291288,0.35250583
1419,Dimetrodon,2560776-dimetrodon,0.25,Bite,9.0,5.8333335,2.4152296,0.26835883
1420,Hadrosaurus,2560844-hadrosaurus,0.25,Tail,7.5,8.25,2.8722813,0.38297084
1421,Quetzalcoatlus,2560901-quetzalcoatlus,2.0,Bite,12.5,8.75,2.95804,0.2366432
1422,Stegosaurus,2560928-stegosaurus,4.0,Tail,26.0,17.5,4.1833,0.16089615
1423,Velociraptor,2560950-velociraptor,0.25,Bite,5.5,2.9166667,1.7078252,0.31051365
1424,Velociraptor,2560950-velociraptor,0.25,Claw,4.5,1.25,1.118034,0.248452
1426,Dolphin,2560780-dolphin,0.125,Slam,5.5,2.9166667,1.7078252,0.31051365
1427,Dolphin Delighter,2560779-dolphin-delighter,3.0,Dazzling Slam,12.5,8.75,2.95804,0.2366432
1429,Duergar Kavalrachni,2560793-duergar-kavalrachni,2.0,War Pick,11.5,7.75,2.7838821,0.24207671
