Book,Page,Type,Size,Category,Legendary,CR,PB,XP,Str Mod,Dex Mod,Con Mod,Int Mod,Wis Mod,Cha Mod,Str Prof,Dex Prof,Con Prof,Int Prof,Wis Prof,Cha Prof,Str Save,Dex Save,Con Save,Int Save,Wis Save,Cha Save,Blinded,Charmed,Deafened,Exhaustion,Frightened,Grappled,Incapacitated,Invisible,Paralyzed,Petrified,Poisoned,Prone,Restrained,Stunned,Unconscious,AC,adj AC,HP,adj HP,AC adjustments,AB,adj AB,DPR,adj DPR,Save DC
TftYP,242.0,humanoid,medium,unique,N,0.5,2,100.0,0.0,1.0,2.0,3.0,2.0,-1.0,False,False,False,False,False,False,0,1,2,3,2,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,13.0,13.0,['shield'],5.0,5.0,10.0,10.0,
CM,69.0,undead,medium,unique,N,4.0,2,1100.0,-2.0,3.0,0.0,3.0,2.0,3.0,False,False,False,True,True,False,-2,3,0,5,4,3,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,13.0,13.0,31.5,83.0,['2 saves'],5.0,5.0,24.333334,24.333334,13.0
MM,271.0,construct,large,generic,N,7.0,3,2900.0,4.0,-1.0,4.0,-2.0,0.0,-4.0,False,False,False,False,False,False,4,-1,4,-2,0,-4,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,17.0,142.5,172.0,[],7.0,7.0,35.333332,35.333332,
ERftLW,319.0,humanoid,medium,generic,N,0.5,2,100.0,1.0,3.0,2.0,0.0,2.0,0.0,False,False,False,False,False,False,1,3,2,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,19.5,24.5,[],5.0,5.0,12.0,12.0,
PotA,208.0,humanoid,medium,unique,N,4.0,2,1100.0,0.0,1.0,3.0,2.0,0.0,3.0,False,False,False,False,False,False,0,1,3,2,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,60.0,60.0,[],5.0,5.0,31.0,31.0,13.0
WDotMM,174.0,construct,gargantuan,unique,N,14.0,5,11500.0,6.0,0.0,5.0,-5.0,-5.0,-5.0,False,False,False,False,False,False,6,0,5,-5,-5,-5,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,20.0,20.0,310.0,310.0,[],8.0,8.0,176.0,176.0,15.0
MPMotM,216.0,fiend,large,generic,N,8.0,3,3900.0,4.0,1.0,3.0,-2.0,2.0,-1.0,False,True,True,False,True,False,4,4,6,-2,5,-1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,16.0,136.0,207.5,['3 saves'],7.0,7.0,39.0,52.0,14.0
VGtM,137.0,fiend,large,legacy,N,8.0,3,3900.0,4.0,1.0,3.0,-2.0,2.0,-1.0,False,True,True,False,True,False,4,4,6,-2,5,-1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,16.0,110.5,175.6,['3 saves'],7.0,7.0,39.0,52.0,14.0
MPMotM,217.0,fiend,huge,legendary,L,18.0,6,20000.0,0.0,-4.0,6.0,7.0,7.0,7.0,False,False,False,True,False,True,0,-4,6,13,7,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.0,21.0,150.0,240.0,"['2 saves', 'magic resistance']",13.0,13.0,186.0,195.33333,20.0
MToF,137.0,fiend,huge,legacy,L,18.0,6,20000.0,0.0,-4.0,6.0,7.0,7.0,7.0,False,False,False,True,False,True,0,-4,6,13,7,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.0,21.0,150.0,240.0,"['2 saves', 'magic resistance']",10.0,10.0,200.0,209.33333,20.0
MM,118.0,dragon,medium,generic,N,2.0,2,450.0,4.0,0.0,3.0,1.0,0.0,2.0,False,True,True,False,True,True,4,2,5,1,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,19.0,45.0,45.0,['4 saves'],6.0,6.0,24.0,24.0,13.0
MM,117.0,dragon,huge,legendary,L,16.0,5,15000.0,8.0,0.0,7.0,3.0,1.0,5.0,False,True,True,False,True,True,8,5,12,3,6,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,21.0,243.0,333.0,['4 saves'],13.0,13.0,122.333336,122.333336,20.0
MM,116.0,dragon,gargantuan,legendary,LL,23.0,7,50000.0,10.0,0.0,9.0,4.0,2.0,6.0,False,True,True,False,True,True,10,7,16,4,9,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,24.0,487.5,577.0,['4 saves'],17.0,17.0,158.33333,158.33333,24.0
MM,118.0,dragon,large,generic,N,9.0,4,5000.0,6.0,0.0,5.0,2.0,0.0,4.0,False,True,True,False,True,True,6,4,9,2,4,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,20.0,168.0,168.0,['4 saves'],10.0,10.0,64.666664,64.666664,17.0
FToD,208.0,dragon,gargantuan,legendary,L,28.0,8,120000.0,10.0,3.0,9.0,5.0,6.0,10.0,False,True,True,True,True,True,10,11,17,13,14,18,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,24.0,565.5,685.5,['5 saves'],18.0,18.0,195.0,195.0,25.0
SaCoC,214.0,humanoid,medium,generic,N,2.0,2,450.0,0.0,2.0,1.0,1.0,0.0,2.0,False,True,False,False,False,True,0,4,1,1,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,44.0,44.0,['2 saves'],4.0,4.0,14.5,14.5,
SaCoC,214.0,humanoid,medium,generic,N,4.0,2,1100.0,0.0,3.0,1.0,1.0,0.0,3.0,False,True,False,False,True,True,0,5,1,1,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,21.0,66.0,66.0,['3 saves'],5.0,5.0,29.0,29.0,13.0
SaCoC,215.0,humanoid,medium,generic,N,7.0,3,2900.0,0.0,2.0,2.0,3.0,1.0,4.0,False,True,False,True,True,True,0,5,2,6,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,19.0,97.5,97.5,['4 saves'],7.0,9.0,35.0,35.0,15.0
SaCoC,215.0,humanoid,medium,generic,N,7.0,3,2900.0,0.0,2.0,2.0,3.0,1.0,4.0,False,True,False,True,True,True,0,5,2,6,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,19.0,97.5,97.5,['4 saves'],7.0,9.0,35.0,35.0,15.0
TftYP,243.0,humanoid,medium,unique,N,0.5,2,100.0,3.0,-1.0,2.0,0.0,1.0,2.0,False,False,False,False,False,False,3,-1,2,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,19.5,19.5,[],6.0,6.0,8.0,8.0,
CoS,139.0,undead,medium,unique,N,6.0,3,2300.0,4.0,2.0,4.0,1.0,3.0,4.0,True,False,True,False,True,True,7,2,7,1,6,7,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,13.0,15.0,136.0,166.0,['4 saves'],7.0,7.0,46.333332,46.333332,15.0
GGtR,197.0,fiend,huge,generic,N,12.0,4,8400.0,6.0,-2.0,4.0,2.0,4.0,6.0,False,False,True,True,True,True,6,-2,8,6,8,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,21.0,157.5,196.9,"['4 saves', 'magic resistance']",10.0,10.0,60.0,60.0,18.0
TftYP,243.0,fey,medium,generic,N,3.0,2,700.0,0.0,4.0,1.0,1.0,2.0,3.0,False,False,False,False,False,False,0,4,1,1,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,21.0,38.5,53.0,['magic resistance'],5.0,5.0,13.0,13.0,13.0
DSotDQ,199.0,monstrosity,large,generic,N,4.0,2,1100.0,4.0,0.0,4.0,1.0,0.0,0.0,True,False,False,False,True,False,6,0,4,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,57.0,57.0,['2 saves'],,,,,
WBtW,218.0,fey,medium,unique,N,8.0,3,3900.0,4.0,-1.0,3.0,1.0,3.0,2.0,False,False,True,True,True,True,4,-1,6,4,6,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,18.0,150.0,150.0,['4 saves'],7.0,7.0,50.0,50.0,
WDH,200.0,humanoid,small,generic,N,6.0,3,2300.0,-1.0,2.0,1.0,3.0,1.0,2.0,False,False,False,True,True,False,-1,2,1,6,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,22.0,72.0,72.0,"['2 saves', 'shield', 'counterspell']",6.0,6.0,64.666664,64.666664,14.0
GoS,253.0,undead,medium,generic,N,0.5,2,100.0,-1.0,1.0,2.0,2.0,0.0,-1.0,False,False,False,False,False,False,-1,1,2,2,0,-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,13.0,32.5,32.5,['magic resistance'],3.0,3.0,10.0,10.0,
GoS,253.0,undead,large,generic,N,5.0,3,1800.0,3.0,2.0,2.0,-2.0,-1.0,-3.0,False,False,False,False,False,False,3,2,2,-2,-1,-3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,15.0,142.5,142.5,[],6.0,6.0,36.0,36.0,
DSotDQ,208.0,undead,medium,generic,N,7.0,3,2900.0,5.0,0.0,3.0,1.0,2.0,0.0,False,False,True,False,True,False,5,0,6,1,5,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,112.5,112.5,['2 saves'],,,,,
GoS,254.0,undead,large,generic,N,2.0,2,450.0,1.0,2.0,2.0,-2.0,-1.0,-3.0,False,False,False,False,False,False,1,2,2,-2,-1,-3,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,13.0,13.0,60.0,120.0,[],4.0,4.0,11.0,11.0,
MM,272.0,undead,medium,generic,N,0.25,2,50.0,0.0,2.0,2.0,-2.0,-1.0,-3.0,False,False,False,False,False,False,0,2,2,-2,-1,-3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,13.0,13.0,13.0,[],4.0,4.0,5.5,5.5,
MM,273.0,undead,large,generic,N,2.0,2,450.0,4.0,0.0,2.0,-2.0,-1.0,-3.0,False,False,False,False,False,False,4,0,2,-2,-1,-3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,12.0,67.5,67.5,[],6.0,6.0,18.666666,18.666666,14.0
MM,273.0,undead,large,generic,N,0.5,2,100.0,4.0,1.0,2.0,-4.0,-1.0,-3.0,False,False,False,False,False,False,4,1,2,-4,-1,-3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,13.0,22.5,22.5,[],6.0,6.0,11.0,11.0,
EGtW,221.0,humanoid,medium,unique,N,1.0,2,200.0,3.0,0.0,2.0,1.0,0.0,1.0,False,False,False,False,False,False,3,0,2,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,45.5,54.0,[],5.0,5.0,7.5,7.5,
GGtR,205.0,aberration,huge,generic,N,15.0,5,13000.0,6.0,3.0,3.0,-4.0,2.0,4.0,False,False,False,False,False,False,6,3,3,-4,2,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,228.0,288.0,[],11.0,14.0,76.0,76.0,17.0
CM,136.0,construct,medium,generic,N,5.0,3,1800.0,3.0,2.0,4.0,-4.0,0.0,-5.0,False,False,False,False,False,False,3,2,4,-4,0,-5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,85.0,115.0,[],6.0,6.0,27.0,27.0,
MPMotM,219.0,monstrosity,medium,generic,N,0.5,2,100.0,-2.0,4.0,0.0,0.0,-2.0,-5.0,False,False,True,False,False,False,-2,4,2,0,-2,-5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,18.0,18.0,18.0,['1 saves'],6.0,10.0,10.0,10.0,
MToF,227.0,humanoid,medium,legacy,N,0.5,2,100.0,-2.0,4.0,0.0,0.0,-2.0,-5.0,False,False,True,False,False,False,-2,4,2,0,-2,-5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,18.0,18.0,18.0,['1 saves'],6.0,10.0,13.5,13.5,
BGDiA,234.0,humanoid,medium,generic,N,1.0,2,200.0,0.0,2.0,2.0,3.0,1.0,0.0,False,False,False,False,True,False,0,2,2,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,17.0,32.5,32.5,"['1 saves', 'shield']",2.0,2.0,22.0,22.0,
MPMotM,220.0,undead,medium,legendary,L,15.0,5,13000.0,2.0,3.0,3.0,3.0,2.0,5.0,False,False,False,False,False,False,2,3,3,3,2,5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,18.0,20.0,112.5,253.1,['evasion'],10.0,10.0,162.0,162.0,18.0
MToF,230.0,undead,medium,legacy,L,15.0,5,13000.0,2.0,3.0,3.0,3.0,2.0,5.0,False,False,False,False,False,False,2,3,3,3,2,5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,18.0,20.0,105.0,243.8,['evasion'],10.0,10.0,130.5,130.5,18.0
GoS,254.0,aberration,medium,generic,N,5.0,3,1800.0,4.0,0.0,4.0,-2.0,1.0,-1.0,False,False,False,False,False,False,4,0,4,-2,1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,93.5,93.5,[],7.0,7.0,32.0,32.0,
GGtR,219.0,monstrosity,large,generic,N,2.0,2,450.0,5.0,1.0,2.0,-4.0,0.0,-1.0,False,True,False,False,True,False,5,3,2,-4,2,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,37.5,37.5,['2 saves'],7.0,7.0,19.0,19.0,
WBtW,220.0,humanoid,medium,unique,N,2.0,2,450.0,-1.0,0.0,2.0,1.0,2.0,3.0,False,False,False,False,True,True,-1,0,2,1,4,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,39.0,59.0,['2 saves'],2.0,2.0,7.5,22.5,
GGtR,220.0,monstrosity,gargantuan,generic,N,13.0,5,10000.0,6.0,2.0,3.0,-2.0,1.0,-2.0,False,False,True,False,False,False,6,2,8,-2,1,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,216.0,216.0,['1 saves'],11.0,11.0,74.0,74.0,
PotA,191.0,humanoid,medium,generic,N,3.0,2,700.0,-1.0,2.0,1.0,0.0,0.0,3.0,False,False,False,False,False,False,-1,2,1,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,44.0,44.0,[],5.0,5.0,56.0,56.0,13.0
MM,276.0,aberration,large,generic,N,7.0,3,2900.0,5.0,2.0,4.0,-2.0,-2.0,-1.0,False,False,False,False,False,False,5,2,4,-2,-2,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,17.0,123.5,229.5,['magic resistance'],8.0,8.0,36.0,36.0,15.0
MM,278.0,aberration,medium,generic,N,10.0,4,5900.0,5.0,2.0,4.0,2.0,0.0,3.0,False,False,False,False,False,False,5,2,4,2,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,20.0,170.0,250.0,['magic resistance'],9.0,9.0,54.0,54.0,
MM,277.0,aberration,medium,generic,N,9.0,4,5000.0,3.0,3.0,3.0,1.0,-1.0,2.0,False,False,False,False,False,False,3,3,3,1,-1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,20.0,127.5,235.5,['magic resistance'],7.0,7.0,46.0,46.0,14.0
MM,277.0,aberration,large,generic,N,8.0,3,3900.0,4.0,2.0,3.0,0.0,-1.0,1.0,False,False,False,False,False,False,4,2,3,0,-1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,18.0,127.5,196.3,['magic resistance'],7.0,7.0,50.0,50.0,12.0
MM,276.0,aberration,large,generic,N,5.0,3,1800.0,3.0,1.0,3.0,-2.0,-2.0,-2.0,False,False,False,False,False,False,3,1,3,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,93.5,184.5,['magic resistance'],6.0,6.0,22.0,22.0,
MM,276.0,aberration,tiny,generic,N,0.125,2,25.0,-2.0,2.0,0.0,-4.0,-3.0,-4.0,False,False,False,False,False,False,-2,2,0,-4,-3,-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,14.0,10.0,20.0,['magic resistance'],4.0,4.0,4.5,4.5,
SKT,224.0,monstrosity,gargantuan,unique,LL,25.0,8,75000.0,10.0,0.0,7.0,6.0,4.0,5.0,True,True,True,True,True,False,18,8,15,14,12,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,26.0,472.5,703.1,['5 saves'],17.0,17.0,332.5,332.5,23.0
CRCotN,209.0,aberration,large,generic,N,9.0,4,5000.0,5.0,2.0,3.0,-4.0,0.0,-4.0,False,False,False,False,False,False,5,2,3,-4,0,-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,16.0,93.5,121.5,[],9.0,13.0,33.0,54.0,15.0
MPMotM,221.0,ooze,medium,generic,N,3.0,2,700.0,3.0,4.0,2.0,0.0,2.0,0.0,False,False,False,False,False,False,3,4,2,0,2,0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,14.0,14.0,39.0,78.0,[],5.0,5.0,22.166666,22.166666,13.0
VGtM,191.0,ooze,medium,legacy,N,3.0,2,700.0,3.0,4.0,2.0,0.0,2.0,0.0,False,False,False,False,False,False,3,4,2,0,2,0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,14.0,14.0,32.5,65.0,[],5.0,5.0,22.166666,32.166668,13.0
BGDiA,133.0,fey,medium,unique,N,7.0,3,2900.0,2.0,5.0,3.0,4.0,0.0,4.0,False,False,False,False,False,False,2,5,3,4,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,20.0,165.0,247.5,['magic resistance'],9.0,9.0,18.0,18.0,
ToA,222.0,beast,large,generic,N,3.0,2,700.0,4.0,0.0,2.0,-4.0,1.0,-3.0,False,False,False,False,False,False,4,0,2,-4,1,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,75.0,75.0,[],6.0,6.0,18.0,18.0,
TftYP,102.0,humanoid,medium,unique,N,5.0,3,1800.0,2.0,1.0,2.0,3.0,0.0,0.0,False,False,False,False,False,False,2,1,2,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,17.0,58.5,116.0,['shield'],4.0,4.0,36.0,36.0,
IDRotF,308.0,construct,medium,generic,N,3.0,2,700.0,2.0,-2.0,2.0,-5.0,-2.0,-5.0,False,False,False,False,False,False,2,-2,2,-5,-2,-5,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,8.0,39.0,78.0,[],4.0,4.0,36.0,36.0,
TftYP,53.0,humanoid,medium,unique,N,2.0,2,450.0,2.0,0.0,2.0,2.0,0.0,-1.0,False,False,False,False,False,False,2,0,2,2,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,21.0,45.5,45.5,['shield'],4.0,4.0,21.0,21.0,12.0
MM,18.0,celestial,large,legendary,L,21.0,7,33000.0,8.0,6.0,8.0,7.0,7.0,10.0,False,False,False,True,True,True,8,6,8,14,14,17,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21.0,25.0,243.0,243.0,"['3 saves', 'magic resistance']",15.0,15.0,126.0,126.0,23.0
SAiS:BAM,53.0,dragon,medium,generic,N,3.0,2,700.0,3.0,2.0,4.0,0.0,1.0,0.0,False,True,True,False,True,True,3,4,6,0,3,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,51.0,51.0,['4 saves'],,,,,
SAiS:BAM,52.0,dragon,huge,legendary,L,14.0,5,11500.0,7.0,2.0,6.0,2.0,3.0,2.0,False,True,True,False,True,True,7,7,11,2,8,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,200.0,200.0,['4 saves'],,,,,
SAiS:BAM,50.0,dragon,gargantuan,legendary,L,21.0,7,33000.0,9.0,2.0,8.0,3.0,4.0,3.0,False,True,True,False,True,True,9,9,15,3,11,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,425.5,425.5,['4 saves'],,,,,
SAiS:BAM,53.0,dragon,large,generic,N,9.0,4,5000.0,5.0,2.0,5.0,1.0,2.0,1.0,False,True,True,False,True,True,5,6,9,1,6,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,178.5,178.5,['4 saves'],,,,,
GGtR,226.0,humanoid,medium,generic,N,0.5,2,100.0,1.0,1.0,1.0,0.0,0.0,0.0,False,False,False,False,False,False,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,19.0,16.5,16.5,[],3.0,3.0,13.0,13.0,
JTtRC,47.0,undead,large,generic,N,4.0,2,1100.0,5.0,-1.0,4.0,-1.0,0.0,2.0,False,False,False,False,False,False,5,-1,4,-1,0,2,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,13.0,13.0,76.0,76.0,[],,,,,
SAiS:BAM,54.0,fiend,medium,generic,N,2.0,2,450.0,3.0,3.0,2.0,0.0,0.0,3.0,False,False,False,False,False,False,3,3,2,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,58.5,58.5,[],,,,,
SAiS:BAM,55.0,beast,small,generic,N,0.5,2,100.0,1.0,4.0,0.0,-5.0,0.0,-5.0,False,False,False,False,False,False,1,4,0,-5,0,-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,7.0,7.0,[],,,,,
SAiS:BAM,56.0,monstrosity,tiny,generic,N,0.25,2,50.0,-5.0,5.0,0.0,-2.0,1.0,-2.0,False,False,False,False,False,False,-5,5,0,-2,1,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,10.0,10.0,[],,,,,
SAiS:BAM,57.0,beast,medium,generic,N,0.25,2,50.0,1.0,1.0,1.0,-3.0,0.0,-4.0,False,False,False,False,False,False,1,1,1,-3,0,-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,22.0,22.0,[],,,,,
MPMotM,225.0,undead,medium,generic,N,5.0,3,1800.0,3.0,0.0,4.0,-3.0,-2.0,-4.0,False,False,False,False,True,False,3,0,4,-3,1,-4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,10.0,76.5,106.5,['1 saves'],6.0,6.0,13.5,30.5,
VGtM,192.0,undead,medium,legacy,N,5.0,3,1800.0,3.0,0.0,4.0,-3.0,-2.0,-4.0,False,False,False,False,True,False,3,0,4,-3,1,-4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,10.0,76.5,106.0,['1 saves'],6.0,6.0,40.0,40.0,11.0
MM,30.0,aberration,medium,generic,N,3.0,2,700.0,-1.0,2.0,2.0,1.0,2.0,0.0,False,False,False,False,False,False,-1,2,2,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,16.0,39.0,39.0,[],5.0,5.0,32.0,32.0,13.0
