Monster,Book,Page,Type,Category,Legendary,CR,PB,XP,HP,AC,adj HP,adj AC,AB,adj AB,DPR,adj DPR
Skabatha Nightshade,TWBtW,218.0,fey,unique,N,8.0,3,3900.0,150.0,16.0,150.0,18.0,7.0,7.0,50.0,50.0
Skeemo Weirdbottle,WDH,200.0,humanoid,generic,N,6.0,3,2300.0,72.0,15.0,72.0,22.0,6.0,6.0,64.666664,64.666664
Skeletal Alchemist,GoS,253.0,undead,generic,N,0.5,2,100.0,32.5,11.0,32.5,13.0,3.0,3.0,10.0,10.0
Skeletal Juggernaut,GoS,253.0,undead,generic,N,5.0,3,1800.0,142.5,13.0,142.5,15.0,6.0,6.0,36.0,36.0
Skeletal Knight,DSotDQ,208.0,undead,generic,N,7.0,3,2900.0,112.5,18.0,126.5,18.0,8.0,8.0,46.5,46.5
Skeletal Swarm,GoS,254.0,undead,generic,N,2.0,2,450.0,60.0,13.0,120.0,13.0,4.0,4.0,11.0,11.0
Skeleton,MM,272.0,undead,generic,N,0.25,2,50.0,13.0,13.0,13.0,13.0,4.0,4.0,5.5,5.5
"Skeleton, Minotaur",MM,273.0,undead,generic,N,2.0,2,450.0,67.5,12.0,67.5,12.0,6.0,6.0,18.666666,18.666666
"Skeleton, Warhorse",MM,273.0,undead,generic,N,0.5,2,100.0,22.5,13.0,22.5,13.0,6.0,6.0,11.0,11.0
Sken Zabriss,EGtW,221.0,humanoid,unique,N,1.0,2,200.0,45.5,16.0,54.0,16.0,5.0,5.0,7.5,7.5
Skittering Horror,GGtR,205.0,aberration,generic,N,15.0,5,13000.0,228.0,17.0,288.0,17.0,11.0,14.0,76.0,76.0
Skitterwidget,CM,136.0,construct,generic,N,5.0,3,1800.0,85.0,18.0,115.0,18.0,6.0,6.0,27.0,27.0
Skulk,MPMotM,219.0,monstrosity,generic,N,0.5,2,100.0,18.0,14.0,18.0,18.0,6.0,10.0,10.0,10.0
Skulk,MToF,227.0,humanoid,legacy,N,0.5,2,100.0,18.0,14.0,18.0,18.0,6.0,10.0,13.5,13.5
Skull Lasher of Myrkul,BGDiA,234.0,humanoid,generic,N,1.0,2,200.0,32.5,12.0,32.5,17.0,2.0,2.0,22.0,22.0
Skull Lord,MPMotM,220.0,undead,legendary,L,15.0,5,13000.0,112.5,18.0,253.1,20.0,10.0,10.0,162.0,162.0
Skull Lord,MToF,230.0,undead,legacy,L,15.0,5,13000.0,105.0,18.0,243.8,20.0,10.0,10.0,130.5,130.5
Skum,GoS,254.0,aberration,generic,N,5.0,3,1800.0,93.5,14.0,93.5,14.0,7.0,7.0,32.0,32.0
Skyjek Roc,GGtR,219.0,monstrosity,generic,N,2.0,2,450.0,37.5,15.0,37.5,15.0,7.0,7.0,19.0,19.0
Skylla,TWBtW,220.0,humanoid,unique,N,2.0,2,450.0,39.0,13.0,59.0,13.0,2.0,2.0,7.5,22.5
Skyswimmer,GGtR,220.0,monstrosity,generic,N,13.0,5,10000.0,216.0,18.0,216.0,18.0,11.0,11.0,74.0,74.0
Skyweaver,PotA,191.0,humanoid,generic,N,3.0,2,700.0,44.0,15.0,44.0,15.0,5.0,5.0,56.0,56.0
"Slaad, Blue",MM,276.0,aberration,generic,N,7.0,3,2900.0,123.5,15.0,230.3,17.0,8.0,8.0,36.0,36.0
"Slaad, Death",MM,278.0,aberration,generic,N,10.0,4,5900.0,170.0,18.0,250.0,20.0,9.0,9.0,54.0,54.0
"Slaad, Gray",MM,277.0,aberration,generic,N,9.0,4,5000.0,127.5,18.0,236.3,20.0,7.0,7.0,46.0,46.0
"Slaad, Green",MM,277.0,aberration,generic,N,8.0,3,3900.0,127.5,16.0,196.9,18.0,7.0,7.0,50.0,50.0
"Slaad, Red",MM,276.0,aberration,generic,N,5.0,3,1800.0,93.5,14.0,185.3,14.0,6.0,6.0,22.0,22.0
"Slaad, Tadpole",MM,276.0,aberration,generic,N,0.125,2,25.0,10.0,12.0,20.0,14.0,4.0,4.0,4.5,4.5
Slarkrethel,SKT,224.0,monstrosity,unique,LL,25.0,8,75000.0,472.5,18.0,703.1,26.0,17.0,17.0,332.5,332.5
Slithering Bloodfin,CRCotN,209.0,aberration,generic,N,9.0,4,5000.0,93.5,16.0,121.5,16.0,9.0,13.0,33.0,54.0
Slithering Tracker,MPMotM,221.0,ooze,generic,N,3.0,2,700.0,39.0,14.0,78.0,14.0,5.0,5.0,22.166666,22.166666
Slithering Tracker,VGtM,191.0,ooze,legacy,N,3.0,2,700.0,32.5,14.0,65.0,14.0,5.0,5.0,22.166666,32.166668
Smiler the Defiler,BGDiA,133.0,fey,unique,N,7.0,3,2900.0,165.0,18.0,247.5,20.0,9.0,9.0,18.0,18.0
"Snapping Turtle, Giant",ToA,222.0,beast,generic,N,3.0,2,700.0,75.0,17.0,75.0,17.0,6.0,6.0,18.0,18.0
Snarla,TftYP,102.0,humanoid,unique,N,5.0,3,1800.0,58.5,12.0,116.0,17.0,4.0,4.0,36.0,36.0
Snow Golem,IDRotF,308.0,construct,generic,N,3.0,2,700.0,39.0,8.0,78.0,8.0,4.0,4.0,36.0,36.0
Snurrevin,TftYP,53.0,humanoid,unique,N,2.0,2,450.0,45.5,16.0,45.5,21.0,4.0,4.0,21.0,21.0
Society of Sensation Muse,PAitM:MPP,61.0,humanoid,generic,N,3.0,2,700.0,44.0,14.0,44.0,15.0,5.0,5.0,18.0,24.0
Solar,MM,18.0,celestial,legendary,L,21.0,7,33000.0,243.0,21.0,243.0,25.0,15.0,15.0,126.0,126.0
Solar Bastion Knight,TBoMT,75.0,humanoid,generic,N,9.0,4,5000.0,150.0,20.0,150.0,22.0,8.0,8.0,43.666668,43.666668
Solar Dragon Wyrmling,SAiS:BAM,53.0,dragon,generic,N,3.0,2,700.0,51.0,15.0,51.0,19.0,5.0,5.0,25.0,25.0
Soldier,GGtR,226.0,humanoid,generic,N,0.5,2,100.0,16.5,18.0,16.5,19.0,3.0,3.0,13.0,13.0
Soul Shaker,JttRC,47.0,undead,generic,N,4.0,2,1100.0,76.0,13.0,97.0,13.0,7.0,7.0,21.0,21.0
Space Clown,SAiS:BAM,54.0,fiend,generic,N,2.0,2,450.0,58.5,13.0,58.5,13.0,5.0,5.0,17.0,20.5
Space Eel,SAiS:BAM,55.0,beast,generic,N,0.5,2,100.0,7.0,14.0,7.0,14.0,3.0,6.0,8.0,9.666667
Space Hamster,SAiS:BAM,56.0,monstrosity,generic,N,0.25,2,50.0,10.0,15.0,10.0,15.0,7.0,7.0,3.5,3.5
Space Swine,SAiS:BAM,57.0,beast,generic,N,0.25,2,50.0,22.0,16.0,22.0,16.0,3.0,3.0,4.5,4.5
Spawn of Kyuss,MPMotM,225.0,undead,generic,N,5.0,3,1800.0,76.5,10.0,106.5,10.0,6.0,6.0,13.5,30.5
Spawn of Kyuss,VGtM,192.0,undead,legacy,N,5.0,3,1800.0,76.5,10.0,106.0,10.0,6.0,6.0,40.0,40.0
Spectator,MM,30.0,aberration,generic,N,3.0,2,700.0,39.0,14.0,39.0,16.0,5.0,5.0,32.0,32.0
Specter,MM,279.0,undead,generic,N,1.0,2,200.0,22.5,12.0,45.0,12.0,4.0,4.0,10.0,10.0
Spectral Cloud,BPGotG,176.0,undead,generic,N,13.0,5,10000.0,189.0,11.0,261.3,12.0,12.0,12.0,67.0,67.0
Spellix Romwod,IDRotF,144.0,humanoid,unique,N,0.5,2,100.0,33.0,14.0,33.0,18.0,5.0,5.0,7.6666665,7.6666665
Sperm Whale,IDRotF,309.0,beast,generic,N,8.0,3,3900.0,189.0,13.0,189.0,13.0,11.0,11.0,42.0,42.0
Sphinx of Judgement,GGtR,183.0,monstrosity,legendary,L,11.0,4,7200.0,136.0,17.0,136.0,19.0,8.0,8.0,82.0,82.0
"Sphinx, Androsphinx",MM,281.0,monstrosity,legendary,LL,17.0,6,18000.0,199.5,17.0,249.4,19.0,12.0,12.0,109.0,109.0
"Sphinx, Gynosphinx",MM,282.0,monstrosity,legendary,LL,11.0,4,7200.0,136.0,17.0,170.0,22.0,8.0,8.0,65.0,65.0
"Spider, Giant",MM,328.0,beast,generic,N,1.0,2,200.0,26.0,14.0,26.0,15.0,5.0,5.0,15.0,15.0
Spiderdragon,VEoR,233.0,monstrosity,generic,N,11.0,4,7200.0,152.0,17.0,152.0,19.0,9.0,9.0,75.666664,75.666664
Spirit Statue Mascot,SACoC,216.0,construct,generic,N,0.25,2,50.0,26.0,14.0,26.0,14.0,4.0,4.0,5.5,6.6666665
Spitting Mimic,IDRotF,302.0,monstrosity,generic,N,5.0,3,1800.0,85.0,14.0,85.0,16.0,8.0,10.0,37.0,37.0
"Spore Servant, Chuul",OotA,228.0,plant,generic,N,4.0,2,1100.0,93.5,16.0,93.5,16.0,6.0,6.0,22.0,22.0
"Spore Servant, Hooked Horror",OotA,229.0,plant,generic,N,3.0,2,700.0,65.0,15.0,75.0,15.0,6.0,6.0,22.0,22.0
"Spore Servant, Quaggoth",MM,230.0,plant,generic,N,1.0,2,200.0,45.0,13.0,45.0,13.0,5.0,5.0,12.0,12.0
Spotted Lion,BPGotG,177.0,beast,generic,N,3.0,2,700.0,66.5,15.0,66.5,15.0,8.0,9.0,20.0,20.0
Sprite,MM,283.0,fey,generic,N,0.25,2,50.0,2.5,15.0,2.5,17.0,6.0,6.0,1.0,1.0
Spy,MM,,humanoid,generic,N,1.0,2,200.0,27.0,12.0,27.0,12.0,4.0,4.0,18.0,18.0
Squirt the Oilcan,TWBtW,110.0,construct,unique,N,0.25,2,50.0,17.5,15.0,17.5,15.0,4.0,4.0,4.5,4.5
Ssurran Defiler,SAiS:BAM,58.0,monstrosity,generic,N,3.0,2,700.0,52.5,16.0,62.5,16.0,3.0,3.0,32.666668,32.666668
Ssurran Poisoner,SAiS:BAM,58.0,monstrosity,generic,N,0.5,2,100.0,22.0,16.0,22.0,16.0,3.0,3.0,13.0,13.0
Stalker of Baphomet,BPGotG,178.0,fiend,generic,N,12.0,4,8400.0,200.0,17.0,200.0,19.0,11.0,11.0,54.0,54.0
Star Angler,VEoR,237.0,monstrosity,generic,N,8.0,3,3900.0,119.0,15.0,164.0,16.0,8.0,8.0,48.0,48.0
"Star Spawn Emissary, Greater",VRGtR,245.0,aberration,legendary,L,21.0,7,33000.0,290.0,15.0,410.0,17.0,14.0,14.0,220.5,220.5
"Star Spawn Emissary, Lesser",VRGtR,245.0,aberration,legendary,L,19.0,6,22000.0,241.5,19.0,331.5,21.0,11.0,11.0,142.5,142.5
Star Spawn Grue,MPMotM,227.0,aberration,generic,N,0.25,2,50.0,17.5,11.0,17.5,11.0,3.0,3.0,6.0,6.0
Star Spawn Grue,MToF,234.0,aberration,legacy,N,0.25,2,50.0,17.5,11.0,17.5,11.0,3.0,3.0,6.0,6.0
Star Spawn Hulk,MPMotM,227.0,aberration,generic,N,10.0,4,5900.0,136.5,16.0,249.8,16.0,9.0,9.0,32.666668,38.666668
Star Spawn Hulk,MToF,234.0,aberration,legacy,N,10.0,4,5900.0,136.5,16.0,249.8,16.0,9.0,9.0,32.666668,38.666668
Star Spawn Larva Mage,MPMotM,228.0,aberration,legendary,L,16.0,5,15000.0,168.0,16.0,262.5,18.0,8.0,8.0,81.0,111.0
Star Spawn Larva Mage,MToF,235.0,aberration,legacy,L,16.0,5,15000.0,168.0,16.0,262.5,18.0,8.0,8.0,68.666664,98.666664
Star Spawn Mangler,MPMotM,229.0,aberration,generic,N,5.0,3,1800.0,71.5,14.0,89.4,18.0,7.0,7.0,28.333334,47.0
Star Spawn Mangler,MToF,236.0,aberration,legacy,N,5.0,3,1800.0,71.5,14.0,71.5,18.0,7.0,7.0,39.666668,70.0
Star Spawn Seer,MPMotM,230.0,aberration,generic,N,13.0,5,10000.0,153.0,17.0,241.3,19.0,11.0,11.0,64.0,75.0
Star Spawn Seer,MToF,236.0,aberration,legacy,N,13.0,5,10000.0,153.0,17.0,241.3,19.0,11.0,11.0,64.0,69.5
Starlight Apparition,SAiS:BAM,59.0,celestial,generic,N,5.0,3,1800.0,72.0,10.0,216.0,10.0,6.0,6.0,20.5,20.5
Statue of Lloth,WDotMM,142.0,construct,unique,N,11.0,4,7200.0,230.0,17.0,287.5,19.0,10.0,10.0,38.0,38.0
"Steeder, Female",MPMotM,231.0,monstrosity,generic,N,1.0,2,200.0,30.0,14.0,30.0,14.0,5.0,5.0,16.5,16.5
"Steeder, Female",OotA,231.0,monstrosity,legacy,N,1.0,2,200.0,30.0,14.0,30.0,14.0,5.0,5.0,16.5,16.5
"Steeder, Male",MPMotM,231.0,monstrosity,generic,N,0.25,2,50.0,13.0,12.0,13.0,12.0,4.0,4.0,11.0,11.0
Steel Crane,CM,164.0,humanoid,unique,N,8.0,3,3900.0,76.5,17.0,183.0,17.0,7.0,7.0,25.5,25.5
Steel Predator,MPMotM,232.0,construct,generic,N,16.0,5,15000.0,207.0,20.0,370.5,22.0,12.0,12.0,55.333332,55.333332
Steel Predator,MToF,239.0,construct,legacy,N,16.0,5,15000.0,207.0,20.0,370.5,22.0,12.0,12.0,49.0,49.0
Stegosaurus,MPMotM,96.0,beast,generic,N,4.0,2,1100.0,76.0,13.0,76.0,13.0,7.0,7.0,26.0,26.0
Stegosaurus,VGtM,140.0,beast,legacy,N,4.0,2,1100.0,76.0,13.0,76.0,13.0,7.0,7.0,26.0,26.0
Stench Kow,MPMotM,72.0,fiend,generic,N,0.25,2,50.0,15.0,10.0,15.0,10.0,6.0,6.0,7.5,9.833333
Stench Kow,VGtM,207.0,beast,legacy,N,0.25,2,50.0,15.0,10.0,15.0,11.0,6.0,6.0,9.833333,9.833333
Stirge,MM,284.0,beast,generic,N,0.125,2,25.0,2.5,14.0,2.5,14.0,5.0,5.0,5.5,5.5
Stone Cursed,MPMotM,233.0,construct,generic,N,1.0,2,200.0,19.5,17.0,29.5,19.0,5.0,7.0,12.0,12.0
Stone Cursed,MToF,240.0,construct,legacy,N,1.0,2,200.0,17.5,17.0,27.5,19.0,5.0,7.0,12.166667,12.166667
Stone Giant,MM,156.0,giant,generic,N,7.0,3,2900.0,126.5,17.0,126.5,19.0,9.0,9.0,38.0,38.0
Stone Giant Dreamwalker,MPMotM,234.0,giant,generic,N,10.0,4,5900.0,161.0,18.0,181.0,20.0,10.0,10.0,48.0,48.0
Stone Giant Dreamwalker,VGtM,150.0,giant,legacy,N,10.0,4,5900.0,161.0,18.0,176.0,18.0,10.0,10.0,38.0,38.0
Stone Giant of Deadstone Cleft,SKT,146.0,giant,generic,N,7.0,3,2900.0,126.5,17.0,189.8,19.0,9.0,9.0,38.0,38.0
Stone Giant of Evil Earth,BPGotG,179.0,giant,generic,N,9.0,4,5000.0,137.5,20.0,137.5,20.0,10.0,10.0,75.0,75.0
Stone Giant Rockspeaker,BPGotG,180.0,giant,legendary,L,16.0,5,15000.0,276.0,19.0,366.0,21.0,11.0,11.0,90.0,90.0
Stone Golem,MM,170.0,construct,generic,N,10.0,4,5900.0,178.5,17.0,223.1,19.0,10.0,10.0,39.0,39.0
Stone Juggernaut,ToA,231.0,construct,unique,N,12.0,4,8400.0,157.5,15.0,196.3,15.0,10.0,10.0,80.0,80.0
Stonemelder,PotA,197.0,humanoid,generic,N,4.0,2,1100.0,75.0,17.0,75.0,22.0,5.0,5.0,38.0,38.0
Storm Crab,BPGotG,181.0,monstrosity,generic,N,11.0,4,7200.0,155.0,18.0,185.0,18.0,10.0,12.0,61.5,61.5
Storm Giant,MM,156.0,giant,generic,N,13.0,5,10000.0,230.0,16.0,230.0,18.0,14.0,14.0,76.0,76.0
Storm Giant Quintessent,MPMotM,235.0,giant,legendary,LL,16.0,5,15000.0,230.0,12.0,325.0,14.0,14.0,14.0,125.0,125.0
Storm Giant Quintessent,VGtM,151.0,giant,legacy,LL,16.0,5,15000.0,230.0,12.0,287.5,16.0,14.0,14.0,102.0,102.0
Storm Giant Skeleton,CM,208.0,undead,generic,N,16.0,5,15000.0,204.0,13.0,306.0,13.0,14.0,14.0,100.0,100.0
Storm Giant Tempest Caller,BPGotG,182.0,giant,legendary,L,20.0,6,25000.0,310.5,17.0,400.5,19.0,15.0,15.0,117.0,117.0
Storm Herald,BPGotG,183.0,aberration,generic,N,17.0,6,18000.0,287.5,16.0,377.5,18.0,14.0,16.0,84.5,84.5
Strahd von Zarovich,CoS,239.0,undead,unique,LL,15.0,5,13000.0,144.5,16.0,408.1,18.0,9.0,9.0,130.66667,130.66667
Strahd Zombie,CoS,241.0,undead,generic,N,1.0,2,200.0,30.0,8.0,30.0,8.0,3.0,3.0,11.0,11.0
Strahd's Animated Armor,CoS,227.0,construct,unique,N,6.0,3,2300.0,112.5,21.0,168.8,21.0,6.0,6.0,26.0,26.0
Strigoi,VRGtR,246.0,monstrosity,generic,N,4.0,2,1100.0,52.5,16.0,84.0,18.0,5.0,5.0,33.0,33.0
Strixhaven Campus Guide,SACoC,217.0,construct,generic,N,1.0,2,200.0,31.5,17.0,31.5,17.0,4.0,4.0,13.0,13.0
Strongheart,TWBtW,228.0,humanoid,unique,N,4.0,2,1100.0,55.0,20.0,55.0,21.0,6.0,8.0,25.5,25.5
Su-Monster,ToA,232.0,monstrosity,generic,N,1.0,2,200.0,27.5,12.0,37.0,12.0,4.0,4.0,16.333334,16.333334
Succubus,MM,285.0,fiend,generic,N,4.0,2,1100.0,66.0,15.0,132.0,15.0,7.0,7.0,21.333334,21.333334
Sul Khatesh,ERftLW,304.0,fiend,unique,L,28.0,8,120000.0,475.0,22.0,706.3,31.0,18.0,18.0,239.0,239.0
Swarm of Animated Books,CM,19.0,construct,generic,N,0.25,2,50.0,22.0,12.0,22.0,12.0,3.0,3.0,5.1666665,5.1666665
Swarm of Bats,MM,337.0,beast,generic,N,0.25,2,50.0,22.5,12.0,45.0,12.0,4.0,4.0,4.1666665,4.1666665
Swarm of Campestris,TWBtW,232.0,plant,generic,N,1.0,2,200.0,27.0,12.0,54.0,12.0,0.0,0.0,8.333333,8.333333
Swarm of Cranium Rats,MPMotM,83.0,aberration,generic,N,5.0,3,1800.0,76.5,12.0,153.0,12.0,5.0,5.0,33.0,33.0
Swarm of Cranium Rats,VGtM,133.0,beast,legacy,N,5.0,3,1800.0,36.0,12.0,54.0,12.0,5.0,5.0,14.0,14.0
Swarm of Gibberlings,QftIS,202.0,fiend,generic,N,3.0,2,700.0,38.5,12.0,77.0,12.0,6.0,6.0,11.5,11.5
Swarm of Gremishkas,VRGtR,235.0,monstrosity,generic,N,2.0,2,450.0,24.5,12.0,49.0,16.0,4.0,4.0,17.166666,17.166666
Swarm of Hoard Scarabs,FToD,205.0,monstrosity,generic,N,2.0,2,450.0,31.5,14.0,63.0,15.0,5.0,5.0,11.166667,11.166667
Swarm of Insects,MM,338.0,beast,generic,N,0.5,2,100.0,22.5,12.0,45.0,12.0,3.0,3.0,7.5,7.5
Swarm of Maggots,VRGtR,247.0,beast,generic,N,2.0,2,450.0,22.5,11.0,45.0,13.0,3.0,3.0,8.333333,8.333333
Swarm of Poisonous Snakes,MM,338.0,beast,generic,N,2.0,2,450.0,36.0,14.0,72.0,14.0,6.0,6.0,19.833334,19.833334
Swarm of Rats,MM,339.0,beast,generic,N,0.25,2,50.0,24.5,10.0,49.0,10.0,2.0,2.0,5.8333335,5.8333335
Swarm of Ravens,MM,339.0,beast,generic,N,0.25,2,50.0,24.5,12.0,49.0,12.0,4.0,4.0,5.8333335,5.8333335
Swarm of Rot Grubs,MPMotM,237.0,beast,generic,N,0.5,2,100.0,22.5,8.0,22.5,8.0,0.0,0.0,14.0,14.0
Swarm of Rot Grubs,VGtM,208.0,beast,legacy,N,0.5,2,100.0,22.5,8.0,45.0,8.0,0.0,0.0,10.5,10.5
Swarm of Scarabs,VRGtR,247.0,beast,generic,N,3.0,2,700.0,27.5,13.0,55.0,13.0,4.0,4.0,18.666666,18.666666
Swarm of Sorrowfish,CRCotN,210.0,aberration,generic,N,6.0,3,2300.0,104.0,14.0,171.0,16.0,8.0,8.0,18.666666,18.666666
Swarm of Sunflies,PAitM:MPP,47.0,celestial,generic,N,1.0,2,200.0,22.5,13.0,22.5,13.0,5.0,5.0,8.0,8.0
Swarm of Zombie Limbs,VRGtR,254.0,undead,generic,N,1.0,2,200.0,22.5,10.0,45.0,10.0,4.0,6.0,19.166666,19.166666
Swashbuckler,MPMotM,238.0,humanoid,generic,N,3.0,2,700.0,66.0,17.0,66.0,17.0,6.0,6.0,23.5,23.5
Swashbuckler,VGtM,217.0,humanoid,legacy,N,3.0,2,700.0,66.0,17.0,66.0,17.0,6.0,6.0,32.0,32.0
Swavain Basilisk,EGtW,300.0,monstrosity,generic,N,7.0,3,2900.0,85.0,16.0,85.0,17.0,6.0,10.0,38.0,38.0
Sword Wraith Commander,MPMotM,239.0,undead,generic,N,8.0,3,3900.0,127.5,18.0,191.3,14.0,7.0,7.0,57.0,57.0
Sword Wraith Commander,MToF,241.0,undead,legacy,N,8.0,3,3900.0,127.5,18.0,191.3,14.0,7.0,7.0,57.0,57.0
Sword Wraith Warrior,MPMotM,239.0,undead,generic,N,3.0,2,700.0,45.0,16.0,90.0,12.0,6.0,6.0,17.0,17.0
Sword Wraith Warrior,MToF,241.0,undead,legacy,N,3.0,2,700.0,45.0,16.0,90.0,12.0,6.0,6.0,17.0,17.0
Sythian Skalderang,KftGV,117.0,humanoid,unique,N,7.0,3,2900.0,99.0,15.0,99.0,15.0,5.0,5.0,60.0,84.0
Tabaxi Hunter,ToA,232.0,humanoid,generic,N,1.0,2,200.0,40.5,14.0,40.5,14.0,5.0,5.0,14.0,14.0
Tabaxi Minstrel,ToA,233.0,humanoid,generic,N,0.25,2,50.0,22.5,12.0,22.5,12.0,4.0,4.0,8.0,8.0
Talis the White,HotDQ,93.0,humanoid,unique,N,5.0,3,1800.0,58.5,18.0,68.0,18.0,5.0,5.0,39.0,39.0
Talon Beast,TBoMT,183.0,monstrosity,generic,N,7.0,3,2900.0,114.0,14.0,114.0,18.0,9.0,11.0,32.0,32.0
Tanarukk,MPMotM,240.0,fiend,generic,N,5.0,3,1800.0,95.0,14.0,95.0,16.0,7.0,7.0,19.5,36.5
Tanarukk,VGtM,186.0,fiend,legacy,N,5.0,3,1800.0,95.0,14.0,95.0,16.0,7.0,7.0,39.0,39.0
Tanazir Quandrix,SACoC,218.0,dragon,unique,L,24.0,7,62000.0,444.0,21.0,534.0,23.0,16.0,16.0,144.33333,144.33333
Tarkanan Assassin,ERftLW,319.0,humanoid,generic,N,2.0,2,450.0,45.5,15.0,45.5,15.0,5.0,5.0,26.0,26.0
Tarrasque,MM,286.0,monstrosity,unique,L,30.0,9,155000.0,676.5,25.0,766.5,29.0,19.0,19.0,249.33333,249.33333
Tarul Var,TftYP,244.0,undead,unique,L,13.0,5,10000.0,105.0,16.0,243.8,23.0,9.0,9.0,121.833336,121.833336
Tashlyn Yafeera,WDH,200.0,humanoid,unique,N,9.0,4,5000.0,149.5,18.0,199.0,18.0,8.0,8.0,31.333334,31.333334
Tecuziztecatl,TftYP,245.0,monstrosity,unique,N,4.0,2,1100.0,102.0,13.0,102.0,13.0,5.0,5.0,28.0,28.0
Tempest Spirit,BPGotG,184.0,undead,legendary,L,15.0,5,13000.0,195.5,12.0,356.9,14.0,12.0,12.0,90.333336,90.333336
Thavius Kreeg,BGDiA,42.0,humanoid,unique,N,0.5,2,100.0,40.5,10.0,40.5,10.0,3.0,3.0,4.0,4.0
Thayan Apprentice,TftYP,245.0,humanoid,generic,N,2.0,2,450.0,27.5,15.0,27.5,20.0,4.0,4.0,28.0,28.0
Thayan Warrior,TftYP,246.0,humanoid,generic,N,2.0,2,450.0,52.0,16.0,52.0,16.0,5.0,6.0,14.0,14.0
The Angry,MToF,231.0,monstrosity,legacy,N,13.0,5,10000.0,255.0,18.0,318.8,18.0,8.0,12.0,32.0,51.5
The Gardener,QftIS,200.0,fey,unique,LL,12.0,4,8400.0,209.0,17.0,299.0,19.0,9.0,9.0,72.5,72.5
The Keeper,TftYP,173.0,giant,unique,N,7.0,3,2900.0,126.5,17.0,126.5,19.0,10.0,10.0,40.0,40.0
Thorn Slinger,TftYP,246.0,plant,unique,N,0.5,2,100.0,32.5,11.0,32.5,11.0,3.0,3.0,11.0,11.0
Thought Spy,GGtR,233.0,humanoid,generic,N,1.0,2,200.0,27.0,13.0,27.0,17.0,4.0,4.0,12.0,12.0
Thousand Teeth,GoS,256.0,monstrosity,unique,L,6.0,3,2300.0,93.5,12.0,133.5,12.0,7.0,7.0,43.0,43.0
Thri-kreen,MM,288.0,humanoid,generic,N,1.0,2,200.0,33.0,15.0,33.0,15.0,3.0,3.0,10.0,10.0
Thri-kreen Gladiator,SAiS:BAM,60.0,monstrosity,generic,N,7.0,3,2900.0,142.5,17.0,142.5,20.0,7.0,7.0,33.5,33.5
Thri-kreen Hunter,SAiS:BAM,61.0,monstrosity,generic,N,2.0,2,450.0,60.5,16.0,60.5,17.0,5.0,5.0,13.0,13.0
Thri-kreen Mystic,SAiS:BAM,61.0,monstrosity,generic,N,5.0,3,1800.0,99.0,15.0,99.0,15.0,6.0,6.0,28.166666,28.166666
"Thrull, Servitor",GGtR,221.0,construct,generic,N,0.25,2,50.0,22.0,11.0,22.0,11.0,3.0,3.0,5.5,5.5
"Thrull, Winged",GGtR,221.0,construct,generic,N,0.5,2,100.0,31.5,12.0,31.5,12.0,4.0,4.0,7.0,7.0
Thug,MM,350.0,humanoid,generic,N,0.5,2,100.0,32.5,11.0,32.5,11.0,4.0,5.0,10.0,10.0
Thunderbeast Skeleton,SKT,99.0,undead,generic,N,3.0,2,700.0,68.0,15.0,68.0,15.0,7.0,7.0,18.0,18.0
Thurl Merosska,PotA,192.0,humanoid,unique,N,3.0,2,700.0,70.5,16.0,70.5,19.0,5.0,5.0,23.333334,23.333334
Thurstwell Vanthampur,BGDiA,34.0,humanoid,unique,N,0.125,2,25.0,5.0,9.0,5.0,13.0,5.0,5.0,4.0,4.0
Tiamat,RoT,92.0,fiend,unique,L,30.0,9,155000.0,615.0,25.0,1068.8,29.0,19.0,19.0,480.0,480.0
"Tiamat, Aspect of",FToD,166.0,dragon,unique,L,30.0,9,155000.0,574.0,23.0,905.0,25.0,19.0,14.0,214.0,214.0
Time Dragon Wyrmling,PAitM:MPP,51.0,dragon,generic,N,5.0,3,1800.0,75.0,17.0,75.0,21.0,7.0,9.0,40.0,40.0
Titanothere,BPGotG,185.0,beast,generic,N,5.0,3,1800.0,136.5,16.0,136.5,16.0,10.0,10.0,25.0,25.0
Titivilus,MPMotM,242.0,fiend,unique,L,16.0,5,15000.0,150.0,20.0,393.8,24.0,9.0,9.0,52.0,62.0
Titivilus,MToF,178.0,fiend,legacy,L,16.0,5,15000.0,127.5,20.0,365.6,24.0,9.0,9.0,52.0,62.0
Tixie Tockworth,KftGV,85.0,humanoid,unique,N,7.0,3,2900.0,75.0,17.0,120.0,17.0,6.0,6.0,58.0,58.0
Tlacatecolo,JttRC,65.0,fiend,generic,N,5.0,3,1800.0,78.0,13.0,78.0,15.0,6.0,6.0,46.0,46.0
Tlexolotl,JttRC,119.0,elemental,generic,N,10.0,4,5900.0,104.5,15.0,134.5,15.0,11.0,11.0,64.666664,78.666664
Tlincalli,MPMotM,243.0,monstrosity,generic,N,5.0,3,1800.0,85.0,15.0,85.0,17.0,6.0,6.0,29.0,29.0
Tlincalli,VGtM,193.0,monstrosity,legacy,N,5.0,3,1800.0,85.0,15.0,85.0,15.0,6.0,6.0,28.0,28.0
Tomb Tapper,IDRotF,310.0,construct,generic,N,10.0,4,5900.0,207.0,17.0,207.0,17.0,10.0,10.0,54.0,54.0
Tomokratis,MOoT,254.0,monstrosity,unique,L,26.0,8,90000.0,409.5,22.0,624.4,24.0,18.0,18.0,153.0,153.0
