Book,Page,Type,Category,Legendary,CR,PB,Size,Str,Dex,Con,Int,Wis,Cha,Str Mod,Dex Mod,Con Mod,Int Mod,Wis Mod,Cha Mod,Str Prof,Dex Prof,Con Prof,Int Prof,Wis Prof,Cha Prof,Str Save,Dex Save,Con Save,Int Save,Wis Save,Cha Save
IDRotF,309.0,beast,generic,N,8.0,3.0,gargantuan,26.0,8.0,17.0,3.0,12.0,5.0,8.0,-1.0,3.0,-4.0,1.0,-3.0,False,False,False,False,False,False,8.0,-1.0,3.0,-4.0,1.0,-3.0
GGtR,183.0,monstrosity,legendary,L,11.0,4.0,large,18.0,15.0,16.0,18.0,18.0,18.0,4.0,2.0,3.0,4.0,4.0,4.0,False,False,False,False,False,False,4.0,2.0,3.0,4.0,4.0,4.0
MM,281.0,monstrosity,legendary,LL,17.0,6.0,large,22.0,10.0,20.0,16.0,18.0,23.0,6.0,0.0,5.0,3.0,4.0,6.0,False,True,True,True,True,False,6.0,6.0,11.0,9.0,10.0,6.0
MM,282.0,monstrosity,legendary,LL,11.0,4.0,large,18.0,15.0,16.0,18.0,18.0,18.0,4.0,2.0,3.0,4.0,4.0,4.0,False,False,False,False,False,False,4.0,2.0,3.0,4.0,4.0,4.0
MM,328.0,beast,generic,N,1.0,2.0,large,14.0,16.0,12.0,2.0,11.0,4.0,2.0,3.0,1.0,-4.0,0.0,-3.0,False,False,False,False,False,False,2.0,3.0,1.0,-4.0,0.0,-3.0
SaCoC,216.0,construct,generic,N,0.25,2.0,medium,14.0,9.0,15.0,12.0,13.0,8.0,2.0,-1.0,2.0,1.0,1.0,-1.0,False,False,False,False,False,False,2.0,-1.0,2.0,1.0,1.0,-1.0
IDRotF,302.0,monstrosity,generic,N,5.0,3.0,large,21.0,12.0,17.0,9.0,15.0,10.0,5.0,1.0,3.0,-1.0,2.0,0.0,False,False,False,False,False,False,5.0,1.0,3.0,-1.0,2.0,0.0
OotA,228.0,plant,generic,N,4.0,2.0,large,19.0,10.0,16.0,2.0,6.0,1.0,4.0,0.0,3.0,-4.0,-2.0,-5.0,False,False,False,False,False,False,4.0,0.0,3.0,-4.0,-2.0,-5.0
OotA,229.0,plant,generic,N,3.0,2.0,medium,18.0,10.0,15.0,2.0,6.0,1.0,4.0,0.0,2.0,-4.0,-2.0,-5.0,False,False,False,False,False,False,4.0,0.0,2.0,-4.0,-2.0,-5.0
MM,230.0,plant,generic,N,1.0,2.0,medium,17.0,12.0,16.0,2.0,6.0,1.0,3.0,1.0,3.0,-4.0,-2.0,-5.0,False,False,False,False,False,False,3.0,1.0,3.0,-4.0,-2.0,-5.0
MM,283.0,fey,generic,N,0.25,2.0,tiny,3.0,18.0,10.0,14.0,13.0,11.0,-4.0,4.0,0.0,2.0,1.0,0.0,False,False,False,False,False,False,-4.0,4.0,0.0,2.0,1.0,0.0
MM,,humanoid,generic,N,1.0,2.0,medium,10.0,15.0,10.0,12.0,14.0,16.0,0.0,2.0,0.0,1.0,2.0,3.0,False,False,False,False,False,False,0.0,2.0,0.0,1.0,2.0,3.0
WBtW,110.0,construct,unique,N,0.25,2.0,tiny,3.0,15.0,10.0,11.0,8.0,15.0,-4.0,2.0,0.0,0.0,-1.0,2.0,False,False,False,False,False,False,-4.0,2.0,0.0,0.0,-1.0,2.0
VRGtR,245.0,aberration,legendary,L,21.0,7.0,huge,24.0,13.0,26.0,27.0,22.0,25.0,7.0,1.0,8.0,8.0,6.0,7.0,False,False,True,True,True,True,7.0,1.0,15.0,15.0,13.0,14.0
VRGtR,245.0,aberration,legendary,L,19.0,6.0,medium,21.0,18.0,24.0,25.0,20.0,23.0,5.0,4.0,7.0,7.0,5.0,6.0,False,False,False,True,True,True,5.0,4.0,7.0,13.0,11.0,12.0
MPMotM,227.0,aberration,generic,N,0.25,2.0,small,6.0,13.0,10.0,9.0,11.0,6.0,-2.0,1.0,0.0,-1.0,0.0,-2.0,False,False,False,False,False,False,-2.0,1.0,0.0,-1.0,0.0,-2.0
MToF,234.0,aberration,legacy,N,0.25,2.0,small,6.0,13.0,10.0,9.0,11.0,6.0,-2.0,1.0,0.0,-1.0,0.0,-2.0,False,False,False,False,False,False,-2.0,1.0,0.0,-1.0,0.0,-2.0
MPMotM,227.0,aberration,generic,N,10.0,4.0,large,20.0,8.0,21.0,7.0,12.0,9.0,5.0,-1.0,5.0,-2.0,1.0,-1.0,False,True,False,False,True,False,5.0,3.0,5.0,-2.0,5.0,-1.0
MToF,234.0,aberration,legacy,N,10.0,4.0,large,20.0,8.0,21.0,7.0,12.0,9.0,5.0,-1.0,5.0,-2.0,1.0,-1.0,False,True,False,False,True,False,5.0,3.0,5.0,-2.0,5.0,-1.0
MPMotM,228.0,aberration,legendary,L,16.0,5.0,medium,17.0,12.0,23.0,18.0,12.0,16.0,3.0,1.0,6.0,4.0,1.0,3.0,False,True,False,False,True,True,3.0,6.0,6.0,4.0,6.0,8.0
MToF,235.0,aberration,legacy,L,16.0,5.0,medium,17.0,12.0,23.0,18.0,12.0,16.0,3.0,1.0,6.0,4.0,1.0,3.0,False,True,False,False,True,True,3.0,6.0,6.0,4.0,6.0,8.0
MPMotM,229.0,aberration,generic,N,5.0,3.0,medium,8.0,18.0,12.0,11.0,12.0,7.0,-1.0,4.0,1.0,0.0,1.0,-2.0,False,True,True,False,False,False,-1.0,7.0,4.0,0.0,1.0,-2.0
MToF,236.0,aberration,legacy,N,5.0,3.0,medium,8.0,18.0,12.0,11.0,12.0,7.0,-1.0,4.0,1.0,0.0,1.0,-2.0,False,True,True,False,False,False,-1.0,7.0,4.0,0.0,1.0,-2.0
MPMotM,230.0,aberration,generic,N,13.0,5.0,medium,14.0,12.0,18.0,22.0,19.0,16.0,2.0,1.0,4.0,6.0,4.0,3.0,False,True,False,True,True,True,2.0,6.0,4.0,11.0,9.0,8.0
MToF,236.0,aberration,legacy,N,13.0,5.0,medium,14.0,12.0,18.0,22.0,19.0,16.0,2.0,1.0,4.0,6.0,4.0,3.0,False,True,False,True,True,True,2.0,6.0,4.0,11.0,9.0,8.0
WDotMM,142.0,construct,unique,N,11.0,4.0,huge,22.0,9.0,20.0,3.0,11.0,1.0,6.0,-1.0,5.0,-4.0,0.0,-5.0,False,False,False,False,False,False,6.0,-1.0,5.0,-4.0,0.0,-5.0
MPMotM,231.0,monstrosity,generic,N,1.0,2.0,large,15.0,16.0,14.0,2.0,10.0,3.0,2.0,3.0,2.0,-4.0,0.0,-4.0,False,False,False,False,False,False,2.0,3.0,2.0,-4.0,0.0,-4.0
OotA,231.0,monstrosity,generic,N,1.0,2.0,large,15.0,16.0,14.0,2.0,10.0,3.0,2.0,3.0,2.0,-4.0,0.0,-4.0,False,False,False,False,False,False,2.0,3.0,2.0,-4.0,0.0,-4.0
MPMotM,231.0,monstrosity,generic,N,0.25,2.0,medium,15.0,12.0,14.0,2.0,10.0,3.0,2.0,1.0,2.0,-4.0,0.0,-4.0,False,False,False,False,False,False,2.0,1.0,2.0,-4.0,0.0,-4.0
CM,164.0,humanoid,unique,N,8.0,3.0,medium,13.0,18.0,18.0,13.0,17.0,14.0,1.0,4.0,4.0,1.0,3.0,2.0,False,True,False,True,False,False,1.0,7.0,4.0,4.0,3.0,2.0
MPMotM,232.0,construct,generic,N,16.0,5.0,large,24.0,17.0,22.0,4.0,14.0,6.0,7.0,3.0,6.0,-3.0,2.0,-2.0,False,False,False,False,False,False,7.0,3.0,6.0,-3.0,2.0,-2.0
MToF,239.0,construct,legacy,N,16.0,5.0,large,24.0,17.0,22.0,4.0,14.0,6.0,7.0,3.0,6.0,-3.0,2.0,-2.0,False,False,False,False,False,False,7.0,3.0,6.0,-3.0,2.0,-2.0
MPMotM,96.0,beast,generic,N,4.0,2.0,huge,20.0,9.0,17.0,2.0,11.0,5.0,5.0,-1.0,3.0,-4.0,0.0,-3.0,False,False,False,False,False,False,5.0,-1.0,3.0,-4.0,0.0,-3.0
VGtM,140.0,beast,legacy,N,4.0,2.0,huge,20.0,9.0,17.0,2.0,11.0,5.0,5.0,-1.0,3.0,-4.0,0.0,-3.0,False,False,False,False,False,False,5.0,-1.0,3.0,-4.0,0.0,-3.0
MPMotM,72.0,fiend,generic,N,0.25,2.0,large,18.0,10.0,14.0,2.0,10.0,4.0,4.0,0.0,2.0,-4.0,0.0,-3.0,False,False,False,False,False,False,4.0,0.0,2.0,-4.0,0.0,-3.0
VGtM,207.0,beast,legacy,N,0.25,2.0,large,18.0,10.0,14.0,2.0,10.0,4.0,4.0,0.0,2.0,-4.0,0.0,-3.0,False,False,False,False,False,False,4.0,0.0,2.0,-4.0,0.0,-3.0
MM,284.0,beast,generic,N,0.125,2.0,tiny,4.0,16.0,11.0,2.0,8.0,6.0,-3.0,3.0,0.0,-4.0,-1.0,-2.0,False,False,False,False,False,False,-3.0,3.0,0.0,-4.0,-1.0,-2.0
MPMotM,233.0,construct,generic,N,1.0,2.0,medium,16.0,5.0,14.0,5.0,8.0,7.0,3.0,-3.0,2.0,-3.0,-1.0,-2.0,False,False,False,False,False,False,3.0,-3.0,2.0,-3.0,-1.0,-2.0
MM,156.0,giant,generic,N,7.0,3.0,huge,23.0,15.0,20.0,10.0,12.0,9.0,6.0,2.0,5.0,0.0,1.0,-1.0,False,True,True,False,True,False,6.0,5.0,8.0,0.0,4.0,-1.0
MPMotM,234.0,giant,generic,N,10.0,4.0,huge,23.0,14.0,21.0,10.0,8.0,12.0,6.0,2.0,5.0,0.0,-1.0,1.0,False,True,True,False,True,False,6.0,6.0,9.0,0.0,3.0,1.0
VGtM,150.0,giant,legacy,N,10.0,4.0,huge,23.0,14.0,21.0,10.0,8.0,12.0,6.0,2.0,5.0,0.0,-1.0,1.0,False,True,True,False,True,False,6.0,6.0,9.0,0.0,3.0,1.0
SKT,146.0,giant,generic,N,7.0,3.0,huge,23.0,15.0,20.0,10.0,12.0,9.0,6.0,2.0,5.0,0.0,1.0,-1.0,False,True,True,False,True,False,6.0,5.0,8.0,0.0,4.0,-1.0
MM,170.0,construct,generic,N,10.0,4.0,large,22.0,9.0,20.0,3.0,11.0,1.0,6.0,-1.0,5.0,-4.0,0.0,-5.0,False,False,False,False,False,False,6.0,-1.0,5.0,-4.0,0.0,-5.0
ToA,231.0,construct,unique,N,12.0,4.0,large,22.0,1.0,21.0,2.0,11.0,3.0,6.0,-5.0,5.0,-4.0,0.0,-4.0,False,False,False,False,False,False,6.0,-5.0,5.0,-4.0,0.0,-4.0
PotA,197.0,humanoid,generic,N,4.0,2.0,medium,15.0,10.0,16.0,12.0,11.0,17.0,2.0,0.0,3.0,1.0,0.0,3.0,False,False,False,False,False,False,2.0,0.0,3.0,1.0,0.0,3.0
MM,156.0,giant,generic,N,13.0,5.0,huge,29.0,14.0,20.0,16.0,18.0,18.0,9.0,2.0,5.0,3.0,4.0,4.0,True,False,True,False,True,True,14.0,2.0,10.0,3.0,9.0,9.0
MPMotM,235.0,giant,legendary,LL,16.0,5.0,huge,29.0,14.0,20.0,17.0,20.0,19.0,9.0,2.0,5.0,3.0,5.0,4.0,True,False,True,False,True,True,14.0,2.0,10.0,3.0,10.0,9.0
VGtM,151.0,giant,legacy,LL,16.0,5.0,huge,29.0,14.0,20.0,17.0,20.0,19.0,9.0,2.0,5.0,3.0,5.0,4.0,True,False,True,False,True,True,14.0,2.0,10.0,3.0,10.0,9.0
CM,208.0,undead,generic,N,16.0,5.0,huge,29.0,14.0,15.0,3.0,8.0,1.0,9.0,2.0,2.0,-4.0,-1.0,-5.0,True,False,True,False,False,False,14.0,2.0,7.0,-4.0,-1.0,-5.0
CoS,239.0,undead,unique,LL,15.0,5.0,medium,18.0,18.0,18.0,20.0,15.0,18.0,4.0,4.0,4.0,5.0,2.0,4.0,False,True,False,False,True,True,4.0,9.0,4.0,5.0,7.0,9.0
CoS,241.0,undead,generic,N,1.0,2.0,medium,13.0,6.0,16.0,3.0,6.0,5.0,1.0,-2.0,3.0,-4.0,-2.0,-3.0,False,False,False,False,True,False,1.0,-2.0,3.0,-4.0,0.0,-3.0
CoS,227.0,construct,unique,N,6.0,3.0,medium,17.0,13.0,16.0,9.0,10.0,9.0,3.0,1.0,3.0,-1.0,0.0,-1.0,False,False,False,False,False,False,3.0,1.0,3.0,-1.0,0.0,-1.0
VRGtR,246.0,monstrosity,generic,N,4.0,2.0,medium,17.0,14.0,16.0,11.0,17.0,10.0,3.0,2.0,3.0,0.0,3.0,0.0,True,True,False,False,True,False,5.0,4.0,3.0,0.0,5.0,0.0
SaCoC,217.0,construct,generic,N,1.0,2.0,small,15.0,14.0,13.0,10.0,12.0,12.0,2.0,2.0,1.0,0.0,1.0,1.0,False,True,False,False,False,False,2.0,4.0,1.0,0.0,1.0,1.0
WBtW,228.0,humanoid,unique,N,4.0,2.0,medium,15.0,12.0,13.0,12.0,13.0,17.0,2.0,1.0,1.0,1.0,1.0,3.0,False,False,False,False,True,True,2.0,1.0,1.0,1.0,3.0,5.0
ToA,232.0,monstrosity,generic,N,1.0,2.0,medium,14.0,15.0,12.0,9.0,13.0,9.0,2.0,2.0,1.0,-1.0,1.0,-1.0,False,False,False,False,False,False,2.0,2.0,1.0,-1.0,1.0,-1.0
MM,285.0,fiend,generic,N,4.0,2.0,medium,8.0,17.0,13.0,15.0,12.0,20.0,-1.0,3.0,1.0,2.0,1.0,5.0,False,False,False,False,False,False,-1.0,3.0,1.0,2.0,1.0,5.0
ERftLW,304.0,fiend,unique,L,28.0,8.0,large,18.0,21.0,19.0,30.0,22.0,25.0,4.0,5.0,4.0,10.0,6.0,7.0,False,False,True,True,True,True,4.0,5.0,12.0,18.0,14.0,15.0
CM,19.0,construct,generic,N,0.25,2.0,medium,10.0,13.0,12.0,1.0,10.0,1.0,0.0,1.0,1.0,-5.0,0.0,-5.0,False,False,False,False,False,False,0.0,1.0,1.0,-5.0,0.0,-5.0
MM,337.0,beast,generic,N,0.25,2.0,medium,5.0,15.0,10.0,2.0,12.0,4.0,-3.0,2.0,0.0,-4.0,1.0,-3.0,False,False,False,False,False,False,-3.0,2.0,0.0,-4.0,1.0,-3.0
WBtW,232.0,plant,generic,N,1.0,2.0,medium,3.0,7.0,10.0,4.0,10.0,8.0,-4.0,-2.0,0.0,-3.0,0.0,-1.0,False,False,False,False,False,False,-4.0,-2.0,0.0,-3.0,0.0,-1.0
MPMotM,83.0,aberration,generic,N,5.0,3.0,medium,9.0,14.0,10.0,15.0,11.0,14.0,-1.0,2.0,0.0,2.0,0.0,2.0,False,False,False,False,False,False,-1.0,2.0,0.0,2.0,0.0,2.0
VGtM,133.0,beast,legacy,N,5.0,3.0,medium,9.0,14.0,10.0,15.0,11.0,14.0,-1.0,2.0,0.0,2.0,0.0,2.0,False,False,False,False,False,False,-1.0,2.0,0.0,2.0,0.0,2.0
VRGtR,235.0,monstrosity,generic,N,2.0,2.0,medium,12.0,14.0,10.0,12.0,14.0,4.0,1.0,2.0,0.0,1.0,2.0,-3.0,False,False,False,False,False,False,1.0,2.0,0.0,1.0,2.0,-3.0
FToD,205.0,monstrosity,generic,N,2.0,2.0,medium,6.0,16.0,11.0,3.0,8.0,6.0,-2.0,3.0,0.0,-4.0,-1.0,-2.0,False,False,False,False,False,False,-2.0,3.0,0.0,-4.0,-1.0,-2.0
MM,338.0,beast,generic,N,0.5,2.0,medium,3.0,13.0,10.0,1.0,7.0,1.0,-4.0,1.0,0.0,-5.0,-2.0,-5.0,False,False,False,False,False,False,-4.0,1.0,0.0,-5.0,-2.0,-5.0
VRGtR,247.0,beast,generic,N,2.0,2.0,medium,3.0,12.0,10.0,1.0,7.0,1.0,-4.0,1.0,0.0,-5.0,-2.0,-5.0,False,False,False,False,False,False,-4.0,1.0,0.0,-5.0,-2.0,-5.0
MM,338.0,beast,generic,N,2.0,2.0,medium,8.0,18.0,11.0,1.0,10.0,3.0,-1.0,4.0,0.0,-5.0,0.0,-4.0,False,False,False,False,False,False,-1.0,4.0,0.0,-5.0,0.0,-4.0
MM,339.0,beast,generic,N,0.25,2.0,medium,9.0,11.0,9.0,2.0,10.0,3.0,-1.0,0.0,-1.0,-4.0,0.0,-4.0,False,False,False,False,False,False,-1.0,0.0,-1.0,-4.0,0.0,-4.0
MM,339.0,beast,generic,N,0.25,2.0,medium,6.0,14.0,8.0,3.0,12.0,6.0,-2.0,2.0,-1.0,-4.0,1.0,-2.0,False,False,False,False,False,False,-2.0,2.0,-1.0,-4.0,1.0,-2.0
MPMotM,237.0,beast,generic,N,0.5,2.0,medium,2.0,7.0,10.0,1.0,2.0,1.0,-4.0,-2.0,0.0,-5.0,-4.0,-5.0,False,False,False,False,False,False,-4.0,-2.0,0.0,-5.0,-4.0,-5.0
VGtM,208.0,beast,legacy,N,0.5,2.0,medium,2.0,7.0,10.0,1.0,2.0,1.0,-4.0,-2.0,0.0,-5.0,-4.0,-5.0,False,False,False,False,False,False,-4.0,-2.0,0.0,-5.0,-4.0,-5.0
VRGtR,247.0,beast,generic,N,3.0,2.0,medium,3.0,14.0,13.0,1.0,12.0,1.0,-4.0,2.0,1.0,-5.0,1.0,-5.0,False,False,False,False,False,False,-4.0,2.0,1.0,-5.0,1.0,-5.0
CRCotN,210.0,aberration,generic,N,6.0,3.0,medium,16.0,19.0,14.0,1.0,11.0,3.0,3.0,4.0,2.0,-5.0,0.0,-4.0,False,False,False,False,False,False,3.0,4.0,2.0,-5.0,0.0,-4.0
VRGtR,254.0,undead,generic,N,1.0,2.0,medium,14.0,10.0,10.0,3.0,8.0,5.0,2.0,0.0,0.0,-4.0,-1.0,-3.0,False,False,False,False,False,False,2.0,0.0,0.0,-4.0,-1.0,-3.0
MPMotM,238.0,humanoid,generic,N,3.0,2.0,medium,12.0,18.0,12.0,14.0,11.0,15.0,1.0,4.0,1.0,2.0,0.0,2.0,False,False,False,False,False,False,1.0,4.0,1.0,2.0,0.0,2.0
VGtM,217.0,humanoid,legacy,N,3.0,2.0,medium,12.0,18.0,12.0,14.0,11.0,15.0,1.0,4.0,1.0,2.0,0.0,2.0,False,False,False,False,False,False,1.0,4.0,1.0,2.0,0.0,2.0
EGtW,300.0,monstrosity,generic,N,7.0,3.0,huge,15.0,16.0,15.0,2.0,8.0,7.0,2.0,3.0,2.0,-4.0,-1.0,-2.0,False,False,False,False,False,False,2.0,3.0,2.0,-4.0,-1.0,-2.0
MPMotM,239.0,undead,generic,N,8.0,3.0,medium,18.0,14.0,18.0,11.0,12.0,14.0,4.0,2.0,4.0,0.0,1.0,2.0,False,False,False,False,False,False,4.0,2.0,4.0,0.0,1.0,2.0
MToF,241.0,undead,legacy,N,8.0,3.0,medium,18.0,14.0,18.0,11.0,12.0,14.0,4.0,2.0,4.0,0.0,1.0,2.0,False,False,False,False,False,False,4.0,2.0,4.0,0.0,1.0,2.0
MPMotM,239.0,undead,generic,N,3.0,2.0,medium,18.0,12.0,17.0,6.0,9.0,10.0,4.0,1.0,3.0,-2.0,-1.0,0.0,False,False,False,False,False,False,4.0,1.0,3.0,-2.0,-1.0,0.0
MToF,241.0,undead,legacy,N,3.0,2.0,medium,18.0,12.0,17.0,6.0,9.0,10.0,4.0,1.0,3.0,-2.0,-1.0,0.0,False,False,False,False,False,False,4.0,1.0,3.0,-2.0,-1.0,0.0
ToA,232.0,humanoid,generic,N,1.0,2.0,medium,10.0,17.0,11.0,13.0,14.0,15.0,0.0,3.0,0.0,1.0,2.0,2.0,False,False,False,False,False,False,0.0,3.0,0.0,1.0,2.0,2.0
ToA,233.0,humanoid,generic,N,0.25,2.0,medium,10.0,15.0,11.0,14.0,12.0,16.0,0.0,2.0,0.0,2.0,1.0,3.0,False,False,False,False,False,False,0.0,2.0,0.0,2.0,1.0,3.0
HotDQ,93.0,humanoid,unique,N,5.0,3.0,medium,14.0,12.0,14.0,10.0,16.0,16.0,2.0,1.0,2.0,0.0,3.0,3.0,False,False,False,False,True,True,2.0,1.0,2.0,0.0,6.0,6.0
MPMotM,240.0,fiend,generic,N,5.0,3.0,medium,18.0,13.0,20.0,9.0,9.0,9.0,4.0,1.0,5.0,-1.0,-1.0,-1.0,False,False,False,False,False,False,4.0,1.0,5.0,-1.0,-1.0,-1.0
VGtM,186.0,fiend,legacy,N,5.0,3.0,medium,18.0,13.0,20.0,9.0,9.0,9.0,4.0,1.0,5.0,-1.0,-1.0,-1.0,False,False,False,False,False,False,4.0,1.0,5.0,-1.0,-1.0,-1.0
SaCoC,218.0,dragon,unique,L,24.0,7.0,gargantuan,28.0,14.0,27.0,28.0,18.0,17.0,9.0,2.0,8.0,9.0,4.0,3.0,False,True,True,False,True,True,9.0,9.0,15.0,9.0,11.0,10.0
ERftLW,319.0,humanoid,generic,N,2.0,2.0,medium,12.0,16.0,14.0,10.0,14.0,11.0,1.0,3.0,2.0,0.0,2.0,0.0,False,False,False,False,False,False,1.0,3.0,2.0,0.0,2.0,0.0
MM,286.0,monstrosity,unique,L,30.0,9.0,gargantuan,30.0,11.0,30.0,3.0,11.0,11.0,10.0,0.0,10.0,-4.0,0.0,0.0,False,False,False,True,True,True,10.0,0.0,10.0,5.0,9.0,9.0
TftYP,244.0,undead,unique,L,13.0,5.0,medium,11.0,16.0,16.0,19.0,14.0,16.0,0.0,3.0,3.0,4.0,2.0,3.0,False,False,True,True,True,False,0.0,3.0,8.0,9.0,7.0,3.0
WDH,200.0,humanoid,unique,N,9.0,4.0,medium,18.0,15.0,14.0,10.0,14.0,12.0,4.0,2.0,2.0,0.0,2.0,1.0,True,False,True,False,False,False,8.0,2.0,6.0,0.0,2.0,1.0
TftYP,245.0,monstrosity,unique,N,4.0,2.0,large,17.0,10.0,16.0,15.0,16.0,13.0,3.0,0.0,3.0,2.0,3.0,1.0,False,False,False,False,False,False,3.0,0.0,3.0,2.0,3.0,1.0
BGDiA,42.0,humanoid,unique,N,0.5,2.0,medium,12.0,10.0,11.0,15.0,18.0,16.0,1.0,0.0,0.0,2.0,4.0,3.0,False,False,False,False,False,False,1.0,0.0,0.0,2.0,4.0,3.0
TftYP,245.0,humanoid,generic,N,2.0,2.0,medium,10.0,14.0,12.0,15.0,13.0,11.0,0.0,2.0,1.0,2.0,1.0,0.0,False,False,False,False,False,False,0.0,2.0,1.0,2.0,1.0,0.0
TftYP,246.0,humanoid,generic,N,2.0,2.0,medium,16.0,13.0,14.0,10.0,11.0,11.0,3.0,1.0,2.0,0.0,0.0,0.0,False,False,False,False,False,False,3.0,1.0,2.0,0.0,0.0,0.0
TftYP,173.0,giant,unique,N,7.0,3.0,huge,23.0,15.0,20.0,10.0,12.0,9.0,6.0,2.0,5.0,0.0,1.0,-1.0,False,True,True,False,True,False,6.0,5.0,8.0,0.0,4.0,-1.0
TftYP,246.0,plant,unique,N,0.5,2.0,large,13.0,12.0,12.0,1.0,10.0,1.0,1.0,1.0,1.0,-5.0,0.0,-5.0,False,False,False,False,False,False,1.0,1.0,1.0,-5.0,0.0,-5.0
GGtR,233.0,humanoid,generic,N,1.0,2.0,medium,11.0,14.0,10.0,16.0,13.0,14.0,0.0,2.0,0.0,3.0,1.0,2.0,False,False,False,False,False,False,0.0,2.0,0.0,3.0,1.0,2.0
GoS,256.0,monstrosity,unique,L,6.0,3.0,large,19.0,10.0,17.0,2.0,10.0,7.0,4.0,0.0,3.0,-4.0,0.0,-2.0,True,False,True,False,False,False,7.0,0.0,6.0,-4.0,0.0,-2.0
MM,288.0,humanoid,generic,N,1.0,2.0,medium,12.0,15.0,13.0,8.0,12.0,7.0,1.0,2.0,1.0,-1.0,1.0,-2.0,False,False,False,False,False,False,1.0,2.0,1.0,-1.0,1.0,-2.0
GGtR,221.0,construct,generic,N,0.25,2.0,small,11.0,13.0,14.0,6.0,6.0,3.0,0.0,1.0,2.0,-2.0,-2.0,-4.0,False,False,False,False,False,False,0.0,1.0,2.0,-2.0,-2.0,-4.0
GGtR,221.0,construct,generic,N,0.5,2.0,small,9.0,15.0,12.0,8.0,9.0,8.0,-1.0,2.0,1.0,-1.0,-1.0,-1.0,False,True,False,False,False,False,-1.0,4.0,1.0,-1.0,-1.0,-1.0
MM,350.0,humanoid,generic,N,0.5,2.0,medium,15.0,11.0,14.0,10.0,10.0,11.0,2.0,0.0,2.0,0.0,0.0,0.0,False,False,False,False,False,False,2.0,0.0,2.0,0.0,0.0,0.0
SKT,99.0,undead,generic,N,3.0,2.0,huge,19.0,11.0,15.0,2.0,12.0,5.0,4.0,0.0,2.0,-4.0,1.0,-3.0,False,False,False,False,False,False,4.0,0.0,2.0,-4.0,1.0,-3.0
PotA,192.0,humanoid,unique,N,3.0,2.0,medium,16.0,14.0,14.0,11.0,10.0,15.0,3.0,2.0,2.0,0.0,0.0,2.0,False,False,False,False,False,False,3.0,2.0,2.0,0.0,0.0,2.0
BGDiA,34.0,humanoid,unique,N,0.125,2.0,medium,7.0,8.0,6.0,15.0,17.0,12.0,-2.0,-1.0,-2.0,2.0,3.0,1.0,False,False,False,False,False,False,-2.0,-1.0,-2.0,2.0,3.0,1.0
RoT,92.0,fiend,unique,L,30.0,9.0,gargantuan,30.0,10.0,30.0,26.0,26.0,28.0,10.0,0.0,10.0,8.0,8.0,9.0,True,True,False,False,True,False,19.0,9.0,10.0,8.0,17.0,9.0
FToD,166.0,dragon,unique,L,30.0,9.0,gargantuan,30.0,14.0,30.0,21.0,20.0,26.0,10.0,2.0,10.0,5.0,5.0,8.0,False,True,True,False,True,True,10.0,11.0,19.0,5.0,14.0,17.0
MPMotM,242.0,fiend,unique,L,16.0,5.0,medium,19.0,22.0,17.0,24.0,22.0,26.0,4.0,6.0,3.0,7.0,6.0,8.0,False,True,True,False,True,True,4.0,11.0,8.0,7.0,11.0,13.0
MToF,178.0,fiend,legacy,L,16.0,5.0,medium,19.0,22.0,17.0,24.0,22.0,26.0,4.0,6.0,3.0,7.0,6.0,8.0,False,True,True,False,True,True,4.0,11.0,8.0,7.0,11.0,13.0
MPMotM,243.0,monstrosity,generic,N,5.0,3.0,large,16.0,13.0,16.0,8.0,12.0,8.0,3.0,1.0,3.0,-1.0,1.0,-1.0,False,False,False,False,False,False,3.0,1.0,3.0,-1.0,1.0,-1.0
VGtM,193.0,monstrosity,legacy,N,5.0,3.0,large,16.0,13.0,16.0,8.0,12.0,8.0,3.0,1.0,3.0,-1.0,1.0,-1.0,False,False,False,False,False,False,3.0,1.0,3.0,-1.0,1.0,-1.0
IDRotF,310.0,construct,generic,N,10.0,4.0,huge,22.0,10.0,21.0,14.0,14.0,11.0,6.0,0.0,5.0,2.0,2.0,0.0,False,False,False,False,False,False,6.0,0.0,5.0,2.0,2.0,0.0
MOoT,254.0,monstrosity,unique,L,26.0,8.0,gargantuan,30.0,11.0,29.0,22.0,11.0,10.0,10.0,0.0,9.0,6.0,0.0,0.0,False,False,False,True,True,False,10.0,0.0,9.0,14.0,8.0,0.0
FToD,223.0,dragon,generic,N,2.0,2.0,medium,15.0,12.0,13.0,14.0,13.0,14.0,2.0,1.0,1.0,2.0,1.0,2.0,False,True,True,False,True,True,2.0,3.0,3.0,2.0,3.0,4.0
FToD,221.0,dragon,legendary,L,13.0,5.0,huge,19.0,12.0,19.0,18.0,17.0,18.0,4.0,1.0,4.0,4.0,3.0,4.0,False,True,True,False,True,True,4.0,6.0,9.0,4.0,8.0,9.0
FToD,221.0,dragon,legendary,LL,14.0,5.0,huge,19.0,12.0,19.0,18.0,17.0,18.0,4.0,1.0,4.0,4.0,3.0,4.0,False,True,True,False,True,True,4.0,6.0,9.0,4.0,8.0,9.0
FToD,220.0,dragon,legendary,L,20.0,6.0,gargantuan,23.0,12.0,23.0,20.0,19.0,20.0,6.0,1.0,6.0,5.0,4.0,5.0,False,True,True,False,True,True,6.0,7.0,12.0,5.0,10.0,11.0
