Monster,Book,Page,Type,Category,Legendary,CR,PB,XP,HP,AC,adj HP,adj AC,AB,adj AB,DPR,adj DPR,Blinded,Charmed,Deafened,Exhaustion,Frightened,Grappled,Incapacitated,Invisible,Paralyzed,Petrified,Poisoned,Prone,Restrained,Stunned,Unconscious,Bludgeoning,Piercing,Slashing,Acid,Cold,Fire,Force,Lightning,Necrotic,Poison,Psychic,Radiant,Thunder
Guard Drake,VGtM,158.0,dragon,legacy,N,2.0,2,450.0,52.5,14.0,52.5,14.0,5.0,5.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"Guard Drake, Black",MPMotM,151.0,dragon,generic,N,2.0,2,450.0,52.5,14.0,52.5,14.0,5.0,5.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"Guard Drake, Black",VGtM,158.0,dragon,legacy,N,2.0,2,450.0,52.5,14.0,52.5,14.0,5.0,5.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"Guard Drake, Blue",VGtM,158.0,dragon,legacy,N,2.0,2,450.0,52.5,14.0,52.5,14.0,5.0,5.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
"Guard Drake, Blue",MPMotM,151.0,dragon,generic,N,2.0,2,450.0,52.5,14.0,52.5,14.0,5.0,5.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
"Guard Drake, Green",MPMotM,151.0,dragon,generic,N,2.0,2,450.0,52.5,14.0,52.5,14.0,5.0,5.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
"Guard Drake, Green",VGtM,158.0,dragon,legacy,N,2.0,2,450.0,52.5,14.0,52.5,14.0,5.0,5.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
"Guard Drake, Red",MPMotM,151.0,dragon,generic,N,2.0,2,450.0,52.5,14.0,52.5,14.0,5.0,5.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"Guard Drake, Red",VGtM,158.0,dragon,legacy,N,2.0,2,450.0,52.5,14.0,52.5,14.0,5.0,5.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"Guard Drake, White",MPMotM,151.0,dragon,generic,N,2.0,2,450.0,52.5,14.0,52.5,14.0,5.0,5.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"Guard Drake, White",VGtM,158.0,dragon,legacy,N,2.0,2,450.0,52.5,14.0,52.5,14.0,5.0,5.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Hadrosaurus,MPMotM,96.0,beast,generic,N,0.25,2,50.0,19.5,11.0,19.5,11.0,4.0,4.0,7.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Hadrosaurus,VGtM,140.0,beast,legacy,N,0.25,2,50.0,19.5,11.0,19.5,11.0,4.0,4.0,7.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Hellfire Engine,MPMotM,152.0,construct,generic,N,16.0,5,15000.0,216.0,18.0,270.0,22.0,12.0,12.0,98.80001,98.80001,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8,0.8,0.8,1.0,0.5,0.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0
Hellfire Engine,MToF,165.0,construct,legacy,N,16.0,5,15000.0,216.0,18.0,270.0,22.0,12.0,12.0,92.19999,92.19999,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8,0.8,0.8,1.0,0.5,0.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0
Hobgoblin Devastator,MPMotM,153.0,fey,generic,N,4.0,2,1100.0,45.5,13.0,45.5,13.0,5.0,5.0,56.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Hobgoblin Devastator,VGtM,161.0,humanoid,legacy,N,4.0,2,1100.0,45.5,13.0,45.5,13.0,5.0,5.0,58.333332,58.333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Hobgoblin Iron Shadow,MPMotM,154.0,fey,generic,N,2.0,2,450.0,32.5,15.0,32.5,15.0,5.0,5.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Hobgoblin Iron Shadow,VGtM,162.0,humanoid,legacy,N,2.0,2,450.0,32.5,15.0,32.5,15.0,5.0,5.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Howler,MPMotM,155.0,fiend,generic,N,8.0,3,3900.0,90.0,16.0,165.0,16.0,6.0,7.0,24.333334,53.666668,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0
Howler,MToF,210.0,fiend,legacy,N,8.0,3,3900.0,90.0,16.0,165.0,16.0,6.0,7.0,13.333333,42.666668,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0
Hungry Sorrowsworn,MPMotM,223.0,monstrosity,generic,N,11.0,4,7200.0,225.0,17.0,281.3,17.0,8.0,10.0,40.0,54.666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Hungry Sorrowsworn,MToF,232.0,monstrosity,legacy,N,11.0,4,7200.0,225.0,17.0,281.3,17.0,8.0,10.0,40.0,54.666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Hutijin,MPMotM,157.0,fiend,unique,L,21.0,7,33000.0,200.0,19.0,350.0,23.0,15.0,15.0,123.0,133.5,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,1.0,0.5,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
Hutijin,MToF,174.0,fiend,legacy,L,21.0,7,33000.0,200.0,19.0,350.0,23.0,15.0,15.0,117.0,127.5,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,1.0,0.5,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
Hydroloth,MPMotM,158.0,fiend,generic,N,9.0,4,5000.0,135.0,15.0,202.5,17.0,9.0,11.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,0.0,0.5,2.0,1.0,0.5,1.0,0.0,1.0,1.0,1.0
Hydroloth,MToF,249.0,fiend,legacy,N,9.0,4,5000.0,135.0,15.0,202.5,17.0,9.0,11.0,38.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,0.0,0.5,2.0,1.0,0.5,1.0,0.0,1.0,1.0,1.0
Juiblex,MPMotM,160.0,fiend,unique,LL,24.0,7,62000.0,350.0,18.0,625.0,24.0,14.0,14.0,126.0,126.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.2,0.2,0.0,0.5,0.5,1.0,0.5,1.0,0.0,1.0,1.0,1.0
Juiblex,MToF,151.0,fiend,legacy,LL,23.0,7,50000.0,350.0,18.0,625.0,24.0,14.0,14.0,126.0,126.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.2,0.2,1.0,0.5,0.5,1.0,0.5,1.0,0.0,1.0,1.0,1.0
Kobold Dragonshield,MPMotM,163.0,dragon,generic,N,1.0,2,200.0,44.0,15.0,44.0,15.0,3.0,4.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Kobold Dragonshield,VGtM,165.0,humanoid,legacy,N,1.0,2,200.0,44.0,15.0,44.0,15.0,3.0,4.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Kobold Inventor,MPMotM,164.0,humanoid,generic,N,0.25,2,50.0,13.5,12.0,13.5,12.0,4.0,5.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Kobold Inventor,VGtM,166.0,humanoid,legacy,N,0.25,2,50.0,13.5,12.0,13.5,12.0,4.0,5.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Kobold Scale Sorcerer,MPMotM,165.0,humanoid,generic,N,1.0,2,200.0,27.5,15.0,27.5,15.0,4.0,5.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Kobold Scale Sorcerer,VGtM,167.0,humanoid,legacy,N,1.0,2,200.0,27.5,15.0,27.5,15.0,4.0,5.0,18.5,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Korred,MPMotM,166.0,fey,generic,N,7.0,3,2900.0,93.5,17.0,160.3,17.0,9.0,11.0,39.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Korred,VGtM,168.0,fey,legacy,N,7.0,3,2900.0,102.0,17.0,173.0,17.0,9.0,11.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Kraken Priest,MPMotM,167.0,monstrosity,generic,N,5.0,3,1800.0,75.0,15.0,93.8,15.0,5.0,5.0,55.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Kraken Priest,VGtM,215.0,humanoid,legacy,N,5.0,3,1800.0,75.0,10.0,140.6,10.0,5.0,5.0,27.5,27.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Kruthik Hive Lord,MPMotM,169.0,monstrosity,generic,N,5.0,3,1800.0,102.0,20.0,102.0,20.0,7.0,8.0,27.333334,27.333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Kruthik Hive Lord,MToF,212.0,monstrosity,legacy,N,5.0,3,1800.0,102.0,20.0,102.0,20.0,7.0,8.0,27.333334,27.333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"Kruthik, Adult",MPMotM,169.0,monstrosity,generic,N,2.0,2,450.0,39.0,18.0,39.0,18.0,5.0,6.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"Kruthik, Adult",MToF,212.0,monstrosity,legacy,N,2.0,2,450.0,39.0,18.0,39.0,18.0,5.0,6.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"Kruthik, Young",MPMotM,168.0,monstrosity,generic,N,0.125,2,25.0,9.0,16.0,9.0,16.0,5.0,6.0,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"Kruthik, Young",MToF,211.0,monstrosity,legacy,N,0.125,2,25.0,9.0,16.0,9.0,16.0,5.0,6.0,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Leucrotta,MPMotM,170.0,monstrosity,generic,N,3.0,2,700.0,67.5,14.0,67.5,15.0,6.0,6.0,19.5,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Leucrotta,VGtM,169.0,monstrosity,legacy,N,3.0,2,700.0,67.5,14.0,67.5,14.0,6.0,6.0,19.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Leviathan,MPMotM,171.0,elemental,legendary,L,20.0,6,25000.0,328.0,17.0,418.0,17.0,14.0,14.0,106.666664,106.666664,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7,0.7,0.7,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
Leviathan,MToF,198.0,elemental,legacy,L,20.0,6,25000.0,328.0,17.0,418.0,17.0,16.0,16.0,82.666664,109.666664,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7,0.7,0.7,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
Lonely Sorrowsworn,MPMotM,223.0,monstrosity,generic,N,9.0,4,5000.0,112.5,16.0,168.8,16.0,7.0,11.0,51.0,61.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Lonely Sorrowsworn,MToF,232.0,monstrosity,legacy,N,9.0,4,5000.0,112.5,16.0,168.8,16.0,7.0,11.0,51.0,61.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Lost Sorrowsworn,MPMotM,224.0,monstrosity,generic,N,7.0,3,2900.0,78.0,15.0,117.0,15.0,6.0,6.0,45.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Lost Sorrowsworn,MToF,233.0,monstrosity,legacy,N,7.0,3,2900.0,78.0,15.0,117.0,15.0,6.0,6.0,45.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Martial Arts Adept,MPMotM,172.0,humanoid,generic,N,3.0,2,700.0,60.5,16.0,75.5,16.0,5.0,5.0,27.5,27.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Martial Arts Adept,VGtM,216.0,humanoid,legacy,N,3.0,2,700.0,60.5,16.0,90.5,16.0,5.0,5.0,22.5,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Marut,MPMotM,173.0,construct,generic,N,25.0,8,75000.0,432.0,22.0,582.0,26.0,20.0,20.0,125.0,125.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.7,0.7,0.7,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5
Marut,MToF,213.0,construct,legacy,N,25.0,8,75000.0,432.0,22.0,582.0,26.0,20.0,20.0,125.0,125.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.7,0.7,0.7,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5
Master Thief,MPMotM,174.0,humanoid,generic,N,5.0,3,1800.0,84.5,16.0,99.5,21.0,7.0,7.0,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Master Thief,VGtM,216.0,humanoid,legacy,N,5.0,3,1800.0,84.5,16.0,99.5,21.0,7.0,7.0,22.5,36.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Maurezhi,MPMotM,175.0,fiend,generic,N,7.0,3,2900.0,88.0,15.0,177.0,17.0,6.0,8.0,26.0,26.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,1.0,0.5,0.5,1.0,0.5,0.5,0.0,1.0,1.0,1.0
Maurezhi,MToF,133.0,fiend,legacy,N,7.0,3,2900.0,88.0,15.0,177.0,17.0,6.0,8.0,26.0,26.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,1.0,0.5,0.5,1.0,0.5,0.5,0.0,1.0,1.0,1.0
Maw Demon,MPMotM,176.0,fiend,generic,N,1.0,2,200.0,33.0,13.0,49.5,13.0,4.0,4.0,14.666667,14.666667,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,1.0,0.0,1.0,1.0,1.0
Maw Demon,VGtM,137.0,fiend,legacy,N,1.0,2,200.0,33.0,13.0,49.5,13.0,4.0,4.0,11.0,16.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,1.0,0.0,1.0,1.0,1.0
Meenlock,MPMotM,178.0,fey,generic,N,2.0,2,450.0,31.5,15.0,46.5,17.0,4.0,4.0,7.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Meenlock,VGtM,170.0,fey,legacy,N,2.0,2,450.0,31.5,15.0,46.5,17.0,4.0,4.0,7.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Merregon,MPMotM,179.0,fiend,generic,N,4.0,2,1100.0,45.0,16.0,90.0,18.0,6.0,6.0,19.0,28.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,1.0,0.5,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
Merregon,MToF,166.0,fiend,legacy,N,4.0,2,1100.0,45.0,16.0,90.0,18.0,6.0,6.0,19.0,28.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,1.0,0.5,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
Merrenoloth,MPMotM,180.0,fiend,generic,N,3.0,2,700.0,40.5,13.0,81.0,16.0,5.0,5.0,23.333334,23.333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,0.0,0.5,0.5,1.0,0.5,1.0,0.0,1.0,1.0,1.0
Merrenoloth,MToF,249.0,fiend,legacy,N,3.0,2,700.0,40.5,13.0,81.0,16.0,5.0,5.0,23.333334,23.333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,0.0,0.5,0.5,1.0,0.5,1.0,0.0,1.0,1.0,1.0
Mindwitness,MPMotM,181.0,aberration,generic,N,5.0,3,1800.0,75.0,15.0,75.0,17.0,5.0,5.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Mindwitness,VGtM,176.0,aberration,legacy,N,5.0,3,1800.0,75.0,15.0,75.0,17.0,5.0,5.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Moloch,MPMotM,183.0,fiend,unique,L,21.0,7,33000.0,253.0,19.0,403.0,23.0,15.0,15.0,145.0,145.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,1.0,0.5,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
Moloch,MToF,176.0,fiend,legacy,L,21.0,7,33000.0,253.0,19.0,403.0,23.0,15.0,15.0,139.0,139.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,1.0,0.5,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
Molydeus,MPMotM,184.0,fiend,legendary,L,21.0,7,33000.0,216.0,19.0,306.0,23.0,16.0,16.0,181.5,181.5,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.7,0.7,0.7,1.0,0.5,0.5,1.0,0.5,1.0,0.0,1.0,1.0,1.0
Molydeus,MToF,134.0,fiend,legacy,L,21.0,7,33000.0,216.0,19.0,306.0,23.0,16.0,16.0,144.5,144.5,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.7,0.7,0.7,1.0,0.5,0.5,1.0,0.5,0.5,0.0,1.0,1.0,1.0
