source.book,source.page,size,type,cr,legacy,damage immunities,damage resistances,damage vulnerabilities,damage modifiers.acid,damage modifiers.bludgeoning,damage modifiers.cold,damage modifiers.fire,damage modifiers.force,damage modifiers.lightning,damage modifiers.necrotic,damage modifiers.piercing,damage modifiers.poison,damage modifiers.psychic,damage modifiers.radiant,damage modifiers.slashing,damage modifiers.thunder
Mordenkainen Presents: Monsters of the Multiverse,225,Medium,Undead,5.0,False,poison,,,,,,,,,,,I,,,,
Volo's Guide to Monsters,192,Medium,Undead,5.0,True,poison,,,,,,,,,,,I,,,,
Basic Rules,153,Medium,Aberration,3.0,False,,,,,,,,,,,,,,,,
Basic Rules,346,Medium,Undead,1.0,False,"necrotic, poison","acid, cold, fire, lightning, thunder; bludgeoning, piercing, and slashing from nonmagical attacks",,R,R-N,R,R,,R,I,R-N,I,,,R-N,R
Icewind Dale: Rime of the Frostmaiden,144,Small,Humanoid,0.5,False,,,,,,,,,,,,,,,,
Icewind Dale: Rime of the Frostmaiden,309,Gargantuan,Beast,8.0,False,,,,,,,,,,,,,,,,
Basic Rules,153,Tiny,Beast,0.0,False,,,,,,,,,,,,,,,,
Monster Manual,78,Small,Fiend,2.0,False,"fire, poison","cold; bludgeoning, piercing, and slashing from nonmagical attacks that aren’t silvered",,,R-NS,R,I,,,,R-NS,I,,,R-NS,
Basic Rules,335,Large,Monstrosity,8.0,False,poison,,,,,,,,,,,I,,,,
Strixhaven: A Curriculum of Chaos,216,Medium,Construct,0.25,False,,,,,,,,,,,,,,,,
Mordenkainen Presents: Monsters of the Multiverse,247,Large,Giant,11.0,False,,"acid, cold, fire; bludgeoning, piercing, and slashing from nonmagical attacks",,R,R-N,R,R,,,,R-N,,,,R-N,
Mordenkainen’s Tome of Foes,244,Large,Giant,11.0,True,"bludgeoning, piercing, and slashing from nonmagical attacks","acid, cold, fire, lightning, thunder",,R,I-N,R,R,,R,,I-N,,,,I-N,R
Icewind Dale: Rime of the Frostmaiden,302,Large,Monstrosity,5.0,False,acid,,,I,,,,,,,,,,,,
Acquisitions Incorporated,213,Small,Humanoid,2.0,False,,,,,,,,,,,,,,,,
Mordenkainen Presents: Monsters of the Multiverse,116,Medium,Fey,10.0,False,,psychic,,,,,,,,,,,R,,,
Mordenkainen’s Tome of Foes,196,Medium,Fey,10.0,True,,"bludgeoning, piercing, and slashing from nonmagical attacks",,,R-N,,,,,,R-N,,,,R-N,
Basic Rules,348,Tiny,Fey,0.25,False,,,,,,,,,,,,,,,,
Basic Rules,402,Medium,Humanoid,1.0,False,,,,,,,,,,,,,,,,
The Wild Beyond the Witchlight,110,Tiny,Construct,0.25,False,poison,,,,,,,,,,,I,,,,
Spelljammer: Adventures in Space ,58,Medium,Monstrosity,3.0,False,,necrotic,,,,,,,,R,,,,,,
Spelljammer: Adventures in Space ,58,Medium,Monstrosity,0.5,False,,,,,,,,,,,,,,,,
Monstrous Compendium Volume One: Spelljammer Creatures,12,Large,Celestial,2.0,False,,radiant,,,,,,,,,,,,R,,
Mordenkainen Presents: Monsters of the Multiverse,227,Small,Aberration,0.25,False,psychic,,,,,,,,,,,,I,,,
Mordenkainen’s Tome of Foes,234,Small,Aberration,0.25,True,psychic,,,,,,,,,,,,I,,,
Mordenkainen’s Tome of Foes,234,Large,Aberration,10.0,True,,"bludgeoning, piercing, and slashing from nonmagical attacks",,,R-N,,,,,,R-N,,,,R-N,
Mordenkainen Presents: Monsters of the Multiverse,227,Large,Aberration,10.0,False,,"bludgeoning, piercing, and slashing from nonmagical attacks",,,R-N,,,,,,R-N,,,,R-N,
Mordenkainen Presents: Monsters of the Multiverse,228,Medium,Aberration,16.0,False,psychic,"cold; bludgeoning, piercing, and slashing from nonmagical attacks",,,R-N,R,,,,,R-N,,I,,R-N,
Mordenkainen’s Tome of Foes,235,Medium,Aberration,16.0,True,psychic,"cold; bludgeoning, piercing, and slashing from nonmagical attacks",,,R-N,R,,,,,R-N,,I,,R-N,
Mordenkainen’s Tome of Foes,236,Medium,Aberration,5.0,True,psychic,cold,,,,R,,,,,,,I,,,
Mordenkainen Presents: Monsters of the Multiverse,229,Medium,Aberration,5.0,False,psychic,cold,,,,R,,,,,,,I,,,
Mordenkainen Presents: Monsters of the Multiverse,230,Medium,Aberration,13.0,False,psychic,"cold; bludgeoning, piercing, and slashing from nonmagical attacks",,,R-N,R,,,,,R-N,,I,,R-N,
Mordenkainen’s Tome of Foes,236,Medium,Aberration,13.0,True,psychic,"cold; bludgeoning, piercing, and slashing from nonmagical attacks",,,R-N,R,,,,,R-N,,I,,R-N,
Spelljammer: Adventures in Space ,59,Medium,Celestial,5.0,False,"poison, radiant","acid, cold, fire; bludgeoning, piercing, and slashing from nonmagical attacks",,R,R-N,R,R,,,,R-N,I,,I,R-N,
Storm Lord’s Wrath,,Large,Elemental,10.0,False,poison,"bludgeoning, piercing, and slashing damage from nonmagical attacks that aren't adamantine",,,R-NA,,,,,,R-NA,I,,,R-NA,
Basic Rules,331,Small,Elemental,0.25,False,"fire, poison",,,,,,I,,,,,I,,,,
Candlekeep Mysteries,164,Medium,Humanoid,8.0,False,,"poison, psychic",,,,,,,,,,R,R,,,
Mordenkainen Presents: Monsters of the Multiverse,232,Large,Construct,16.0,False,"poison, psychic; bludgeoning, piercing, and slashing from nonmagical attacks","cold, lightning, necrotic, thunder",,,I-N,R,,,R,R,I-N,I,I,,I-N,R
Mordenkainen’s Tome of Foes,239,Large,Construct,16.0,True,"poison, psychic; bludgeoning, piercing, and slashing from nonmagical attacks","cold, lightning, necrotic, thunder",,,I-N,R,,,R,R,I-N,I,I,,I-N,R
Volo's Guide to Monsters,140,Huge,Beast,4.0,True,,,,,,,,,,,,,,,,
Mordenkainen Presents: Monsters of the Multiverse,96,Huge,Beast,4.0,False,,,,,,,,,,,,,,,,
Mordenkainen Presents: Monsters of the Multiverse,72,Large,Fiend,0.5,False,,"cold, fire, poison",,,,R,R,,,,,R,,,,
Basic Rules,153,Tiny,Beast,0.125,False,,,,,,,,,,,,,,,,
Mordenkainen Presents: Monsters of the Multiverse,233,Medium,Construct,1.0,False,poison,,bludgeoning,,V,,,,,,,I,,,,
Mordenkainen’s Tome of Foes,240,Medium,Construct,1.0,True,poison,,bludgeoning,,V,,,,,,,I,,,,
Mordenkainen’s Tome of Foes,126,Medium,Construct,4.0,True,"poison; bludgeoning, piercing, and slashing from nonmagical attacks that aren’t adamantine",,,,I-NA,,,,,,I-NA,I,,,I-NA,
Basic Rules,313,Huge,Giant,7.0,False,,,,,,,,,,,,,,,,
Mordenkainen Presents: Monsters of the Multiverse,234,Huge,Giant,10.0,False,,,,,,,,,,,,,,,,
Volo's Guide to Monsters,150,Huge,Giant,10.0,True,,,,,,,,,,,,,,,,
Basic Rules,154,Large,Construct,10.0,False,"poison, psychic; bludgeoning, piercing, and slashing from nonmagical attacks that aren’t adamantine",,,,I-NA,,,,,,I-NA,I,I,,I-NA,
Tomb of Annihilation,,Large,Construct,12.0,False,"poison; bludgeoning, piercing, and slashing damage from nonmagical attacks not made with adamantine weapons",,,,I-NA,,,,,,I-NA,I,,,I-NA,
Princes of the Apocalypse,197,Medium,Humanoid,4.0,False,,,,,,,,,,,,,,,,
Basic Rules,313,Huge,Giant,13.0,False,"lightning, thunder",cold,,,,R,,,I,,,,,,,I
Mordenkainen Presents: Monsters of the Multiverse,235,Huge,Giant,16.0,False,"lightning, thunder","cold; bludgeoning, piercing, and slashing from nonmagical attacks",,,R-N,R,,,I,,R-N,,,,R-N,I
Volo's Guide to Monsters,151,Huge,Giant,16.0,True,"lightning, thunder","cold; bludgeoning, piercing, and slashing from nonmagical attacks",,,R-N,R,,,I,,R-N,,,,R-N,I
Candlekeep Mysteries,208,Huge,Undead,16.0,False,"lightning, poison, thunder",cold,bludgeoning,,V,R,,,I,,,I,,,,I
Curse of Strahd,239,Medium,Undead,15.0,False,,"necrotic; bludgeoning, piercing, and slashing from nonmagical attacks",,,R-N,,,,,R,R-N,,,,R-N,
Curse of Strahd,241,Medium,Undead,1.0,False,poison,,,,,,,,,,,I,,,,
Curse of Strahd,225,Medium,Construct,6.0,False,"lightning, poison","cold, fire",,,,R,R,,I,,,I,,,,
Van Richten’s Guide to Ravenloft,246,Medium,Monstrosity,4.0,False,,necrotic,,,,,,,,R,,,,,,
Strixhaven: A Curriculum of Chaos,217,Small,Construct,1.0,False,poison,,,,,,,,,,,I,,,,
The Wild Beyond the Witchlight,228,Medium,Humanoid,4.0,False,,,,,,,,,,,,,,,,
Basic Rules,349,Medium,Fiend,4.0,False,,"cold, fire, lightning, poison; bludgeoning, piercing, and slashing from nonmagical attacks",,,R-N,R,R,,R,,R-N,R,,,R-N,
Eberron: Rising from the Last War,304,Large,Fiend,28.0,False,"poison; bludgeoning, piercing, and slashing from nonmagical attacks","cold, fire, lightning",,,I-N,R,R,,R,,I-N,I,,,I-N,
Mordenkainen Presents: Monsters of the Multiverse,116,Medium,Fey,10.0,False,,fire,,,,,R,,,,,,,,,
Mordenkainen’s Tome of Foes,196,Medium,Fey,10.0,True,,"bludgeoning, piercing, and slashing from nonmagical attacks",,,R-N,,,,,,R-N,,,,R-N,
Tomb of Annihilation,,Medium,Monstrosity,1.0,False,,,,,,,,,,,,,,,,
Guildmasters' Guide to Ravnica,202,Huge,Giant,10.0,False,,,,,,,,,,,,,,,,
Candlekeep Mysteries,19,Medium,Construct,0.25,False,"poison, psychic",,fire,,,,V,,,,,I,I,,,
Basic Rules,154,Medium,Beast,0.25,False,,"bludgeoning, piercing, slashing",,,R,,,,,,R,,,,R,
The Wild Beyond the Witchlight,232,Medium,Plant,1.0,False,,"bludgeoning, piercing, slashing",,,R,,,,,,R,,,,R,
Mordenkainen Presents: Monsters of the Multiverse,83,Medium,Aberration,5.0,False,,"bludgeoning, piercing, slashing",,,R,,,,,,R,,,,R,
Volo's Guide to Monsters,133,Medium,Beast,5.0,True,,"bludgeoning, piercing, slashing",,,R,,,,,,R,,,,R,
Van Richten’s Guide to Ravenloft,235,Medium,Monstrosity,2.0,False,,"bludgeoning, piercing, slashing",,,R,,,,,,R,,,,R,
Fizban's Treasury of Dragons,205,Medium,Monstrosity,2.0,False,,"bludgeoning, piercing, slashing",,,R,,,,,,R,,,,R,
Basic Rules,154,Medium,Beast,0.5,False,,"bludgeoning, piercing, slashing",,,R,,,,,,R,,,,R,
Van Richten’s Guide to Ravenloft,247,Medium,Beast,2.0,False,,"bludgeoning, piercing, slashing",,,R,,,,,,R,,,,R,
Basic Rules,155,Medium,Beast,2.0,False,,"bludgeoning, piercing, slashing",,,R,,,,,,R,,,,R,
Basic Rules,155,Medium,Beast,1.0,False,,"bludgeoning, piercing, slashing",,,R,,,,,,R,,,,R,
Basic Rules,155,Medium,Beast,0.25,False,,"bludgeoning, piercing, slashing",,,R,,,,,,R,,,,R,
Basic Rules,155,Medium,Beast,0.25,False,,"bludgeoning, piercing, slashing",,,R,,,,,,R,,,,R,
Volo's Guide to Monsters,208,Medium,Beast,0.5,True,,"piercing, slashing",,,,,,,,,R,,,,R,
Mordenkainen Presents: Monsters of the Multiverse,237,Medium,Beast,0.5,False,,"piercing, slashing",fire,,,,V,,,,R,,,,R,
Van Richten’s Guide to Ravenloft,247,Medium,Beast,3.0,False,,"bludgeoning, piercing, slashing",,,R,,,,,,R,,,,R,
Critical Role: Call of the Netherdeep,210,Medium,Aberration,6.0,False,psychic,"bludgeoning, piercing, slashing",,,R,,,,,,R,,I,,R,
Van Richten’s Guide to Ravenloft,254,Medium,Undead,1.0,False,poison,"bludgeoning, piercing, slashing",,,R,,,,,,R,I,,,R,
Mordenkainen Presents: Monsters of the Multiverse,238,Medium,Humanoid,3.0,False,,,,,,,,,,,,,,,,
Volo's Guide to Monsters,217,Medium,Humanoid,3.0,True,,,,,,,,,,,,,,,,
Explorer's Guide to Wildemount,300,Huge,Monstrosity,7.0,False,poison,,,,,,,,,,,I,,,,
Mordenkainen Presents: Monsters of the Multiverse,239,Medium,Undead,8.0,False,poison,"necrotic; bludgeoning, piercing, and slashing from nonmagical attacks",,,R-N,,,,,R,R-N,I,,,R-N,
Mordenkainen’s Tome of Foes,241,Medium,Undead,8.0,True,poison,"necrotic; bludgeoning, piercing, and slashing from nonmagical attacks",,,R-N,,,,,R,R-N,I,,,R-N,
Mordenkainen’s Tome of Foes,241,Medium,Undead,3.0,True,poison,"necrotic; bludgeoning, piercing, and slashing from nonmagical attacks",,,R-N,,,,,R,R-N,I,,,R-N,
Mordenkainen Presents: Monsters of the Multiverse,239,Medium,Undead,3.0,False,poison,"necrotic; bludgeoning, piercing, and slashing from nonmagical attacks",,,R-N,,,,,R,R-N,I,,,R-N,
Tomb of Annihilation,,Medium,Humanoid,1.0,False,,,,,,,,,,,,,,,,
Tomb of Annihilation,,Medium,Humanoid,0.25,False,,,,,,,,,,,,,,,,
Hoard of the Dragon Queen,,Medium,Humanoid,5.0,False,,,,,,,,,,,,,,,,
Volo's Guide to Monsters,186,Medium,Fiend,5.0,True,,"fire, poison",,,,,R,,,,,R,,,,
Mordenkainen Presents: Monsters of the Multiverse,240,Medium,Fiend,5.0,False,,"fire, poison",,,,,R,,,,,R,,,,
Strixhaven: A Curriculum of Chaos,218,Gargantuan,Dragon,24.0,False,"force, psychic",,,,,,,I,,,,,I,,,
Eberron: Rising from the Last War,319,Medium,Humanoid,2.0,False,,,,,,,,,,,,,,,,
Basic Rules,350,Gargantuan,Monstrosity,30.0,False,"fire, poison; bludgeoning, piercing, and slashing from nonmagical attacks",,,,I-N,,I,,,,I-N,I,,,I-N,
Dead in Thay,244,Medium,Undead,13.0,False,poison,"cold, lightning, necrotic, bludgeoning, piercing, and slashing from nonmagical attacks",,,R-N,R,,,R,R,R-N,I,,,R-N,
Waterdeep: Dragon Heist,,Medium,Humanoid,9.0,False,,,,,,,,,,,,,,,,
The Hidden Shrine of Tamoachan,245,Large,Monstrosity,4.0,False,acid,bludgeoning from nonmagical attacks,,I,R,,,,,,,,,,,
Baldur's Gate: Descent into Avernus,42,Medium,Humanoid,0.5,False,,,,,,,,,,,,,,,,
Dead in Thay,245,Medium,Humanoid,2.0,False,,,,,,,,,,,,,,,,
Dead in Thay,246,Medium,Humanoid,2.0,False,,,,,,,,,,,,,,,,
Mordenkainen’s Tome of Foes,231,Medium,Monstrosity,13.0,True,,"bludgeoning, piercing, and slashing while in dim light or darkness",,,R-D,,,,,,R-D,,,,R-D,
Mordenkainen’s Tome of Foes,232,Medium,Monstrosity,11.0,True,,"bludgeoning, piercing, and slashing while in dim light or darkness",,,R-D,,,,,,R-D,,,,R-D,
Mordenkainen’s Tome of Foes,232,Medium,Monstrosity,9.0,True,,"bludgeoning, piercing, and slashing while in dim light or darkness",,,R-D,,,,,,R-D,,,,R-D,
Eberron: Rising from the Last War,300,Medium,Humanoid,18.0,False,,"necrotic, poison",,,,,,,,R,,R,,,,
Mordenkainen’s Tome of Foes,233,Medium,Monstrosity,7.0,True,,"bludgeoning, piercing, and slashing while in dim light or darkness",,,R-D,,,,,,R-D,,,,R-D,
Mordenkainen’s Tome of Foes,233,Small,Monstrosity,0.25,True,,"bludgeoning, piercing, and slashing while in dim light or darkness",,,R-D,,,,,,R-D,,,,R-D,
Mythic Odysseys of Theros,216,Large,Monstrosity,7.0,False,,,,,,,,,,,,,,,,
Infernal Machine Rebuild,57,Medium,Humanoid,12.0,False,"acid, poison",,,I,,,,,,,,I,,,,
Infernal Machine Rebuild,86,Tiny,Construct,0.0,False,poison,,,,,,,,,,,I,,,,
Hunt for the Thessalhydra,,Huge,Monstrosity,4.0,False,acid,,,I,,,,,,,,,,,,
Infernal Machine Rebuild,87,Gargantuan,Monstrosity,14.0,False,"acid; bludgeoning, piercing, and slashing from nonmagical attacks",,,I,I-N,,,,,,I-N,,,,I-N,
The Hidden Shrine of Tamoachan,246,Large,Plant,0.5,False,,,,,,,,,,,,,,,,
Volo's Guide to Monsters,197,Medium,Plant,1.0,True,,"lightning, piercing",,,,,,,R,,R,,,,,
Mordenkainen Presents: Monsters of the Multiverse,253,Medium,Plant,1.0,False,,"lightning, piercing",,,,,,,R,,R,,,,,
Guildmasters' Guide to Ravnica,233,Medium,Humanoid,1.0,False,,,,,,,,,,,,,,,,
Ghosts of Saltmarsh,,Large,Monstrosity,6.0,False,,,,,,,,,,,,,,,,
Monster Manual,288,Medium,Humanoid,1.0,False,,,,,,,,,,,,,,,,
Spelljammer: Adventures in Space ,60,Medium,Monstrosity,7.0,False,,,,,,,,,,,,,,,,
Spelljammer: Adventures in Space ,61,Medium,Monstrosity,2.0,False,,,,,,,,,,,,,,,,
Spelljammer: Adventures in Space ,61,Medium,Monstrosity,5.0,False,,,,,,,,,,,,,,,,
Basic Rules,164,Medium,Humanoid,0.5,False,,,,,,,,,,,,,,,,
Princes of the Apocalypse,192,Medium,Humanoid,3.0,False,,,,,,,,,,,,,,,,
Baldur's Gate: Descent into Avernus,34,Medium,Humanoid,0.125,False,,,,,,,,,,,,,,,,
Rise of Tiamat,,Gargantuan,Fiend,30.0,False,"acid, cold, fire, lightning, poison; bludgeoning, piercing, and slashing from nonmagical weapons",,,I,I-N,I,I,,I,,I-N,I,,,I-N,
Basic Rules,156,Large,Beast,1.0,False,,,,,,,,,,,,,,,,
Mordenkainen’s Tome of Foes,178,Medium,Fiend,16.0,True,"fire, poison","cold; bludgeoning, piercing, and slashing from nonmagical attacks that aren’t silvered",,,R-NS,R,I,,,,R-NS,I,,,R-NS,
Mordenkainen Presents: Monsters of the Multiverse,242,Medium,Fiend,16.0,False,"fire, poison","cold; bludgeoning, piercing, and slashing from nonmagical attacks that aren’t silvered",,,R-NS,R,I,,,,R-NS,I,,,R-NS,
Journeys through the Radiant Citadel,65,Medium,Fiend,5.0,False,,"cold, poison",,,,R,,,,,,R,,,,
Journeys through the Radiant Citadel,119,Huge,Elemental,10.0,False,"fire, poison",,,,,,I,,,,,I,,,,
Mordenkainen Presents: Monsters of the Multiverse,243,Large,Monstrosity,5.0,False,,,,,,,,,,,,,,,,
Volo's Guide to Monsters,193,Large,Monstrosity,5.0,True,,,,,,,,,,,,,,,,
Icewind Dale: Rime of the Frostmaiden,310,Huge,Construct,10.0,False,"cold, fire",lightning,,,,I,I,,R,,,,,,,
Storm Lord’s Wrath,,Medium,Fiend,3.0,False,cold,,,,,I,,,,,,,,,,
Fizban's Treasury of Dragons,223,Medium,Dragon,2.0,False,,"cold, necrotic",,,,R,,,,R,,,,,,
The Tortle Package,,Small,Undead,0.5,False,poison,bludgeoning,,,R,,,,,,,I,,,,
Baldur's Gate: Descent into Avernus,112,Large,Monstrosity,11.0,False,,,,,,,,,,,,,,,,
Mordenkainen Presents: Monsters of the Multiverse,244,Medium,Humanoid,0.25,False,,,,,,,,,,,,,,,,
The Tortle Package,,Medium,Humanoid,0.25,True,,,,,,,,,,,,,,,,
The Tortle Package,,Medium,Humanoid,2.0,True,,,,,,,,,,,,,,,,
Mordenkainen Presents: Monsters of the Multiverse,244,Medium,Humanoid,2.0,False,,,,,,,,,,,,,,,,
Volo's Guide to Monsters,218,Medium,Humanoid,5.0,True,,,,,,,,,,,,,,,,
Mordenkainen Presents: Monsters of the Multiverse,265,Medium,Humanoid,5.0,False,,,,,,,,,,,,,,,,
Mordenkainen Presents: Monsters of the Multiverse,245,Large,Monstrosity,3.0,False,,,,,,,,,,,,,,,,
Volo's Guide to Monsters,194,Large,Monstrosity,3.0,True,,,,,,,,,,,,,,,,
Basic Rules,351,Huge,Plant,9.0,False,,"bludgeoning, piercing",fire,,R,,V,,,,R,,,,,
The Wild Beyond the Witchlight,36,Large,Plant,2.0,False,,"bludgeoning, piercing",fire,,R,,V,,,,R,,,,,
Curse of Strahd,230,Huge,Plant,7.0,False,,,,,,,,,,,,,,,,
Storm King's Thunder,242,Tiny,Monstrosity,0.0,False,poison,,,,,,,,,,,I,,,,
Basic Rules,402,Medium,Humanoid,0.125,False,,,,,,,,,,,,,,,,
Basic Rules,156,Huge,Beast,5.0,False,,,,,,,,,,,,,,,,
Monster Manual,225,Medium,Construct,0.5,False,,,,,,,,,,,,,,,,
Tomb of Annihilation,,Medium,Plant,0.5,False,,,,,,,,,,,,,,,,
Mythic Odysseys of Theros,245,Medium,Humanoid,8.0,False,,"cold, fire",,,,R,R,,,,,,,,,
Mythic Odysseys of Theros,244,Medium,Humanoid,2.0,False,,cold,,,,R,,,,,,,,,,
Monster Manual,290,Medium,Humanoid,0.25,False,,,,,,,,,,,,,,,,
Out of the Abyss,,Medium,Humanoid,3.0,False,,,,,,,,,,,,,,,,
Basic Rules,156,Large,Giant,5.0,False,,,,,,,,,,,,,,,,
Mythic Odysseys of Theros,254,Gargantuan,Monstrosity,26.0,False,"fire; bludgeoning, piercing, and slashing from nonmagical attacks","cold, lightning, thunder",,,I-N,R,I,,R,,I-N,,,,I-N,R
Guildmasters' Guide to Ravnica,252,Large,Fey,18.0,False,,,,,,,,,,,,,,,,
Eberron: Rising from the Last War,307,Medium,Aberration,7.0,False,,psychic,,,,,,,,,,,R,,,
Basic Rules,157,Small,Plant,0.125,False,,,fire,,,,V,,,,,,,,,
Mythic Odysseys of Theros,215,Medium,Monstrosity,2.0,False,"fire, necrotic",,,,,,I,,,I,,,,,,
Infernal Machine Rebuild,89,Large,Beast,1.0,False,,,,,,,,,,,,,,,,
Infernal Machine Rebuild,90,Large,Monstrosity,3.0,False,,,,,,,,,,,,,,,,
Mythic Odysseys of Theros,246,Huge,Monstrosity,15.0,False,"acid, necrotic",,,I,,,,,,I,,,,,,
Basic Rules,157,Huge,Beast,8.0,False,,,,,,,,,,,,,,,,
Tomb of Annihilation,,Huge,Undead,8.0,False,poison,,,,,,,,,,,I,,,,
Explorer's Guide to Wildemount,301,Gargantuan,Fiend,16.0,False,"poison; bludgeoning, piercing, and slashing from nonmagical attacks",,thunder,,I-N,,,,,,I-N,I,,,I-N,V
Baldur's Gate: Descent into Avernus,70,Medium,Humanoid,5.0,False,,,,,,,,,,,,,,,,
Mordenkainen Presents: Monsters of the Multiverse,249,Large,Aberration,9.0,False,,,,,,,,,,,,,,,,
Volo's Guide to Monsters,175,Large,Aberration,9.0,True,,,,,,,,,,,,,,,,
Monster Manual,314,Medium,Fiend,13.0,False,"acid, poison","cold, fire, lightning; bludgeoning, piercing, and slashing from nonmagical attacks",,I,R-N,R,R,,R,,R-N,I,,,R-N,
Monster Manual,292,Large,Monstrosity,5.0,False,,,,,,,,,,,,,,,,
Guildmasters' Guide to Ravnica,222,Medium,Monstrosity,6.0,False,,,,,,,,,,,,,,,,
Mythic Odysseys of Theros,215,Large,Monstrosity,6.0,False,"fire, necrotic",,,,,,I,,,I,,,,,,
Eberron: Rising from the Last War,311,Medium,Undead,10.0,False,"poison, radiant",,necrotic,,,,,,,V,,I,,I,,
Eberron: Rising from the Last War,311,Medium,Undead,2.0,False,poison,"radiant; bludgeoning, piercing, and slashing from nonmagical attacks not made with silvered weapons",necrotic,,R-NS,,,,,V,R-NS,I,,R,R-NS,
Basic Rules,351,Large,Celestial,5.0,False,poison,,,,,,,,,,,I,,,,
Van Richten’s Guide to Ravenloft,250,Huge,Monstrosity,8.0,False,,,,,,,,,,,,,,,,
Storm King's Thunder,243,Medium,Humanoid,2.0,False,,,,,,,,,,,,,,,,
Waterdeep: Dragon Heist,,Medium,Humanoid,13.0,False,,,,,,,,,,,,,,,,
Eberron: Rising from the Last War,312,Tiny,Fey,0.125,False,,,,,,,,,,,,,,,,
Eberron: Rising from the Last War,312,Medium,Fey,0.5,False,,,,,,,,,,,,,,,,
Eberron: Rising from the Last War,313,Large,Fey,0.5,False,,,,,,,,,,,,,,,,
Spelljammer: Adventures in Space ,62,Medium,Undead,2.0,False,"cold, necrotic, poison",,radiant,,,I,,,,I,,I,,V,,
Spelljammer: Adventures in Space ,63,Medium,Undead,6.0,False,"cold, necrotic, poison",,radiant,,,I,,,,I,,I,,V,,
Spelljammer: Adventures in Space ,63,Medium,Undead,5.0,False,"cold, necrotic, poison",,radiant,,,I,,,,I,,I,,V,,
Basic Rules,352,Medium,Undead,13.0,False,,"necrotic; bludgeoning, piercing, and slashing from nonmagical attacks",,,R-N,,,,,R,R-N,,,,R-N,
Basic Rules,354,Medium,Undead,5.0,False,,"necrotic; bludgeoning, piercing, and slashing from nonmagical attacks",,,R-N,,,,,R,R-N,,,,R-N,
Out of the Abyss,,Medium,Aberration,2.0,False,,,,,,,,,,,,,,,,
Ghosts of Saltmarsh,,Large,Construct,8.0,False,"lightning, poison",,force,,,,,V,I,,,I,,,,
Van Richten’s Guide to Ravenloft,252,Medium,Undead,5.0,False,,"necrotic, psychic",,,,,,,,R,,,R,,,
Mordenkainen Presents: Monsters of the Multiverse,250,Medium,Undead,3.0,False,poison,"acid, cold, lightning, necrotic, thunder; bludgeoning, piercing, and slashing from nonmagical attacks",,R,R-N,R,,,R,R,R-N,I,,,R-N,R
Dead in Thay,247,Medium,Undead,3.0,True,poison,"acid, cold, lightning, necrotic, thunder; bludgeoning, piercing, and slashing from nonmagical attacks",,R,R-N,R,,,R,R,R-N,I,,,R-N,R
Princes of the Apocalypse,203,Medium,Humanoid,9.0,False,fire,,,,,,I,,,,,,,,,
Volo's Guide to Monsters,195,Tiny,Fiend,1.0,True,poison,"cold, fire, lightning",,,,R,R,,R,,,I,,,,
Mordenkainen Presents: Monsters of the Multiverse,251,Tiny,Fiend,1.0,False,poison,"cold, fire, lightning",,,,R,R,,R,,,I,,,,
The Vecna Dossier,,Medium,Undead,26.0,False,"poison; bludgeoning, piercing, and slashing from nonmagical attacks","cold, lightning, necrotic",,,I-N,R,,,R,R,I-N,I,,,I-N,
Mordenkainen Presents: Monsters of the Multiverse,252,Small,Plant,0.25,False,,"lightning, piercing",,,,,,,R,,R,,,,,
Volo's Guide to Monsters,196,Small,Plant,0.25,True,,"lightning, piercing",,,,,,,R,,R,,,,,
Volo's Guide to Monsters,197,Small,Plant,2.0,True,,"lightning, piercing",,,,,,,R,,R,,,,,
Mordenkainen Presents: Monsters of the Multiverse,253,Small,Plant,2.0,False,,"lightning, piercing",,,,,,,R,,R,,,,,
Icewind Dale: Rime of the Frostmaiden,273,Medium,Humanoid,4.0,False,,,,,,,,,,,,,,,,
Mordenkainen Presents: Monsters of the Multiverse,96,Tiny,Beast,0.25,False,,,,,,,,,,,,,,,,
Volo's Guide to Monsters,140,Tiny,Beast,0.25,True,,,,,,,,,,,,,,,,
Strixhaven: A Curriculum of Chaos,219,Gargantuan,Dragon,25.0,False,thunder,,,,,,,,,,,,,,,I
Mordenkainen Presents: Monsters of the Multiverse,248,Large,Giant,7.0,False,poison,,,,,,,,,,,I,,,,
Mordenkainen’s Tome of Foes,245,Large,Giant,7.0,True,poison,,,,,,,,,,,I,,,,
Icewind Dale: Rime of the Frostmaiden,311,Large,Giant,5.0,False,,,,,,,,,,,,,,,,
Icewind Dale: Rime of the Frostmaiden,311,Large,Giant,4.0,False,,,,,,,,,,,,,,,,
Critical Role: Call of the Netherdeep,51,Medium,Humanoid,5.0,False,,,,,,,,,,,,,,,,
Basic Rules,403,Medium,Humanoid,3.0,False,,,,,,,,,,,,,,,,
Acquisitions Incorporated,198,Medium,Humanoid,5.0,False,,,,,,,,,,,,,,,,
Waterdeep: Dragon Heist,,Medium,Humanoid,10.0,False,poison,,,,,,,,,,,I,,,,
Monster Manual,32,Medium,Plant,0.5,False,,,,,,,,,,,,,,,,
Basic Rules,309,Medium,Plant,0.25,False,,,,,,,,,,,,,,,,
Spelljammer: Adventures in Space ,49,Huge,Monstrosity,11.0,False,,,,,,,,,,,,,,,,
Tomb of Annihilation,,Medium,Humanoid,0.25,False,,,,,,,,,,,,,,,,
