Book,Page,Type,Category,Legendary,CR,PB,AC,Str,Dex,Con,Int,Wis,Cha,Str Mod,Dex Mod,Con Mod,Int Mod,Wis Mod,Cha Mod,Str Prof,Dex Prof,Con Prof,Int Prof,Wis Prof,Cha Prof,Str Save,Dex Save,Con Save,Int Save,Wis Save,Cha Save,Blinded,Charmed,Deafened,Exhaustion,Frightened,Grappled,Incapacitated,Invisible,Paralyzed,Petrified,Poisoned,Prone,Restrained,Stunned,Unconscious,Magic Resistance
GGtR,197.0,fiend,generic,N,12.0,4,17.0,23,6,19,14,19,22,6.0,-2.0,4.0,2.0,4.0,6.0,False,False,True,True,True,True,6,-2,8,6,8,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True
TftYP,243.0,fey,generic,N,3.0,2,14.0,10,18,12,13,14,16,0.0,4.0,1.0,1.0,2.0,3.0,False,False,False,False,False,False,0,4,1,1,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
WDH,200.0,humanoid,generic,N,6.0,3,15.0,9,14,12,17,12,15,-1.0,2.0,1.0,3.0,1.0,2.0,False,False,False,True,True,False,-1,2,1,6,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
GoS,253.0,undead,generic,N,0.5,2,11.0,9,13,15,14,10,9,-1.0,1.0,2.0,2.0,0.0,-1.0,False,False,False,False,False,False,-1,1,2,2,0,-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True
GoS,253.0,undead,generic,N,5.0,3,13.0,16,14,15,6,8,5,3.0,2.0,2.0,-2.0,-1.0,-3.0,False,False,False,False,False,False,3,2,2,-2,-1,-3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False
GoS,254.0,undead,generic,N,2.0,2,13.0,12,14,15,6,8,5,1.0,2.0,2.0,-2.0,-1.0,-3.0,False,False,False,False,False,False,1,2,2,-2,-1,-3,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,False
MM,272.0,undead,generic,N,0.25,2,13.0,10,14,15,6,8,5,0.0,2.0,2.0,-2.0,-1.0,-3.0,False,False,False,False,False,False,0,2,2,-2,-1,-3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False
MM,273.0,undead,generic,N,2.0,2,12.0,18,11,15,6,8,5,4.0,0.0,2.0,-2.0,-1.0,-3.0,False,False,False,False,False,False,4,0,2,-2,-1,-3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False
MM,273.0,undead,generic,N,0.5,2,13.0,18,12,15,2,8,5,4.0,1.0,2.0,-4.0,-1.0,-3.0,False,False,False,False,False,False,4,1,2,-4,-1,-3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False
EGtW,221.0,humanoid,unique,N,1.0,2,16.0,16,11,15,13,10,12,3.0,0.0,2.0,1.0,0.0,1.0,False,False,False,False,False,False,3,0,2,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
GGtR,205.0,aberration,generic,N,15.0,5,17.0,22,16,17,2,14,18,6.0,3.0,3.0,-4.0,2.0,4.0,False,False,False,False,False,False,6,3,3,-4,2,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
CM,136.0,construct,generic,N,5.0,3,18.0,16,14,18,3,10,1,3.0,2.0,4.0,-4.0,0.0,-5.0,False,False,False,False,False,False,3,2,4,-4,0,-5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,False
MToF,227.0,humanoid,generic,N,0.5,2,14.0,6,19,10,10,7,1,-2.0,4.0,0.0,0.0,-2.0,-5.0,False,False,True,False,False,False,-2,4,2,0,-2,-5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
BGDiA,234.0,humanoid,generic,N,1.0,2,12.0,10,14,15,16,13,10,0.0,2.0,2.0,3.0,1.0,0.0,False,False,False,False,True,False,0,2,2,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MToF,230.0,undead,legendary,L,15.0,5,18.0,14,16,17,16,15,21,2.0,3.0,3.0,3.0,2.0,5.0,False,False,False,False,False,False,2,3,3,3,2,5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,False
GoS,254.0,aberration,generic,N,5.0,3,14.0,19,11,18,7,12,9,4.0,0.0,4.0,-2.0,1.0,-1.0,False,False,False,False,False,False,4,0,4,-2,1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
GGtR,219.0,monstrosity,generic,N,2.0,2,15.0,20,13,14,3,10,8,5.0,1.0,2.0,-4.0,0.0,-1.0,False,True,False,False,True,False,5,3,2,-4,2,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
GGtR,220.0,monstrosity,generic,N,13.0,5,18.0,23,15,16,7,12,6,6.0,2.0,3.0,-2.0,1.0,-2.0,False,False,True,False,False,False,6,2,8,-2,1,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
PotA,191.0,humanoid,generic,N,3.0,2,15.0,8,14,12,11,10,16,-1.0,2.0,1.0,0.0,0.0,3.0,False,False,False,False,False,False,-1,2,1,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,276.0,aberration,generic,N,7.0,3,15.0,20,15,18,7,7,9,5.0,2.0,4.0,-2.0,-2.0,-1.0,False,False,False,False,False,False,5,2,4,-2,-2,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
MM,278.0,aberration,generic,N,10.0,4,18.0,20,15,19,15,10,16,5.0,2.0,4.0,2.0,0.0,3.0,False,False,False,False,False,False,5,2,4,2,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
MM,277.0,aberration,generic,N,9.0,4,18.0,17,17,16,13,8,14,3.0,3.0,3.0,1.0,-1.0,2.0,False,False,False,False,False,False,3,3,3,1,-1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
MM,277.0,aberration,generic,N,8.0,3,16.0,18,15,16,11,8,12,4.0,2.0,3.0,0.0,-1.0,1.0,False,False,False,False,False,False,4,2,3,0,-1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
MM,276.0,aberration,generic,N,5.0,3,14.0,16,12,16,6,6,7,3.0,1.0,3.0,-2.0,-2.0,-2.0,False,False,False,False,False,False,3,1,3,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
MM,276.0,aberration,generic,N,0.125,2,12.0,7,15,10,3,5,3,-2.0,2.0,0.0,-4.0,-3.0,-4.0,False,False,False,False,False,False,-2,2,0,-4,-3,-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
SKT,224.0,monstrosity,unique,LL,25.0,8,18.0,30,11,25,22,18,20,10.0,0.0,7.0,6.0,4.0,5.0,True,True,True,True,True,False,18,8,15,14,12,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
VGtM,191.0,ooze,generic,N,3.0,2,14.0,16,19,15,10,14,11,3.0,4.0,2.0,0.0,2.0,0.0,False,False,False,False,False,False,3,4,2,0,2,0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,False
BGDiA,133.0,fey,unique,N,7.0,3,18.0,14,20,16,18,11,18,2.0,5.0,3.0,4.0,0.0,4.0,False,False,False,False,False,False,2,5,3,4,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
ToA,222.0,beast,generic,N,3.0,2,17.0,19,10,14,2,12,5,4.0,0.0,2.0,-4.0,1.0,-3.0,False,False,False,False,False,False,4,0,2,-4,1,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
TftYP,102.0,humanoid,unique,N,5.0,3,12.0,15,13,14,16,11,10,2.0,1.0,2.0,3.0,0.0,0.0,False,False,False,False,False,False,2,1,2,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
IDRotF,308.0,construct,generic,N,3.0,2,8.0,15,6,14,1,6,1,2.0,-2.0,2.0,-5.0,-2.0,-5.0,False,False,False,False,False,False,2,-2,2,-5,-2,-5,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,False
TftYP,53.0,humanoid,unique,N,2.0,2,16.0,14,11,14,14,10,9,2.0,0.0,2.0,2.0,0.0,-1.0,False,False,False,False,False,False,2,0,2,2,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,18.0,celestial,legendary,L,21.0,7,21.0,26,22,26,25,25,30,8.0,6.0,8.0,7.0,7.0,10.0,False,False,False,True,True,True,8,6,8,14,14,17,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True
GGtR,226.0,humanoid,generic,N,0.5,2,18.0,13,12,12,10,11,11,1.0,1.0,1.0,0.0,0.0,0.0,False,False,False,False,False,False,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MToF,226.0,humanoid,generic,N,11.0,4,15.0,8,17,14,19,16,13,-1.0,3.0,2.0,4.0,3.0,1.0,False,True,False,False,True,True,-1,7,2,4,7,5,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
VGtM,192.0,undead,generic,N,5.0,3,10.0,16,11,18,5,7,3,3.0,0.0,4.0,-3.0,-2.0,-4.0,False,False,False,False,True,False,3,0,4,-3,1,-4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False
MM,30.0,aberration,generic,N,3.0,2,14.0,8,14,14,13,14,11,-1.0,2.0,2.0,1.0,2.0,0.0,False,False,False,False,False,False,-1,2,2,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False
MM,279.0,undead,generic,N,1.0,2,12.0,1,14,11,10,10,11,-5.0,2.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,-5,2,0,0,0,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,False
IDRotF,144.0,humanoid,unique,N,0.5,2,14.0,6,15,14,15,9,16,-2.0,2.0,2.0,2.0,-1.0,3.0,False,False,False,False,False,False,-2,2,2,2,-1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
IDRotF,309.0,beast,generic,N,8.0,3,13.0,26,8,17,3,12,5,8.0,-1.0,3.0,-4.0,1.0,-3.0,False,False,False,False,False,False,8,-1,3,-4,1,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
GGtR,183.0,monstrosity,legendary,L,11.0,4,17.0,18,15,16,18,18,18,4.0,2.0,3.0,4.0,4.0,4.0,False,False,False,False,False,False,4,2,3,4,4,4,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,281.0,monstrosity,legendary,LL,17.0,6,17.0,22,10,20,16,18,23,6.0,0.0,5.0,3.0,4.0,6.0,False,True,True,True,True,False,6,6,11,9,10,6,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,282.0,monstrosity,legendary,LL,11.0,4,17.0,18,15,16,18,18,18,4.0,2.0,3.0,4.0,4.0,4.0,False,False,False,False,False,False,4,2,3,4,4,4,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,328.0,beast,generic,N,1.0,2,14.0,14,16,12,2,11,4,2.0,3.0,1.0,-4.0,0.0,-3.0,False,False,False,False,False,False,2,3,1,-4,0,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
SaCoC,216.0,construct,generic,N,0.25,2,14.0,14,9,15,12,13,8,2.0,-1.0,2.0,1.0,1.0,-1.0,False,False,False,False,False,False,2,-1,2,1,1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
IDRotF,302.0,monstrosity,generic,N,5.0,3,14.0,21,12,17,9,15,10,5.0,1.0,3.0,-1.0,2.0,0.0,False,False,False,False,False,False,5,1,3,-1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,True
OotA,228.0,plant,generic,N,4.0,2,16.0,19,10,16,2,6,1,4.0,0.0,3.0,-4.0,-2.0,-5.0,False,False,False,False,False,False,4,0,3,-4,-2,-5,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,False
OotA,229.0,plant,generic,N,3.0,2,15.0,18,10,15,2,6,1,4.0,0.0,2.0,-4.0,-2.0,-5.0,False,False,False,False,False,False,4,0,2,-4,-2,-5,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,230.0,plant,generic,N,1.0,2,13.0,17,12,16,2,6,1,3.0,1.0,3.0,-4.0,-2.0,-5.0,False,False,False,False,False,False,3,1,3,-4,-2,-5,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,False
MM,283.0,fey,generic,N,0.25,2,15.0,3,18,10,14,13,11,-4.0,4.0,0.0,2.0,1.0,0.0,False,False,False,False,False,False,-4,4,0,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
VRGtR,245.0,aberration,legendary,L,21.0,7,15.0,24,13,26,27,22,25,7.0,1.0,8.0,8.0,6.0,7.0,False,False,True,True,True,True,7,1,15,15,13,14,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
VRGtR,245.0,aberration,legendary,L,19.0,6,19.0,21,18,24,25,20,23,5.0,4.0,7.0,7.0,5.0,6.0,False,False,False,True,True,True,5,4,7,13,11,12,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MToF,234.0,aberration,generic,N,0.25,2,11.0,6,13,10,9,11,6,-2.0,1.0,0.0,-1.0,0.0,-2.0,False,False,False,False,False,False,-2,1,0,-1,0,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MToF,234.0,aberration,generic,N,10.0,4,16.0,20,8,21,7,12,9,5.0,-1.0,5.0,-2.0,1.0,-1.0,False,True,False,False,True,False,5,3,5,-2,5,-1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MToF,235.0,aberration,legendary,L,16.0,5,16.0,17,12,23,18,12,16,3.0,1.0,6.0,4.0,1.0,3.0,False,True,False,False,True,True,3,6,6,4,6,8,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False
MToF,236.0,aberration,generic,N,5.0,3,14.0,8,18,12,11,12,7,-1.0,4.0,1.0,0.0,1.0,-2.0,False,True,True,False,False,False,-1,7,4,0,1,-2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False
MToF,236.0,aberration,generic,N,13.0,5,17.0,14,12,18,22,19,16,2.0,1.0,4.0,6.0,4.0,3.0,False,True,False,True,True,True,2,6,4,11,9,8,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
WDotMM,142.0,construct,unique,N,11.0,4,17.0,22,9,20,3,11,1,6.0,-1.0,5.0,-4.0,0.0,-5.0,False,False,False,False,False,False,6,-1,5,-4,0,-5,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,True
OotA,231.0,monstrosity,generic,N,1.0,2,14.0,15,16,14,2,10,3,2.0,3.0,2.0,-4.0,0.0,-4.0,False,False,False,False,False,False,2,3,2,-4,0,-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
CM,164.0,humanoid,unique,N,8.0,3,17.0,13,18,18,13,17,14,1.0,4.0,4.0,1.0,3.0,2.0,False,True,False,True,False,False,1,7,4,4,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MToF,239.0,construct,generic,N,16.0,5,20.0,24,17,22,4,14,6,7.0,3.0,6.0,-3.0,2.0,-2.0,False,False,False,False,False,False,7,3,6,-3,2,-2,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,True
VGtM,140.0,beast,generic,N,4.0,2,13.0,20,9,17,2,11,5,5.0,-1.0,3.0,-4.0,0.0,-3.0,False,False,False,False,False,False,5,-1,3,-4,0,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
VGtM,207.0,beast,generic,N,0.25,2,10.0,18,10,14,2,10,4,4.0,0.0,2.0,-4.0,0.0,-3.0,False,False,False,False,False,False,4,0,2,-4,0,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,284.0,beast,generic,N,0.125,2,14.0,4,16,11,2,8,6,-3.0,3.0,0.0,-4.0,-1.0,-2.0,False,False,False,False,False,False,-3,3,0,-4,-1,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MToF,126.0,construct,generic,N,4.0,2,16.0,19,10,17,3,10,1,4.0,0.0,3.0,-4.0,0.0,-5.0,False,False,False,False,False,False,4,0,3,-4,0,-5,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,True
MM,156.0,giant,generic,N,7.0,3,17.0,23,15,20,10,12,9,6.0,2.0,5.0,0.0,1.0,-1.0,False,True,True,False,True,False,6,5,8,0,4,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
VGtM,150.0,giant,generic,N,10.0,4,18.0,23,14,21,10,8,12,6.0,2.0,5.0,0.0,-1.0,1.0,False,True,True,False,True,False,6,6,9,0,3,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
SKT,146.0,giant,generic,N,7.0,3,17.0,23,15,20,10,12,9,6.0,2.0,5.0,0.0,1.0,-1.0,False,True,True,False,True,False,6,5,8,0,4,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,170.0,construct,generic,N,10.0,4,17.0,22,9,20,3,11,1,6.0,-1.0,5.0,-4.0,0.0,-5.0,False,False,False,False,False,False,6,-1,5,-4,0,-5,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,True
ToA,231.0,construct,unique,N,12.0,4,15.0,22,1,21,2,11,3,6.0,-5.0,5.0,-4.0,0.0,-4.0,False,False,False,False,False,False,6,-5,5,-4,0,-4,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,False
PotA,197.0,humanoid,generic,N,4.0,2,17.0,15,10,16,12,11,17,2.0,0.0,3.0,1.0,0.0,3.0,False,False,False,False,False,False,2,0,3,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,156.0,giant,generic,N,13.0,5,16.0,29,14,20,16,18,18,9.0,2.0,5.0,3.0,4.0,4.0,True,False,True,False,True,True,14,2,10,3,9,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
VGtM,151.0,giant,legendary,LL,16.0,5,12.0,29,14,20,17,20,19,9.0,2.0,5.0,3.0,5.0,4.0,True,False,True,False,True,True,14,2,10,3,10,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
CM,208.0,undead,generic,N,16.0,5,13.0,29,14,15,3,8,1,9.0,2.0,2.0,-4.0,-1.0,-5.0,True,False,True,False,False,False,14,2,7,-4,-1,-5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False
CoS,239.0,undead,unique,LL,15.0,5,16.0,18,18,18,20,15,18,4.0,4.0,4.0,5.0,2.0,4.0,False,True,False,False,True,True,4,9,4,5,7,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
CoS,241.0,undead,generic,N,1.0,2,8.0,13,6,16,3,6,5,1.0,-2.0,3.0,-4.0,-2.0,-3.0,False,False,False,False,True,False,1,-2,3,-4,0,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False
CoS,227.0,construct,unique,N,6.0,3,21.0,17,13,16,9,10,9,3.0,1.0,3.0,-1.0,0.0,-1.0,False,False,False,False,False,False,3,1,3,-1,0,-1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,False
VGtM,143.0,monstrosity,generic,N,1.0,2,14.0,18,13,14,4,12,6,4.0,1.0,2.0,-3.0,1.0,-2.0,False,False,False,False,False,False,4,1,2,-3,1,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
VRGtR,246.0,monstrosity,generic,N,4.0,2,16.0,17,14,16,11,17,10,3.0,2.0,3.0,0.0,3.0,0.0,True,True,False,False,True,False,5,4,3,0,5,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
SaCoC,217.0,construct,generic,N,1.0,2,17.0,15,14,13,10,12,12,2.0,2.0,1.0,0.0,1.0,1.0,False,True,False,False,False,False,2,4,1,0,1,1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,False
ToA,232.0,monstrosity,generic,N,1.0,2,12.0,14,15,12,9,13,9,2.0,2.0,1.0,-1.0,1.0,-1.0,False,False,False,False,False,False,2,2,1,-1,1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,285.0,fiend,generic,N,4.0,2,15.0,8,17,13,15,12,20,-1.0,3.0,1.0,2.0,1.0,5.0,False,False,False,False,False,False,-1,3,1,2,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
ERftLW,304.0,fiend,unique,L,28.0,8,22.0,18,21,19,30,22,25,4.0,5.0,4.0,10.0,6.0,7.0,False,False,True,True,True,True,4,5,12,18,14,15,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,True
CM,19.0,construct,generic,N,0.25,2,12.0,10,13,12,1,10,1,0.0,1.0,1.0,-5.0,0.0,-5.0,False,False,False,False,False,False,0,1,1,-5,0,-5,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,False
MM,337.0,beast,generic,N,0.25,2,12.0,5,15,10,2,12,4,-3.0,2.0,0.0,-4.0,1.0,-3.0,False,False,False,False,False,False,-3,2,0,-4,1,-3,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,False
VGtM,133.0,beast,generic,N,5.0,3,12.0,9,14,10,15,11,14,-1.0,2.0,0.0,2.0,0.0,2.0,False,False,False,False,False,False,-1,2,0,2,0,2,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,False
VRGtR,235.0,monstrosity,generic,N,2.0,2,12.0,12,14,10,12,14,4,1.0,2.0,0.0,1.0,2.0,-3.0,False,False,False,False,False,False,1,2,0,1,2,-3,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,False
MM,338.0,beast,generic,N,0.5,2,12.0,3,13,10,1,7,1,-4.0,1.0,0.0,-5.0,-2.0,-5.0,False,False,False,False,False,False,-4,1,0,-5,-2,-5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,False
VRGtR,247.0,beast,generic,N,2.0,2,11.0,3,12,10,1,7,1,-4.0,1.0,0.0,-5.0,-2.0,-5.0,False,False,False,False,False,False,-4,1,0,-5,-2,-5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,False
MM,338.0,beast,generic,N,2.0,2,14.0,8,18,11,1,10,3,-1.0,4.0,0.0,-5.0,0.0,-4.0,False,False,False,False,False,False,-1,4,0,-5,0,-4,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,False
