Monster,Book,Page,Type,Category,Legendary,CR,PB,XP,HP,AC,adj HP,adj AC,AB,adj AB,DPR,adj DPR
"Flesh Golem, Fiendish",BGDiA,236.0,construct,generic,N,8.0,3.0,3900.0,210.0,12.0,420.0,14.0,8.0,8.0,32.0,32.0
Flind,MPMotM,127.0,fiend,generic,N,9.0,4.0,5000.0,127.5,16.0,157.5,16.0,9.0,9.0,48.0,75.0
Flind,VGtM,153.0,humanoid,legacy,N,9.0,4.0,5000.0,127.5,16.0,187.0,16.0,9.0,9.0,52.0,52.0
Flumph,MM,135.0,aberration,generic,N,0.125,2.0,25.0,7.0,12.0,7.0,12.0,4.0,4.0,8.666667,8.666667
Flux Blastseeker,GGtR,242.0,humanoid,generic,N,5.0,3.0,1800.0,55.0,15.0,55.0,15.0,8.0,8.0,63.0,63.0
Fluxcharger,GGtR,208.0,elemental,generic,N,7.0,3.0,2900.0,60.0,16.0,120.0,16.0,7.0,7.0,46.0,46.0
Flying Dagger,BGDiA,30.0,construct,generic,N,0.125,2.0,25.0,7.5,17.0,7.5,17.0,3.0,3.0,3.0,3.0
Flying Horror,GGtR,203.0,aberration,generic,N,3.0,2.0,700.0,49.5,16.0,49.5,16.0,7.0,7.0,22.0,22.0
Flying Rocking Horse,WBtW,121.0,construct,generic,N,0.125,2.0,25.0,22.0,15.0,22.0,15.0,2.0,2.0,3.5,3.5
Flying Snake,MM,322.0,beast,generic,N,0.125,2.0,25.0,5.0,14.0,5.0,16.0,6.0,6.0,8.5,8.5
Flying Sword,MM,20.0,construct,generic,N,0.25,2.0,50.0,17.5,17.0,17.5,17.0,3.0,3.0,5.5,5.5
Fomorian,MM,136.0,giant,generic,N,8.0,3.0,3900.0,149.5,14.0,149.5,14.0,9.0,9.0,46.0,46.0
Fractal Mascot,SaCoC,192.0,construct,generic,N,0.25,2.0,50.0,27.0,12.0,27.0,12.0,3.0,3.0,6.0,6.0
Fraz-Urb’luu,MPMotM,129.0,fiend,unique,L,23.0,7.0,50000.0,337.5,18.0,534.4,22.0,16.0,16.0,141.0,141.0
Fraz-Urb’luu,MPMotM,129.0,fiend,unique,LL,24.0,7.0,62000.0,337.5,18.0,534.4,22.0,16.0,16.0,141.0,207.0
Fraz-Urb’luu,MToF,146.0,fiend,legacy,L,23.0,7.0,50000.0,337.5,18.0,533.8,22.0,16.0,16.0,123.0,123.0
Fraz-Urb’luu,MToF,146.0,fiend,legacy,LL,24.0,7.0,62000.0,337.5,18.0,533.8,22.0,16.0,16.0,222.0,222.0
Fraz-Urb’luu,OotA,238.0,fiend,unique,LL,23.0,7.0,50000.0,350.0,18.0,550.0,22.0,16.0,16.0,269.0,269.0
Froghemoth,MPMotM,130.0,monstrosity,generic,N,10.0,4.0,5900.0,161.0,14.0,161.0,14.0,10.0,10.0,61.5,68.5
Froghemoth,VGtM,145.0,monstrosity,legacy,N,10.0,4.0,5900.0,184.0,14.0,184.0,14.0,10.0,10.0,47.666668,47.666668
Frontline Medic,GGtR,231.0,humanoid,generic,N,0.25,2.0,50.0,19.5,20.0,19.5,24.0,4.0,4.0,5.5,5.5
Frost Druid,IDRotF,288.0,humanoid,generic,N,5.0,3.0,1800.0,67.5,13.0,67.5,13.0,6.0,6.0,48.666668,48.666668
Frost Giant,MM,155.0,giant,generic,N,8.0,3.0,3900.0,138.0,15.0,138.0,17.0,9.0,9.0,50.0,50.0
Frost Giant Everlasting One,MPMotM,131.0,giant,generic,N,12.0,4.0,8400.0,189.0,15.0,273.8,17.0,11.0,11.0,61.0,61.0
Frost Giant Everlasting One,VGtM,148.0,giant,legacy,N,12.0,4.0,8400.0,189.0,15.0,273.8,17.0,11.0,11.0,60.0,60.0
Frost Giant Skeleton,IDRotF,288.0,undead,generic,N,6.0,3.0,2300.0,102.0,14.0,102.0,14.0,9.0,9.0,50.0,50.0
Frost Giant Zombie,EGtW,288.0,undead,generic,N,9.0,4.0,5000.0,138.0,15.0,176.0,15.0,10.0,10.0,56.0,56.0
Frost Salamander,MPMotM,132.0,elemental,generic,N,9.0,4.0,5000.0,168.0,17.0,168.0,17.0,9.0,9.0,62.0,62.0
Frost Salamander,MToF,223.0,elemental,legacy,N,9.0,4.0,5000.0,168.0,17.0,168.0,17.0,9.0,9.0,60.0,60.0
Frost Worm,EGtW,289.0,monstrosity,generic,N,17.0,6.0,18000.0,264.0,18.0,264.0,18.0,15.0,15.0,84.666664,105.666664
Frulam Mondath,HotDQ,90.0,humanoid,unique,N,2.0,2.0,450.0,44.0,16.0,44.0,16.0,6.0,6.0,40.0,40.0
"Fungus, Violet",MM,138.0,plant,generic,N,0.25,2.0,50.0,18.0,5.0,18.0,5.0,2.0,2.0,10.5,10.5
Galazeth Prismari,SaCoC,193.0,dragon,unique,L,23.0,7.0,50000.0,402.5,21.0,492.5,23.0,15.0,15.0,113.833336,113.833336
Galeb Duhr,MM,139.0,elemental,generic,N,6.0,3.0,2300.0,85.5,16.0,127.5,16.0,8.0,8.0,31.0,31.0
Gallows Speaker,VRGtR,234.0,undead,generic,N,6.0,3.0,2300.0,85.5,12.0,128.3,12.0,7.0,7.0,46.5,46.5
Galsariad Ardyth (tier 1),CRCotN,188.0,humanoid,unique,N,3.0,2.0,700.0,49.0,15.0,59.0,15.0,5.0,5.0,22.666666,23.833334
Galsariad Ardyth (tier 2),CRCotN,190.0,humanoid,unique,N,5.0,3.0,1800.0,67.5,15.0,77.5,15.0,7.0,7.0,38.0,40.333332
Galsariad Ardyth (tier 3),CRCotN,193.0,humanoid,unique,N,8.0,3.0,3900.0,90.0,17.0,110.0,17.0,8.0,8.0,50.333332,55.0
Galvan Magen,IDRotF,301.0,construct,generic,N,3.0,2.0,700.0,68.0,14.0,68.0,16.0,6.0,7.0,24.0,24.0
Galvanic Blastseeker,GGtR,243.0,humanoid,generic,N,5.0,3.0,1800.0,52.0,13.0,78.0,13.0,7.0,7.0,59.0,59.0
Galvanice Weird,GGtR,209.0,elemental,generic,N,1.0,2.0,200.0,22.5,12.0,45.0,12.0,4.0,4.0,14.666667,14.666667
Gar Shatterkeel,PotA,208.0,humanoid,unique,N,9.0,4.0,5000.0,112.5,16.0,152.5,16.0,7.0,7.0,48.666668,48.666668
Gargoyle,MM,140.0,elemental,generic,N,2.0,2.0,450.0,52.5,15.0,52.5,15.0,4.0,4.0,10.0,10.0
Gas Spore,MM,138.0,plant,generic,N,0.5,2.0,100.0,1.5,5.0,1.5,5.0,7.0,7.0,7.3333335,7.3333335
Gauth,MPMotM,133.0,aberration,generic,N,6.0,3.0,2300.0,52.5,15.0,82.5,23.0,6.0,6.0,40.0,49.0
Gauth,VGtM,125.0,aberration,legacy,N,6.0,3.0,2300.0,67.5,15.0,88.0,21.0,6.0,6.0,48.666668,48.666668
Gazer,MPMotM,134.0,aberration,generic,N,0.5,2.0,100.0,13.5,13.0,13.5,15.0,4.0,4.0,10.5,10.5
Gazer,VGtM,126.0,aberration,legacy,N,0.5,2.0,100.0,13.5,13.0,13.5,14.0,4.0,4.0,10.5,10.5
Gearkeeper Construct,EGtW,290.0,construct,generic,N,10.0,4.0,5900.0,161.5,18.0,242.3,18.0,9.0,9.0,38.666668,43.166668
Gelainous Cube,MM,242.0,ooze,generic,N,2.0,2.0,450.0,84.0,6.0,84.0,6.0,4.0,4.0,20.0,20.0
Gem Stalker,FToD,202.0,monstrosity,generic,N,5.0,3.0,1800.0,67.5,17.0,97.5,17.0,6.0,6.0,47.5,47.5
"Genie, Dao",MM,143.0,elemental,generic,N,11.0,4.0,7200.0,187.5,18.0,187.5,20.0,10.0,10.0,40.0,40.0
"Genie, Djinni",MM,144.0,elemental,generic,N,11.0,4.0,7200.0,161.0,17.0,161.0,19.0,9.0,9.0,45.0,45.0
"Genie, Efreeti",MM,145.0,elemental,generic,N,11.0,4.0,7200.0,200.0,17.0,200.0,21.0,10.0,10.0,40.0,40.0
"Genie, Marid",MM,146.0,elemental,generic,N,11.0,4.0,7200.0,229.5,17.0,286.3,21.0,10.0,10.0,42.0,42.0
Geryon,MPMotM,136.0,fiend,unique,LL,22.0,7.0,41000.0,300.0,19.0,510.0,23.0,16.0,16.0,114.333336,132.33333
Geryon,MToF,172.0,fiend,legacy,LL,22.0,7.0,41000.0,300.0,19.0,480.0,23.0,16.0,16.0,122.666664,122.666664
Ghald,PotA,209.0,humanoid,unique,N,7.0,3.0,2900.0,102.0,15.0,102.0,17.0,7.0,8.0,56.333332,56.333332
Ghast,MM,148.0,undead,generic,N,2.0,2.0,450.0,36.0,13.0,36.0,14.0,5.0,5.0,10.0,10.0
Ghost,MM,147.0,undead,generic,N,4.0,2.0,1100.0,45.0,11.0,180.0,13.0,5.0,5.0,17.0,17.0
Ghost Dragon,FToD,203.0,undead,generic,N,17.0,6.0,18000.0,324.0,10.0,517.5,12.0,11.0,11.0,67.0,67.0
"Ghost, Obzedat",GGtR,245.0,undead,unique,L,8.0,3.0,3900.0,110.0,14.0,235.5,14.0,8.0,8.0,54.0,54.0
Ghostblade Eidolon,MOoT,222.0,undead,generic,N,5.0,3.0,1800.0,55.0,12.0,82.5,16.0,6.0,6.0,38.0,38.0
Ghoul,MM,148.0,undead,generic,N,1.0,2.0,200.0,22.5,12.0,22.5,12.0,4.0,4.0,7.0,7.0
Giant Badger,MM,323.0,beast,generic,N,0.25,2.0,50.0,13.0,10.0,13.0,10.0,3.0,3.0,11.0,11.0
Giant Bat,MM,323.0,beast,generic,N,0.25,2.0,50.0,22.0,13.0,22.0,13.0,4.0,4.0,5.5,5.5
Giant Canary,FToD,23.0,beast,generic,N,0.5,2.0,100.0,26.0,12.0,26.0,12.0,4.0,4.0,7.5,7.5
Giant Centipede,MM,323.0,beast,generic,N,0.25,2.0,50.0,4.5,13.0,4.5,13.0,4.0,4.0,15.0,15.0
Giant Crab,MM,324.0,beast,generic,N,0.125,2.0,25.0,13.5,15.0,13.5,15.0,3.0,3.0,4.5,4.5
"Giant Crab, Huge",TftYP,103.0,beast,unique,N,8.0,3.0,3900.0,161.0,15.0,161.0,15.0,9.0,9.0,27.0,27.0
Giant Crayfish,TftYP,235.0,beast,generic,N,2.0,2.0,450.0,45.5,15.0,45.5,15.0,4.0,4.0,7.0,7.0
Giant Dragonfly,WBtW,234.0,beast,generic,N,0.5,2.0,100.0,22.0,16.0,31.0,16.0,6.0,6.0,6.5,6.5
Giant Four-Armed Gargoyle,ToA,221.0,elemental,generic,N,10.0,4.0,5900.0,147.0,17.0,183.8,17.0,8.0,8.0,47.0,47.0
Giant Frog,MM,325.0,beast,generic,N,0.25,2.0,50.0,18.0,11.0,18.0,11.0,3.0,3.0,6.1666665,6.1666665
Giant Ice Toad,TftYP,235.0,monstrosity,generic,N,3.0,2.0,700.0,52.5,14.0,52.5,14.0,5.0,5.0,29.0,29.0
Giant Lightning Eel,TftYP,236.0,beast,generic,N,3.0,2.0,700.0,42.5,13.0,42.5,13.0,5.0,5.0,28.0,28.0
Giant Lizard,MM,326.0,beast,generic,N,0.25,2.0,50.0,19.5,12.0,19.5,12.0,4.0,4.0,6.5,6.5
Giant Owl,MM,327.0,beast,generic,N,0.25,2.0,50.0,19.5,12.0,19.5,14.0,3.0,3.0,8.0,8.0
Giant Poisonous Snake,MM,327.0,beast,generic,N,0.25,2.0,50.0,11.0,14.0,11.0,14.0,6.0,6.0,17.0,17.0
Giant Rat,MM,327.0,beast,generic,N,0.125,2.0,25.0,7.0,12.0,7.0,12.0,4.0,5.0,4.5,4.5
"Giant Rat, Diseased",MM,327.0,beast,generic,N,0.125,2.0,25.0,7.0,12.0,7.0,12.0,4.0,5.0,4.5,4.5
Giant Skeleton,TftYP,236.0,undead,generic,N,7.0,3.0,2900.0,115.0,17.0,115.0,20.0,8.0,8.0,45.0,45.0
Giant Snail,WBtW,234.0,beast,generic,N,0.25,2.0,50.0,22.0,11.0,22.0,11.0,4.0,4.0,5.5,5.5
Giant Strider,MPMotM,137.0,elemental,generic,N,1.0,2.0,200.0,22.5,14.0,36.5,14.0,6.0,6.0,15.0,15.0
Giant Strider,VGtM,143.0,monstrosity,legacy,N,1.0,2.0,200.0,22.5,14.0,38.0,14.0,6.0,6.0,16.0,16.0
Giant Subterranean Lizard,TftYP,236.0,beast,generic,N,4.0,2.0,1100.0,66.5,14.0,66.5,14.0,7.0,7.0,39.333332,39.333332
Giant Toad,MM,329.0,beast,generic,N,1.0,2.0,200.0,39.0,11.0,39.0,11.0,4.0,4.0,16.5,16.5
Giant Weasel,MM,329.0,beast,generic,N,0.125,2.0,25.0,9.0,13.0,9.0,13.0,5.0,5.0,5.5,5.5
Giant Wolf Spider,MM,330.0,beast,generic,N,0.25,2.0,50.0,11.0,13.0,11.0,13.0,3.0,3.0,12.0,12.0
Gibbering Mouther,MM,157.0,aberration,generic,N,2.0,2.0,450.0,67.5,9.0,67.5,9.0,2.0,2.0,17.0,17.0
Gideon Lightward,BGDiA,65.0,undead,unique,N,6.0,3.0,2300.0,136.0,11.0,249.0,11.0,7.0,7.0,22.0,22.0
Giff,MPMotM,138.0,humanoid,generic,N,3.0,2.0,700.0,60.0,16.0,60.0,16.0,6.0,6.0,24.333334,26.666666
Giff,MToF,204.0,humanoid,legacy,N,3.0,2.0,700.0,60.0,16.0,60.0,16.0,4.0,4.0,22.666666,22.666666
Gingwatzim,CM,27.0,aberration,generic,N,2.0,2.0,450.0,39.0,12.0,39.0,12.0,4.0,4.0,16.0,16.0
Girallon,MPMotM,139.0,monstrosity,generic,N,4.0,2.0,1100.0,59.5,13.0,59.5,13.0,6.0,6.0,37.5,45.0
Girallon,VGtM,152.0,monstrosity,legacy,N,4.0,2.0,1100.0,59.5,13.0,59.5,13.0,6.0,6.0,52.0,52.0
Girallon Zombie,ToA,240.0,undead,generic,N,3.0,2.0,700.0,59.5,11.0,66.0,11.0,6.0,6.0,37.0,37.0
Githyanki Gish,MPMotM,140.0,humanoid,generic,N,10.0,4.0,5900.0,130.0,17.0,130.0,19.0,7.0,7.0,91.5,91.5
Githyanki Gish,MToF,204.0,humanoid,legacy,N,10.0,4.0,5900.0,123.5,17.0,123.5,21.0,7.0,7.0,94.666664,94.666664
Githyanki Kith'rak,MToF,205.0,humanoid,legacy,N,12.0,4.0,8400.0,180.0,18.0,180.0,21.0,8.0,8.0,84.0,84.0
Githyanki Kith’rak,MPMotM,140.0,humanoid,generic,N,12.0,4.0,8400.0,180.0,18.0,180.0,21.0,8.0,8.0,85.5,85.5
Githyanki Knight,MM,160.0,humanoid,generic,N,8.0,3.0,3900.0,91.0,18.0,91.0,20.0,9.0,9.0,46.0,46.0
Githyanki Supreme Commander,MPMotM,141.0,humanoid,legendary,L,14.0,5.0,11500.0,187.0,18.0,277.0,22.0,12.0,12.0,94.5,94.5
Githyanki Supreme Commander,MToF,206.0,humanoid,legacy,L,14.0,5.0,11500.0,187.0,18.0,187.0,21.0,12.0,12.0,93.0,93.0
Githyanki Warrior,MM,160.0,humanoid,generic,N,3.0,2.0,700.0,49.5,17.0,49.5,19.0,4.0,4.0,32.0,32.0
Githzerai Anarch,MPMotM,142.0,humanoid,legendary,LL,16.0,5.0,15000.0,144.5,20.0,294.5,22.0,10.0,10.0,165.0,211.66667
Githzerai Anarch,MToF,207.0,humanoid,legacy,LL,16.0,5.0,15000.0,144.5,20.0,144.5,27.0,10.0,10.0,229.33333,229.33333
Githzerai Enlightened,MPMotM,143.0,humanoid,generic,N,10.0,4.0,5900.0,112.5,18.0,112.5,20.0,8.0,8.0,93.0,93.0
Githzerai Enlightened,MToF,208.0,humanoid,legacy,N,10.0,4.0,5900.0,112.5,18.0,127.0,25.0,8.0,8.0,73.666664,73.666664
Githzerai Monk,MM,161.0,humanoid,generic,N,2.0,2.0,450.0,38.5,14.0,38.5,19.0,4.0,4.0,30.0,30.0
Githzerai Zerth,MM,161.0,humanoid,generic,N,6.0,3.0,2300.0,84.5,17.0,84.5,24.0,7.0,7.0,48.0,48.0
Glabrezu,MM,58.0,fiend,generic,N,9.0,4.0,5000.0,157.5,17.0,235.5,21.0,9.0,9.0,46.0,46.0
Gladiator,MM,399.0,humanoid,generic,N,5.0,3.0,1800.0,112.5,16.0,112.5,19.0,7.0,7.0,33.0,33.0
Glasswork Golem,WBtW,193.0,construct,generic,N,2.0,2.0,450.0,36.0,13.0,66.0,16.0,3.0,4.0,11.0,11.0
Gloamwing,GGtR,215.0,undead,generic,N,8.0,3.0,3900.0,136.0,16.0,204.0,16.0,8.0,8.0,33.0,33.0
Gloomstalker,EGtW,291.0,monstrosity,generic,N,6.0,3.0,2300.0,90.0,15.0,90.0,17.0,9.0,9.0,42.0,50.0
Gnoll,MM,163.0,humanoid,generic,N,0.5,2.0,100.0,22.5,15.0,22.5,15.0,4.0,4.0,7.0,7.0
Gnoll Fang of Yeenoghu,MM,163.0,fiend,generic,N,4.0,2.0,1100.0,65.0,14.0,65.0,16.0,5.0,5.0,29.0,29.0
Gnoll Flesh Gnawer,MPMotM,144.0,monstrosity,generic,N,1.0,2.0,200.0,22.0,14.0,22.0,14.0,4.0,4.0,15.5,17.333334
Gnoll Flesh Gnawer,VGtM,154.0,humanoid,legacy,N,1.0,2.0,200.0,22.0,14.0,22.0,14.0,4.0,4.0,16.0,16.0
Gnoll Hunter,MPMotM,144.0,monstrosity,generic,N,0.5,2.0,100.0,22.0,13.0,22.0,13.0,4.0,4.0,13.0,14.5
Gnoll Hunter,VGtM,154.0,humanoid,legacy,N,0.5,2.0,100.0,22.0,13.0,22.0,13.0,4.0,4.0,13.0,15.0
Gnoll Pack Lord,MM,163.0,humanoid,generic,N,2.0,2.0,450.0,49.5,15.0,49.5,15.0,5.0,5.0,16.0,16.0
Gnoll Vampire,IDRotF,290.0,undead,generic,N,8.0,3.0,3900.0,93.5,17.0,225.8,17.0,8.0,8.0,41.0,41.0
Gnoll Witherling,MPMotM,145.0,undead,generic,N,0.25,2.0,50.0,11.0,12.0,11.0,12.0,4.0,4.0,9.0,12.0
Gnoll Witherling,VGtM,155.0,undead,legacy,N,0.25,2.0,50.0,11.0,12.0,11.0,12.0,4.0,4.0,10.5,13.5
Gnome Ceremorph,IDRotF,304.0,aberration,generic,N,5.0,3.0,1800.0,58.5,16.0,88.5,20.0,7.0,7.0,45.333332,45.333332
Gnome Squidling,IDRotF,303.0,aberration,generic,N,0.5,2.0,100.0,10.5,8.0,14.5,10.0,0.0,0.0,12.333333,12.333333
"Gnome, Deep",MM,164.0,humanoid,generic,N,0.5,2.0,100.0,16.5,15.0,16.5,20.0,4.0,4.0,6.0,6.0
"Goat, Giant",MM,326.0,beast,generic,N,0.5,2.0,100.0,19.5,11.0,19.5,11.0,5.0,5.0,9.666667,9.666667
Goblin,MM,166.0,humanoid,generic,N,0.25,2.0,50.0,7.0,15.0,7.0,19.0,4.0,8.0,5.5,5.5
Goblin Boss,MM,166.0,humanoid,generic,N,1.0,2.0,200.0,21.0,17.0,36.0,21.0,4.0,8.0,10.0,10.0
Goblin Gang Member,GGtR,167.0,humanoid,generic,N,0.25,2.0,50.0,10.5,14.0,10.5,18.0,5.0,9.0,7.5,7.5
Gold Dragon Wyrmling,MM,115.0,dragon,generic,N,3.0,2.0,700.0,60.0,17.0,60.0,19.0,6.0,6.0,20.666666,20.666666
"Gold Dragon, Adult",MM,114.0,dragon,legendary,L,17.0,6.0,18000.0,256.5,19.0,346.0,21.0,14.0,14.0,127.666664,127.666664
"Gold Dragon, Ancient",MM,113.0,dragon,legendary,LL,24.0,7.0,62000.0,546.0,22.0,636.0,26.0,17.0,21.0,141.0,141.0
"Gold Dragon, Young",MM,115.0,dragon,generic,N,10.0,4.0,5900.0,178.5,18.0,178.5,20.0,10.0,10.0,65.333336,65.333336
Gold Greatwyrm,FToD,208.0,dragon,legendary,L,28.0,8.0,120000.0,565.5,22.0,685.5,24.0,18.0,18.0,195.0,195.0
Gold-Forged Sentinel,MOoT,221.0,construct,generic,N,5.0,3.0,1800.0,76.0,16.0,114.0,18.0,7.0,7.0,38.666668,38.666668
Golgari Shaman,GGtR,236.0,humanoid,generic,N,5.0,3.0,1800.0,88.0,14.0,93.0,14.0,6.0,6.0,37.333332,37.333332
Goliath Warrior,IDRotF,292.0,humanoid,generic,N,3.0,2.0,700.0,67.5,12.0,76.5,12.0,6.0,6.0,20.0,20.0
Goliath Werebear,IDRotF,293.0,humanoid,generic,N,8.0,3.0,3900.0,161.5,12.0,343.0,12.0,8.0,8.0,32.0,32.0
Gorgon,MM,171.0,monstrosity,generic,N,5.0,3.0,1800.0,114.0,19.0,114.0,19.0,8.0,8.0,23.333334,23.333334
Goristro,MM,59.0,fiend,generic,N,17.0,6.0,18000.0,310.5,19.0,310.5,23.0,13.0,13.0,83.0,83.0
Grandolpha Muzgardt,IDRotF,176.0,humanoid,unique,N,2.0,2.0,450.0,59.5,9.0,119.0,9.0,5.0,5.0,13.0,13.0
Gray Ooze,MM,243.0,ooze,generic,N,0.5,2.0,100.0,22.5,8.0,22.5,8.0,3.0,3.0,11.5,11.5
"Gray Ooze, Huge",WDotMM,244.0,ooze,unique,N,8.0,3.0,3900.0,152.0,8.0,152.0,8.0,7.0,7.0,84.0,84.0
"Gray Ooze, Psychic",MM,240.0,ooze,generic,N,0.5,2.0,100.0,22.5,8.0,22.5,8.0,3.0,3.0,11.5,11.5
Gray Render,MPMotM,146.0,monstrosity,generic,N,12.0,4.0,8400.0,189.0,19.0,189.0,19.0,8.0,10.0,64.0,77.0
Gray Render,MToF,209.0,monstrosity,legacy,N,12.0,4.0,8400.0,189.0,19.0,189.0,19.0,8.0,8.0,77.0,77.0
Graz'zt,MPMotM,148.0,fiend,unique,LL,24.0,7.0,62000.0,346.5,20.0,545.6,25.0,13.0,13.0,170.0,170.0
Graz’zt,MToF,149.0,fiend,legacy,LL,24.0,7.0,62000.0,346.5,20.0,545.0,29.0,13.0,15.0,150.0,150.0
Graz’zt,OotA,248.0,fiend,unique,LL,24.0,7.0,62000.0,378.0,20.0,585.0,29.0,13.0,15.0,170.0,170.0
Greater Zombie,TftYP,237.0,undead,generic,N,5.0,3.0,1800.0,97.5,15.0,111.0,15.0,7.0,7.0,28.0,28.0
Green Dragon Wyrmling,MM,95.0,dragon,generic,N,2.0,2.0,450.0,38.5,17.0,38.5,19.0,4.0,4.0,27.666666,27.666666
"Green Dragon, Adult",MM,94.0,dragon,legendary,L,15.0,5.0,13000.0,207.0,19.0,297.0,21.0,11.0,11.0,115.666664,115.666664
"Green Dragon, Ancient",MM,93.0,dragon,legendary,LL,22.0,7.0,41000.0,385.0,21.0,490.0,23.0,15.0,15.0,175.33333,175.33333
"Green Dragon, Young",MM,94.0,dragon,generic,N,8.0,3.0,3900.0,136.0,18.0,136.0,22.0,7.0,7.0,52.666668,52.666668
Green Greatwyrm,FToD,168.0,dragon,legendary,L,27.0,8.0,105000.0,533.0,22.0,653.0,24.0,18.0,18.0,183.0,183.0
Grell,MM,172.0,aberration,generic,N,3.0,2.0,700.0,55.0,12.0,55.0,12.0,4.0,4.0,14.0,14.0
Gremishka,VRGtR,235.0,monstrosity,generic,N,0.125,2.0,25.0,10.0,12.0,10.0,12.0,4.0,4.0,10.5,10.5
Grenl,TftYP,25.0,humanoid,unique,N,0.25,2.0,50.0,10.5,15.0,10.5,19.0,3.0,7.0,12.333333,12.333333
Grick,MM,173.0,monstrosity,generic,N,2.0,2.0,450.0,27.0,14.0,27.0,14.0,4.0,4.0,14.0,14.0
"Grick, Alpha",MM,173.0,monstrosity,generic,N,7.0,3.0,2900.0,75.0,18.0,112.5,18.0,7.0,7.0,46.0,46.0
Griffon,MM,174.0,monstrosity,generic,N,2.0,2.0,450.0,59.5,12.0,59.5,12.0,6.0,6.0,19.0,19.0
Griffon Cavalry Rider,WDH,197.0,humanoid,generic,N,2.0,2.0,450.0,58.5,17.0,58.5,17.0,4.0,4.0,11.0,11.0
Grimlock,MM,175.0,humanoid,generic,N,0.25,2.0,50.0,11.0,11.0,11.0,11.0,5.0,5.0,8.0,8.0
Grippli Warrior,CM,99.0,humanoid,generic,N,0.25,2.0,50.0,13.5,12.0,13.5,12.0,4.0,4.0,9.0,9.0
Grisha,OotA,232.0,humanoid,unique,N,2.0,2.0,450.0,33.0,18.0,33.0,18.0,4.0,4.0,44.0,44.0
Groff,SaCoC,194.0,plant,generic,N,4.0,2.0,1100.0,68.0,13.0,68.0,13.0,7.0,7.0,18.0,25.0
Grung,MPMotM,149.0,humanoid,generic,N,0.25,2.0,50.0,11.0,12.0,11.0,12.0,4.0,4.0,9.5,9.5
Grung,VGtM,156.0,humanoid,legacy,N,0.25,2.0,50.0,11.0,12.0,11.0,12.0,4.0,4.0,9.5,9.5
Grung Elite Warrior,MPMotM,150.0,humanoid,generic,N,2.0,2.0,450.0,49.5,13.0,49.5,13.0,5.0,5.0,11.5,11.5
Grung Elite Warrior,VGtM,157.0,humanoid,legacy,N,2.0,2.0,450.0,49.5,13.0,49.5,14.0,5.0,5.0,11.0,11.0
Grung Wildling,MPMotM,150.0,humanoid,generic,N,1.0,2.0,200.0,27.5,16.0,27.5,16.0,5.0,5.0,11.5,11.5
Grung Wildling,VGtM,157.0,humanoid,legacy,N,1.0,2.0,200.0,27.5,16.0,27.5,16.0,5.0,5.0,17.333334,17.333334
Guard,MM,347.0,humanoid,generic,N,0.125,2.0,25.0,11.0,16.0,11.0,16.0,3.0,3.0,4.5,4.5
Guard Drake,MPMotM,151.0,dragon,generic,N,2.0,2.0,450.0,52.5,14.0,52.5,14.0,5.0,5.0,14.0,14.0
Guard Drake,VGtM,158.0,dragon,legacy,N,2.0,2.0,450.0,52.5,14.0,52.5,14.0,5.0,5.0,13.0,13.0
"Guard Drake, Black",MPMotM,151.0,dragon,generic,N,2.0,2.0,450.0,52.5,14.0,52.5,14.0,5.0,5.0,14.0,14.0
"Guard Drake, Black",VGtM,158.0,dragon,legacy,N,2.0,2.0,450.0,52.5,14.0,52.5,14.0,5.0,5.0,13.0,13.0
"Guard Drake, Blue",HotDQ,91.0,dragon,generic,N,2.0,2.0,450.0,52.5,14.0,52.5,14.0,5.0,5.0,13.0,13.0
"Guard Drake, Blue",MPMotM,151.0,dragon,generic,N,2.0,2.0,450.0,52.5,14.0,52.5,14.0,5.0,5.0,14.0,14.0
"Guard Drake, Green",MPMotM,151.0,dragon,generic,N,2.0,2.0,450.0,52.5,14.0,52.5,14.0,5.0,5.0,14.0,14.0
"Guard Drake, Green",VGtM,158.0,dragon,legacy,N,2.0,2.0,450.0,52.5,14.0,52.5,14.0,5.0,5.0,13.0,13.0
"Guard Drake, Red",MPMotM,151.0,dragon,generic,N,2.0,2.0,450.0,52.5,14.0,52.5,14.0,5.0,5.0,14.0,14.0
"Guard Drake, Red",VGtM,158.0,dragon,legacy,N,2.0,2.0,450.0,52.5,14.0,52.5,14.0,5.0,5.0,13.0,13.0
"Guard Drake, White",MPMotM,151.0,dragon,generic,N,2.0,2.0,450.0,52.5,14.0,52.5,14.0,5.0,5.0,14.0,14.0
"Guard Drake, White",VGtM,158.0,dragon,legacy,N,2.0,2.0,450.0,52.5,14.0,52.5,14.0,5.0,5.0,13.0,13.0
Guardian Giant,GGtR,201.0,giant,generic,N,8.0,3.0,3900.0,137.5,19.0,137.5,19.0,10.0,10.0,51.0,51.0
Guardian Portrait,CoS,227.0,construct,unique,N,1.0,2.0,200.0,22.5,5.0,22.5,5.0,4.0,4.0,10.5,10.5
Guardian Wolf,EGtW,271.0,monstrosity,generic,N,4.0,2.0,1100.0,66.5,14.0,66.5,14.0,8.0,8.0,26.0,26.0
Gunvald Halraggson,IDRotF,305.0,humanoid,unique,N,5.0,3.0,1800.0,76.5,13.0,106.5,13.0,8.0,8.0,33.0,33.0
