Monster,Book,Page,Type,Size,Category,Legendary,CR,PB,XP,Str Mod,Dex Mod,Con Mod,Int Mod,Wis Mod,Cha Mod,Str Save,Dex Save,Con Save,Int Save,Wis Save,Cha Save,Blinded,Charmed,Deafened,Exhaustion,Frightened,Grappled,Incapacitated,Invisible,Paralyzed,Petrified,Poisoned,Prone,Restrained,Stunned,Unconscious,Bludgeoning,Piercing,Slashing,Acid,Cold,Fire,Force,Lightning,Necrotic,Poison,Psychic,Radiant,Thunder,Initiative,AC,adj AC,HP,adj HP,SB,adj SB,AB,adj AB,DPR,adj DPR,Save DC
Gibbering Mouther,MM,157.0,aberration,medium,generic,N,2.0,2,450.0,0.0,-1.0,3.0,-4.0,0.0,-2.0,0,-1,3,-4,0,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1,9.0,9.0,67.5,67.5,-0.7,-0.7,2.0,2.0,17.5,17.5,10.0
Githyanki Knight,MM,160.0,humanoid,medium,generic,N,8.0,3,3900.0,3.0,2.0,2.0,2.0,2.0,2.0,3,2,5,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,18.0,18.0,91.0,91.0,3.7,3.7,9.0,9.0,46.0,46.0,
Githyanki Warrior,MM,160.0,humanoid,medium,generic,N,3.0,2,700.0,2.0,2.0,1.0,1.0,1.0,0.0,2,2,3,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,17.0,17.0,49.5,49.5,2.2,2.2,4.0,4.0,32.0,32.0,
Githzerai Monk,MM,161.0,humanoid,medium,generic,N,2.0,2,450.0,1.0,2.0,1.0,1.0,2.0,0.0,3,4,1,3,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,14.0,19.0,38.5,38.5,2.5,2.5,4.0,4.0,31.0,31.0,
Githzerai Zerth,MM,161.0,humanoid,medium,generic,N,6.0,3,2300.0,1.0,4.0,2.0,3.0,3.0,1.0,4,7,2,6,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,17.0,22.0,84.5,84.5,4.3,4.3,7.0,7.0,48.0,48.0,14.0
Glabrezu,MM,58.0,fiend,large,generic,N,9.0,4,5000.0,5.0,2.0,5.0,4.0,3.0,3.0,9,2,9,4,7,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,1.0,0.5,0.5,1.0,0.5,1.0,0.0,1.0,1.0,1.0,2,17.0,17.0,157.5,236.3,6.3,10.3,9.0,9.0,46.0,46.0,16.0
Gladiator,MM,399.0,humanoid,medium,generic,N,5.0,3,1800.0,4.0,2.0,3.0,0.0,1.0,2.0,7,5,6,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,16.0,18.0,112.5,112.5,3.5,3.5,7.0,7.0,33.0,33.0,15.0
Gnoll,MM,163.0,humanoid,medium,generic,N,0.5,2,100.0,2.0,1.0,0.0,-2.0,0.0,-2.0,2,1,0,-2,0,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,15.0,15.0,22.5,22.5,-0.2,-0.2,4.0,4.0,7.0,7.0,
Gnoll Fang of Yeenoghu,MM,163.0,fiend,medium,generic,N,4.0,2,1100.0,3.0,2.0,2.0,0.0,0.0,1.0,3,2,4,0,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,14.0,14.0,65.0,65.0,2.3,2.3,5.0,5.0,29.0,29.0,
Gnoll Pack Lord,MM,163.0,humanoid,medium,generic,N,2.0,2,450.0,3.0,2.0,1.0,-1.0,0.0,-1.0,3,2,1,-1,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,15.0,15.0,49.5,49.5,0.7,0.7,5.0,5.0,17.0,19.0,
Goblin,MM,166.0,humanoid,small,generic,N,0.25,2,50.0,-1.0,2.0,0.0,0.0,-1.0,-1.0,-1,2,0,0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,15.0,19.0,7.0,7.0,-0.2,3.8,4.0,8.0,5.5,5.5,
Goblin Boss,MM,166.0,humanoid,small,generic,N,1.0,2,200.0,0.0,2.0,0.0,0.0,-1.0,0.0,0,2,0,0,-1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,17.0,21.0,21.0,36.0,0.2,4.2,4.0,8.0,10.0,10.0,
Gold Dragon Wyrmling,MM,115.0,dragon,medium,generic,N,3.0,2,700.0,4.0,2.0,3.0,2.0,0.0,3.0,4,4,5,2,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,17.0,17.0,60.0,60.0,3.7,3.7,6.0,6.0,20.666666,20.666666,13.0
Gorgon,MM,171.0,monstrosity,large,generic,N,5.0,3,1800.0,5.0,0.0,4.0,-4.0,1.0,-2.0,5,0,4,-4,1,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,19.0,19.0,114.0,114.0,0.7,0.7,8.0,8.0,23.333334,23.333334,16.0
Goristro,MM,59.0,fiend,huge,generic,N,17.0,6,18000.0,7.0,0.0,7.0,-2.0,1.0,2.0,13,6,13,-2,7,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,1.0,0.5,0.5,1.0,0.5,1.0,0.0,1.0,1.0,1.0,0,19.0,19.0,310.5,310.5,6.5,10.5,13.0,13.0,83.0,83.0,
Gray Ooze,MM,243.0,ooze,medium,generic,N,0.5,2,100.0,1.0,-2.0,3.0,-5.0,-2.0,-4.0,1,-2,3,-5,-2,-4,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2,8.0,8.0,22.5,22.5,-1.5,-1.5,3.0,3.0,11.5,11.5,
Gray Slaad,MM,277.0,aberration,medium,generic,N,9.0,4,5000.0,3.0,3.0,3.0,1.0,-1.0,2.0,3,3,3,1,-1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,3,18.0,18.0,127.5,236.3,1.8,5.8,7.0,7.0,46.0,46.0,14.0
Green Dragon Wyrmling,MM,95.0,dragon,medium,generic,N,2.0,2,450.0,2.0,1.0,1.0,2.0,0.0,1.0,2,3,3,2,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1,17.0,17.0,38.5,38.5,2.5,2.5,4.0,4.0,21.333334,21.333334,11.0
Green Hag,MM,177.0,fey,medium,generic,N,3.0,2,700.0,4.0,1.0,3.0,1.0,2.0,2.0,4,1,3,1,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,17.0,17.0,82.5,82.5,2.2,2.2,6.0,6.0,13.0,13.0,12.0
Green Slaad,MM,277.0,aberration,large,generic,N,8.0,3,3900.0,4.0,2.0,3.0,0.0,-1.0,1.0,4,2,3,0,-1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,2,16.0,16.0,127.5,196.9,1.5,5.5,7.0,7.0,50.0,50.0,12.0
Grell,MM,172.0,aberration,medium,generic,N,3.0,2,700.0,2.0,2.0,1.0,1.0,0.0,-1.0,2,2,1,1,0,-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2,12.0,12.0,55.0,55.0,0.8,0.8,4.0,4.0,14.0,14.0,
Grick,MM,173.0,monstrosity,medium,generic,N,2.0,2,450.0,2.0,2.0,0.0,-4.0,2.0,-3.0,2,2,0,-4,2,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,14.0,14.0,27.0,27.0,-0.2,-0.2,4.0,4.0,14.5,14.5,
Grick Alpha,MM,173.0,monstrosity,large,generic,N,7.0,3,2900.0,4.0,3.0,2.0,-3.0,2.0,-1.0,4,3,2,-3,2,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,18.0,18.0,75.0,112.5,1.2,1.2,7.0,7.0,46.0,46.0,
Griffon,MM,174.0,monstrosity,large,generic,N,2.0,2,450.0,4.0,2.0,3.0,-4.0,1.0,-1.0,4,2,3,-4,1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,12.0,12.0,59.5,59.5,0.8,0.8,6.0,6.0,19.5,19.5,
Grimlock,MM,175.0,humanoid,medium,generic,N,0.25,2,50.0,3.0,1.0,1.0,-1.0,-1.0,-2.0,3,1,1,-1,-1,-2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,11.0,11.0,11.0,11.0,0.2,0.2,5.0,5.0,8.0,8.0,
Guard,MM,347.0,humanoid,medium,generic,N,0.125,2,25.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,16.0,16.0,11.0,11.0,0.5,0.5,3.0,3.0,4.5,4.5,
Guardian Naga,MM,234.0,monstrosity,large,generic,N,10.0,4,5900.0,4.0,4.0,3.0,3.0,4.0,4.0,4,8,7,7,8,8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,4,18.0,18.0,127.5,127.5,7.0,7.0,8.0,8.0,58.333332,58.333332,16.0
Gynosphinx,MM,282.0,monstrosity,large,legendary,LL,11.0,4,7200.0,4.0,2.0,3.0,4.0,4.0,4.0,4,2,3,4,4,4,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2,17.0,22.0,136.0,170.0,3.5,3.5,8.0,8.0,65.0,65.0,
Half-Ogre,MM,238.0,giant,large,generic,N,1.0,2,200.0,3.0,0.0,2.0,-2.0,-1.0,0.0,3,0,2,-2,-1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,12.0,12.0,30.0,30.0,0.3,0.3,5.0,5.0,14.0,14.0,
Half-Red Dragon Veteran,MM,180.0,humanoid,medium,generic,N,5.0,3,1800.0,3.0,1.0,2.0,0.0,0.0,0.0,3,1,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,18.0,18.0,65.0,65.0,1.0,1.0,5.0,5.0,29.333334,29.333334,
Harpy,MM,181.0,monstrosity,medium,generic,N,1.0,2,200.0,1.0,1.0,1.0,-2.0,0.0,1.0,1,1,1,-2,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,11.0,11.0,38.5,38.5,0.3,0.3,3.0,3.0,9.0,9.0,
Hell Hound,MM,182.0,fiend,medium,generic,N,3.0,2,700.0,3.0,1.0,2.0,-2.0,1.0,-2.0,3,1,2,-2,1,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,15.0,15.0,45.5,45.5,0.5,0.5,5.0,6.0,23.333334,23.333334,12.0
Helmed Horror,MM,183.0,construct,medium,generic,N,4.0,2,1100.0,4.0,1.0,3.0,0.0,0.0,0.0,4,1,3,0,0,0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.8,0.8,0.8,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1,20.0,20.0,60.0,120.0,1.3,5.3,6.0,6.0,16.0,16.0,
Hezrou,MM,60.0,fiend,large,generic,N,8.0,3,3900.0,4.0,3.0,5.0,-3.0,1.0,1.0,7,3,8,-3,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,1.0,0.5,0.5,1.0,0.5,1.0,0.0,1.0,1.0,1.0,3,16.0,18.0,136.5,170.6,3.3,7.3,7.0,7.0,37.0,37.0,14.0
Hill Giant,MM,155.0,giant,huge,generic,N,5.0,3,1800.0,5.0,-1.0,4.0,-3.0,-1.0,-2.0,5,-1,4,-3,-1,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1,13.0,13.0,105.0,105.0,0.3,0.3,8.0,8.0,36.0,36.0,
Hippogriff,MM,184.0,monstrosity,large,generic,N,1.0,2,200.0,3.0,1.0,1.0,-4.0,1.0,-1.0,3,1,1,-4,1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,11.0,11.0,19.5,19.5,0.2,0.2,5.0,5.0,18.0,18.0,
Hobgoblin,MM,186.0,humanoid,medium,generic,N,0.5,2,100.0,1.0,1.0,1.0,0.0,0.0,-1.0,1,1,1,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,18.0,18.0,11.0,11.0,0.3,0.3,3.0,3.0,12.0,12.0,
Hobgoblin Captain,MM,186.0,humanoid,medium,generic,N,3.0,2,700.0,2.0,2.0,2.0,1.0,0.0,1.0,2,2,2,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,17.0,17.0,39.0,39.0,1.3,1.3,4.0,4.0,28.0,28.0,
Hobgoblin Warlord,MM,187.0,humanoid,medium,generic,N,6.0,3,2300.0,3.0,2.0,3.0,2.0,0.0,2.0,3,2,3,5,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,20.0,22.0,97.5,97.5,3.5,3.5,9.0,9.0,36.5,36.5,
Homunculus,MM,188.0,construct,tiny,generic,N,0.0,2,10.0,-3.0,2.0,0.0,0.0,0.0,-2.0,-3,2,0,0,0,-2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2,13.0,13.0,5.0,5.0,-0.5,-0.5,4.0,4.0,1.0,1.0,
Hook Horror,MM,189.0,monstrosity,large,generic,N,3.0,2,700.0,4.0,0.0,2.0,-2.0,1.0,-2.0,4,0,2,-2,1,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,15.0,15.0,75.0,75.0,0.5,0.5,6.0,6.0,22.0,22.0,
Horned Devil,MM,74.0,fiend,large,generic,N,11.0,4,7200.0,6.0,3.0,5.0,1.0,3.0,3.0,10,7,5,1,7,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,1.0,0.5,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3,18.0,18.0,178.5,223.1,6.2,10.2,10.0,10.0,61.5,61.5,17.0
Hunter Shark,MM,330.0,beast,large,generic,N,2.0,2,450.0,4.0,1.0,2.0,-5.0,0.0,-3.0,4,1,2,-5,0,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,12.0,12.0,45.0,45.0,-0.2,-0.2,6.0,10.0,13.0,13.0,
Hydra,MM,190.0,monstrosity,huge,generic,N,8.0,3,3900.0,5.0,1.0,5.0,-4.0,0.0,-2.0,5,1,5,-4,0,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,15.0,15.0,172.5,172.5,0.8,0.8,8.0,8.0,50.0,50.0,
Ice Devil,MM,75.0,fiend,large,generic,N,14.0,5,11500.0,5.0,2.0,4.0,4.0,2.0,4.0,5,7,9,4,7,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2,18.0,18.0,180.5,270.8,6.8,10.8,10.0,10.0,77.666664,77.666664,17.0
Ice Mephit,MM,215.0,elemental,small,generic,N,0.5,2,100.0,-2.0,1.0,0.0,-1.0,0.0,1.0,-2,1,0,-1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1,11.0,11.0,21.0,21.0,-0.2,-0.2,3.0,3.0,8.0,8.0,10.0
Imp,MM,76.0,fiend,tiny,generic,N,1.0,2,200.0,-2.0,3.0,1.0,0.0,1.0,2.0,-2,3,1,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,1.0,0.5,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3,13.0,13.0,10.5,21.0,0.8,4.8,5.0,5.0,15.0,15.0,
Incubus,MM,285.0,fiend,medium,generic,N,4.0,2,1100.0,-1.0,3.0,1.0,2.0,1.0,5.0,-1,3,1,2,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,1.0,0.5,1.0,1.0,1.0,3,15.0,15.0,66.0,132.0,1.8,1.8,7.0,7.0,21.333334,21.333334,15.0
Intellect Devourer,MM,191.0,aberration,tiny,generic,N,2.0,2,450.0,-2.0,2.0,1.0,1.0,0.0,0.0,-2,2,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,12.0,12.0,21.0,21.0,0.3,0.3,4.0,4.0,18.0,18.0,12.0
Invisible Stalker,MM,192.0,elemental,medium,generic,N,6.0,3,2300.0,3.0,4.0,2.0,0.0,2.0,0.0,3,4,2,0,2,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,4,14.0,18.0,104.0,156.0,1.8,5.8,6.0,10.0,20.0,20.0,
Iron Golem,MM,170.0,construct,large,generic,N,16.0,5,15000.0,7.0,-1.0,5.0,-4.0,0.0,-5.0,7,-1,5,-4,0,-5,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,-1,20.0,20.0,210.0,315.0,0.3,4.3,13.0,13.0,60.666668,60.666668,19.0
Jackalwere,MM,193.0,humanoid,medium,generic,N,0.5,2,100.0,0.0,2.0,0.0,1.0,0.0,0.0,0,2,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,12.0,12.0,18.0,36.0,0.5,0.5,4.0,5.0,5.0,5.0,
Kenku,MM,194.0,humanoid,medium,generic,N,0.25,2,50.0,0.0,3.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,13.0,13.0,13.5,13.5,0.5,0.5,5.0,6.0,6.5,6.5,
Killer Whale,MM,331.0,beast,huge,generic,N,3.0,2,700.0,4.0,0.0,1.0,-4.0,1.0,-2.0,4,0,1,-4,1,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,12.0,12.0,90.0,90.0,0.0,0.0,6.0,6.0,21.0,21.0,
Knight,MM,347.0,humanoid,medium,generic,N,3.0,2,700.0,3.0,0.0,2.0,0.0,0.0,2.0,3,0,4,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,18.0,19.0,52.0,52.0,1.8,1.8,5.0,5.0,20.0,20.0,
Kobold,MM,195.0,humanoid,small,generic,N,0.125,2,25.0,-2.0,2.0,-1.0,-1.0,-2.0,-1.0,-2,2,-1,-1,-2,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,12.0,12.0,5.0,5.0,-0.8,-0.8,4.0,5.0,4.5,4.5,
Kraken,MM,197.0,monstrosity,gargantuan,legendary,LL,23.0,7,50000.0,10.0,0.0,7.0,6.0,4.0,5.0,17,7,14,13,11,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0,18.0,18.0,472.5,590.6,11.2,11.2,15.0,15.0,284.0,284.0,23.0
Kuo-toa,MM,199.0,humanoid,medium,generic,N,0.25,2,50.0,1.0,0.0,0.0,0.0,0.0,-1.0,1,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,13.0,13.0,18.0,18.0,0.0,0.0,3.0,3.0,4.5,4.5,
