Monster,Book,Page,Type,Size,Category,Legendary,CR,PB,XP,Str Mod,Dex Mod,Con Mod,Int Mod,Wis Mod,Cha Mod,Str Save,Dex Save,Con Save,Int Save,Wis Save,Cha Save,Blinded,Charmed,Deafened,Exhaustion,Frightened,Grappled,Incapacitated,Invisible,Paralyzed,Petrified,Poisoned,Prone,Restrained,Stunned,Unconscious,Bludgeoning,Piercing,Slashing,Acid,Cold,Fire,Force,Lightning,Necrotic,Poison,Psychic,Radiant,Thunder,Initiative,AC,adj AC,HP,adj HP,SB,adj SB,AB,adj AB,DPR,adj DPR,Save DC
Elemental Cataclysm,MM (2024),111.0,Elemental,Gargantuan,generic,L,22.0,7,41000.0,8.0,4.0,8.0,-1.0,2.0,-1.0,8,11,15,-1,9,6,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,18.0,20.0,20.0,370.0,612.5,8.0,12.0,15.0,15.0,156.0,156.0,23.0
Empyrean Iota,MM (2024),111.0,,Medium,generic,N,1.0,2,150.0,-5.0,2.0,0.0,2.0,3.0,3.0,-5,2,0,2,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,13.0,17.0,22.5,61.0,0.8,4.8,5.0,5.0,7.5,7.5,
Empyrean,MM (2024),111.0,,Huge,generic,L,23.0,7,50000.0,10.0,5.0,10.0,5.0,6.0,8.0,17,5,10,5,13,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,19.0,22.0,22.0,346.5,466.5,9.7,13.7,16.0,16.0,228.0,228.0,23.0
Elemental Cultist,MM (2024),87.0,Humanoid,Medium,generic,N,8.0,3,3500.0,4.0,1.0,3.0,2.0,4.0,1.0,4,1,6,2,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,16.0,16.0,135.0,150.0,3.5,3.5,7.0,7.0,75.0,75.0,
Elephant,MM (2024),353.0,Beast,Huge,generic,N,4.0,2,1000.0,6.0,-1.0,3.0,-4.0,0.0,-2.0,6,-1,3,-4,0,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,12.0,12.0,76.0,76.0,0.3,0.3,8.0,8.0,35.666668,35.666668,16.0
Elk,MM (2024),353.0,Beast,Large,generic,N,0.25,2,37.0,3.0,0.0,0.0,-4.0,0.0,-2.0,3,0,0,-4,0,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,10.0,10.0,11.0,11.0,-0.5,-0.5,5.0,5.0,7.6666665,7.6666665,
Erinyes,MM (2024),114.0,Fiend,Medium,generic,N,12.0,4,8200.0,4.0,3.0,4.0,2.0,2.0,4.0,4,7,8,2,2,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,7.0,18.0,20.0,178.5,178.5,5.2,9.2,8.0,10.0,86.0,86.0,16.0
Ettercap,MM (2024),115.0,Monstrosity,Medium,generic,N,2.0,2,300.0,2.0,2.0,1.0,-2.0,1.0,-1.0,2,2,1,-2,1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,13.0,14.0,44.0,44.0,0.5,0.5,4.0,4.0,15.0,15.0,12.0
Ettin,MM (2024),116.0,Giant,Large,generic,N,4.0,2,1000.0,5.0,-1.0,3.0,-2.0,0.0,-1.0,5,-1,3,-2,0,-1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,12.0,12.0,85.0,85.0,0.7,0.7,7.0,9.0,28.0,28.0,
Faerie Dragon Adult,MM (2024),117.0,Dragon,Tiny,generic,N,2.0,2,300.0,-4.0,5.0,1.0,2.0,1.0,3.0,-4,5,1,2,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,15.0,19.0,35.0,35.0,1.3,9.3,7.0,11.0,11.0,11.0,
Faerie Dragon Youth,MM (2024),117.0,Dragon,Tiny,generic,N,1.0,2,150.0,-4.0,3.0,1.0,1.0,1.0,2.0,-4,3,1,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,13.0,17.0,21.0,21.0,0.7,8.7,5.0,9.0,8.0,8.0,
Fiend Cultist,MM (2024),87.0,Humanoid,Medium,generic,N,8.0,3,3500.0,4.0,2.0,3.0,1.0,4.0,0.0,4,2,6,1,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,16.0,16.0,127.5,127.5,3.3,3.3,7.0,7.0,86.333336,86.333336,15.0
Fire Elemental,MM (2024),118.0,Elemental,Large,generic,N,5.0,3,1400.0,0.0,3.0,3.0,-2.0,0.0,-2.0,0,3,3,-2,0,-2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5,0.5,0.5,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,13.0,13.0,93.5,140.3,0.3,0.3,6.0,6.0,41.5,41.5,
Fire Giant,MM (2024),119.0,Giant,Huge,generic,N,9.0,4,4500.0,7.0,-1.0,6.0,0.0,2.0,1.0,7,3,10,0,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,18.0,18.0,162.5,162.5,4.5,4.5,11.0,11.0,63.0,63.0,
Flameskull,MM (2024),120.0,Undead,Tiny,generic,N,4.0,2,1000.0,-5.0,3.0,2.0,3.0,0.0,0.0,-5,3,2,3,0,0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,13.0,17.0,40.5,81.0,0.5,4.5,5.0,5.0,36.666668,36.666668,13.0
Flaming Skeleton,MM (2024),283.0,Undead,Medium,generic,N,3.0,2,600.0,0.0,2.0,2.0,0.0,2.0,-1.0,0,2,2,0,2,-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,15.0,15.0,65.0,65.0,0.8,0.8,4.0,4.0,18.0,27.333334,12.0
Flesh Golem,MM (2024),121.0,Construct,Medium,generic,N,5.0,3,1400.0,4.0,-1.0,4.0,-2.0,0.0,-3.0,4,-1,4,-2,0,-3,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,-1.0,9.0,9.0,127.5,127.5,0.3,4.3,7.0,7.0,35.0,35.0,
Flumph,MM (2024),122.0,Aberration,Small,generic,N,0.125,2,19.0,-2.0,2.0,0.0,2.0,2.0,0.0,-2,2,0,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,12.0,12.0,7.0,7.0,0.7,0.7,4.0,4.0,4.5,4.5,
Flying Snake,MM (2024),353.0,Monstrosity,Tiny,generic,N,0.125,2,19.0,-3.0,2.0,0.0,-4.0,1.0,-3.0,-3,2,0,-4,1,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,14.0,18.0,5.0,5.0,-1.2,-1.2,4.0,4.0,6.0,6.0,
Fomorian,MM (2024),123.0,Giant,Huge,generic,N,8.0,3,3500.0,6.0,0.0,5.0,-1.0,2.0,-2.0,6,0,5,-1,2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,14.0,14.0,172.5,172.5,1.7,1.7,9.0,9.0,48.0,48.0,16.0
Frog,MM (2024),354.0,Beast,Tiny,generic,N,0.0,2,7.0,-5.0,1.0,-1.0,-5.0,-1.0,-4.0,-5,1,-1,-5,-1,-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,11.0,1.5,1.5,-2.5,-2.5,3.0,3.0,1.0,1.0,
Frost Giant,MM (2024),124.0,Giant,Huge,generic,N,8.0,3,3500.0,6.0,-1.0,5.0,-1.0,0.0,1.0,6,-1,8,-1,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,15.0,15.0,149.5,165.5,3.2,3.2,9.0,10.0,56.0,56.0,
Galeb Duhr,MM (2024),127.0,Elemental,Medium,generic,N,6.0,3,2000.0,5.0,2.0,5.0,0.0,1.0,0.0,5,2,5,0,1,0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,16.0,16.0,123.5,123.5,2.2,2.2,8.0,8.0,39.0,39.0,
Gargoyle,MM (2024),128.0,Elemental,Medium,generic,N,2.0,2,300.0,2.0,0.0,3.0,-2.0,0.0,-2.0,2,0,3,-2,0,-2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,15.0,19.0,67.5,67.5,0.2,0.2,4.0,4.0,14.0,14.0,
Gas Spore Fungus,MM (2024),125.0,Plant,Large,generic,N,0.5,2,75.0,-3.0,-5.0,-4.0,-5.0,-5.0,-5.0,-3,-5,-4,-5,-5,-5,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,-5.0,8.0,9.0,13.5,13.5,-4.5,-4.5,0.0,0.0,3.5,10.5,10.0
Gelatinous Cube,MM (2024),129.0,Ooze,Large,generic,N,2.0,2,300.0,2.0,-4.0,5.0,-5.0,-2.0,-5.0,2,-4,5,-5,-2,-5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-4.0,6.0,6.0,63.0,63.0,-1.5,-1.5,4.0,4.0,29.333334,29.333334,12.0
Ghast,MM (2024),130.0,Undead,Medium,generic,N,2.0,2,300.0,3.0,3.0,0.0,0.0,0.0,-1.0,3,3,0,0,2,-1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,3.0,13.0,14.0,36.0,36.0,1.2,1.2,5.0,5.0,16.5,16.5,10.0
Ghast Gravecaller,MM (2024),130.0,Undead,Medium,generic,N,6.0,3,2000.0,3.0,3.0,2.0,4.0,2.0,-1.0,3,3,5,4,5,-1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,16.0,18.0,97.5,97.5,3.2,3.2,7.0,11.0,28.0,33.600002,
Ghost,MM (2024),131.0,Undead,Medium,generic,N,4.0,2,1000.0,-2.0,1.0,0.0,0.0,1.0,3.0,-2,1,0,0,1,3,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.0,0.0,1.0,1.0,0.5,1.0,11.0,11.0,45.0,120.0,0.5,0.5,5.0,5.0,39.0,39.0,13.0
Ghoul,MM (2024),132.0,Undead,Medium,generic,N,1.0,2,150.0,1.0,2.0,0.0,-2.0,0.0,-2.0,1,2,0,-2,0,-2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,12.0,12.0,22.5,22.5,-0.2,-0.2,4.0,4.0,18.0,18.0,
Giant Ape,MM (2024),354.0,Beast,Huge,generic,N,7.0,3,2600.0,6.0,2.0,4.0,-3.0,1.0,-2.0,6,2,4,-3,1,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,12.0,12.0,168.0,168.0,1.3,1.3,9.0,9.0,45.0,45.0,
Giant Axe Beak,MM (2024),24.0,Monstrosity,Huge,generic,N,5.0,3,1400.0,5.0,2.0,4.0,-4.0,1.0,-3.0,5,2,4,-4,1,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,15.0,15.0,84.0,84.0,0.8,0.8,8.0,8.0,38.5,38.5,
Giant Badger,MM (2024),354.0,Beast,Medium,generic,N,0.25,2,37.0,1.0,0.0,3.0,-4.0,1.0,-3.0,1,0,3,-4,1,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.0,13.0,13.0,15.0,15.0,-0.3,-0.3,3.0,3.0,6.0,6.0,
Giant Bat,MM (2024),355.0,Beast,Large,generic,N,0.25,2,37.0,2.0,3.0,0.0,-4.0,1.0,-2.0,2,3,0,-4,1,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,13.0,13.0,22.0,22.0,0.0,0.0,5.0,5.0,6.5,6.5,
Giant Boar,MM (2024),355.0,Beast,Large,generic,N,2.0,2,300.0,3.0,0.0,3.0,-4.0,-2.0,-3.0,5,0,3,-4,-2,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,13.0,13.0,42.5,42.5,-0.2,-0.2,5.0,7.0,12.333333,12.333333,
Giant Centipede,MM (2024),355.0,Beast,Small,generic,N,0.25,2,37.0,-3.0,2.0,1.0,-5.0,-2.0,-4.0,-3,2,1,-5,-2,-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,14.0,15.0,9.0,9.0,-1.8,-1.8,4.0,4.0,4.5,4.5,
Giant Constrictor Snake,MM (2024),355.0,Beast,Huge,generic,N,2.0,2,300.0,4.0,2.0,1.0,-5.0,0.0,-4.0,4,2,1,-5,0,-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,12.0,12.0,60.0,60.0,-0.3,-0.3,6.0,6.0,24.0,24.0,14.0
Giant Crab,MM (2024),356.0,Beast,Medium,generic,N,0.125,2,19.0,1.0,1.0,0.0,-5.0,-1.0,-4.0,1,1,0,-5,-1,-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,15.0,13.5,13.5,-1.3,-1.3,3.0,3.0,4.5,4.5,
Giant Crocodile,MM (2024),356.0,Beast,Huge,generic,N,5.0,3,1400.0,5.0,-1.0,3.0,-4.0,0.0,-2.0,5,-1,3,-4,0,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,14.0,15.0,85.5,85.5,0.2,0.2,8.0,9.0,40.0,40.0,
Giant Eagle,MM (2024),356.0,Celestial,Large,generic,N,1.0,2,150.0,3.0,3.0,1.0,-1.0,2.0,0.0,3,3,1,-1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,3.0,13.0,13.0,26.0,26.0,1.3,1.3,5.0,5.0,18.0,18.0,
Giant Elk,MM (2024),356.0,Celestial,Huge,generic,N,2.0,2,300.0,4.0,4.0,2.0,-2.0,2.0,0.0,6,6,2,-2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,6.0,14.0,14.0,42.5,42.5,2.3,2.3,6.0,6.0,17.666666,17.666666,
Giant Fire Beetle,MM (2024),357.0,Beast,Small,generic,N,0.0,2,7.0,-1.0,0.0,1.0,-5.0,-2.0,-4.0,-1,0,1,-5,-2,-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,13.0,13.0,4.5,4.5,-1.8,-1.8,1.0,1.0,1.0,1.0,
Giant Frog,MM (2024),357.0,Beast,Medium,generic,N,0.25,2,37.0,1.0,1.0,0.0,-4.0,0.0,-4.0,1,1,0,-4,0,-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,11.0,18.0,18.0,-1.0,-1.0,3.0,3.0,5.5,5.5,
Giant Goat,MM (2024),357.0,Beast,Large,generic,N,0.5,2,75.0,3.0,1.0,1.0,-4.0,1.0,-2.0,5,1,1,-4,1,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,11.0,19.5,19.5,0.3,0.3,5.0,5.0,8.166667,8.166667,
Giant Hyena,MM (2024),357.0,Beast,Large,generic,N,1.0,2,150.0,3.0,2.0,2.0,-4.0,1.0,-2.0,3,2,2,-4,1,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,12.0,12.0,45.0,45.0,0.3,0.3,5.0,5.0,10.0,13.333333,
Giant Lizard,MM (2024),358.0,Beast,Large,generic,N,0.25,2,37.0,2.0,1.0,1.0,-4.0,0.0,-3.0,2,3,1,-4,0,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,12.0,19.5,19.5,-0.2,-0.2,4.0,4.0,6.5,6.5,
Giant Octopus,MM (2024),358.0,Beast,Large,generic,N,1.0,2,150.0,3.0,1.0,1.0,-3.0,0.0,-3.0,3,1,1,-3,0,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,11.0,45.5,45.5,-0.2,-0.2,5.0,7.0,10.0,10.0,
Giant Owl,MM (2024),358.0,Celestial,Large,generic,N,0.25,2,37.0,1.0,2.0,1.0,0.0,2.0,0.0,1,2,1,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,12.0,16.0,19.5,19.5,1.3,1.3,4.0,4.0,7.5,7.5,
Giant Rat,MM (2024),358.0,Beast,Small,generic,N,0.125,2,19.0,-2.0,3.0,0.0,-4.0,0.0,-3.0,-2,5,0,-4,0,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,13.0,13.0,7.0,7.0,-0.7,-0.7,5.0,6.0,5.5,5.5,
Giant Scorpion,MM (2024),359.0,Beast,Large,generic,N,3.0,2,600.0,3.0,1.0,2.0,-5.0,-1.0,-4.0,3,1,2,-5,-1,-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,15.0,52.5,52.5,-0.7,-0.7,5.0,5.0,31.5,31.5,
Giant Seahorse,MM (2024),359.0,Beast,Large,generic,N,0.5,2,75.0,2.0,1.0,0.0,-4.0,1.0,-3.0,2,1,0,-4,1,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0,14.0,16.5,16.5,-0.5,-0.5,4.0,4.0,11.0,11.0,
Giant Shark,MM (2024),359.0,Beast,Huge,generic,N,5.0,3,1400.0,6.0,0.0,5.0,-5.0,0.0,-3.0,6,0,5,-5,0,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,13.0,13.0,92.0,92.0,0.5,0.5,9.0,12.0,45.0,45.0,
Giant Spider,MM (2024),359.0,Beast,Large,generic,N,1.0,2,150.0,2.0,3.0,1.0,-4.0,0.0,-3.0,2,3,1,-4,0,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,14.0,14.0,26.0,26.0,-0.2,-0.2,5.0,5.0,14.5,14.5,
Giant Squid,MM (2024),360.0,Beast,Huge,generic,N,6.0,3,2000.0,6.0,2.0,1.0,-3.0,0.0,-3.0,9,5,1,-3,0,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,12.0,13.0,120.0,120.0,1.5,2.5,9.0,9.0,47.5,47.5,
Giant Toad,MM (2024),360.0,Beast,Large,generic,N,1.0,2,150.0,2.0,1.0,1.0,-4.0,0.0,-4.0,2,1,1,-4,0,-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,11.0,39.0,39.0,-0.7,-0.7,4.0,4.0,10.5,10.5,
Giant Venomous Snake,MM (2024),361.0,Beast,Medium,generic,N,0.25,2,37.0,0.0,4.0,1.0,-4.0,0.0,-4.0,0,4,1,-4,0,-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,14.0,14.0,11.0,11.0,-0.5,-0.5,6.0,6.0,11.0,11.0,
Giant Vulture,MM (2024),361.0,Monstrosity,Large,generic,N,1.0,2,150.0,2.0,0.0,3.0,-2.0,1.0,-2.0,2,0,3,-2,1,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,10.0,11.0,25.5,25.5,0.3,0.3,4.0,5.0,9.0,9.0,
