Book,Page,Type,Category,Legendary,CR,PB,XP,HP,AC,adj HP,adj AC,AB,adj AB,DPR,D-CR DMG,O-CR DMG,CR DMG,XP DMG,eHP,D-eCR,eDPR,O-eCR,eCR,eXP
MM,155.0,giant,generic,N,5.0,3,1800.0,105.0,13.0,105.0,13.0,8.0,8.0,36.0,3.0,6.0,4.0,1100.0,110.3,3.0,48.2,6.0,4.0,1330.0
MM,184.0,monstrosity,generic,N,1.0,2,200.0,19.5,11.0,19.0,11.0,5.0,5.0,18.0,0.0,3.0,1.0,200.0,18.1,0.125,20.8,2.0,0.5,94.0
WDH,204.0,humanoid,unique,L,16.0,5,15000.0,137.5,22.0,249.0,26.0,12.0,12.0,72.666664,16.0,13.0,14.0,11500.0,493.0,19.0,118.4,14.0,16.0,14589.0
MM,186.0,humanoid,generic,N,3.0,2,700.0,39.0,17.0,39.0,17.0,4.0,4.0,28.0,1.0,4.0,2.0,450.0,49.8,0.25,30.9,4.0,2.0,384.0
VGtM,161.0,humanoid,generic,N,4.0,2,1100.0,45.5,13.0,45.0,13.0,5.0,5.0,65.0,0.25,9.0,5.0,1800.0,47.3,0.25,75.2,9.0,3.0,889.0
VGtM,162.0,humanoid,generic,N,2.0,2,450.0,32.5,15.0,32.0,15.0,5.0,5.0,20.0,0.5,3.0,2.0,450.0,37.0,0.25,23.2,3.0,1.0,214.0
MM,187.0,humanoid,generic,N,6.0,3,2300.0,97.5,20.0,97.0,23.0,9.0,9.0,35.0,7.0,6.0,6.0,2300.0,165.9,5.0,49.2,6.0,6.0,2043.0
BGDiA,237.0,celestial,generic,N,5.0,3,1800.0,36.0,18.0,108.0,22.0,6.0,6.0,34.0,7.0,5.0,6.0,2300.0,175.9,6.0,41.3,5.0,5.0,1818.0
MM,189.0,monstrosity,generic,N,3.0,2,700.0,75.0,15.0,75.0,15.0,6.0,6.0,22.0,2.0,4.0,3.0,700.0,86.8,1.0,26.7,3.0,2.0,580.0
GGtR,253.0,humanoid,generic,N,1.0,2,200.0,39.0,13.0,39.0,13.0,3.0,3.0,15.0,0.25,2.0,1.0,200.0,41.0,0.25,15.8,2.0,0.5,161.0
MToF,210.0,fiend,generic,N,8.0,3,3900.0,90.0,16.0,135.0,16.0,7.0,7.0,42.666668,5.0,6.0,5.0,1800.0,164.1,5.0,54.5,7.0,6.0,2234.0
PotA,190.0,humanoid,generic,N,2.0,2,450.0,45.0,15.0,45.0,20.0,5.0,5.0,17.0,2.0,3.0,2.0,450.0,66.5,0.5,19.7,2.0,1.0,327.0
WDH,205.0,humanoid,unique,N,5.0,3,1800.0,112.5,12.0,140.0,12.0,8.0,8.0,35.0,4.0,6.0,5.0,1800.0,140.0,4.0,46.9,6.0,5.0,1642.0
MOoT,225.0,giant,generic,N,15.0,5,13000.0,243.0,15.0,243.0,20.0,13.0,13.0,84.0,13.0,15.0,14.0,11500.0,359.0,14.0,143.7,16.0,15.0,12895.0
PotA,191.0,humanoid,generic,N,2.0,2,450.0,33.0,14.0,43.0,14.0,3.0,3.0,23.333334,0.25,3.0,2.0,450.0,47.4,0.25,24.5,3.0,1.0,290.0
MToF,174.0,fiend,unique,L,21.0,7,33000.0,200.0,19.0,350.0,23.0,15.0,15.0,111.0,21.0,20.0,20.0,25000.0,598.6,21.0,209.3,20.0,21.0,31324.0
GGtR,217.0,humanoid,generic,N,2.0,2,450.0,52.0,18.0,52.0,18.0,6.0,6.0,14.0,2.0,2.0,2.0,450.0,69.7,0.5,17.0,2.0,1.0,296.0
GGtR,217.0,humanoid,generic,N,2.0,2,450.0,39.0,13.0,39.0,15.0,5.0,5.0,16.0,0.5,3.0,2.0,450.0,45.1,0.25,18.5,2.0,1.0,209.0
GGtR,217.0,humanoid,generic,N,1.0,2,200.0,26.0,14.0,26.0,14.0,6.0,6.0,16.0,0.125,3.0,2.0,450.0,28.7,0.125,19.4,2.0,0.5,139.0
GGtR,218.0,humanoid,generic,N,1.0,2,200.0,39.0,12.0,39.0,12.0,4.0,4.0,19.0,0.25,2.0,1.0,200.0,39.0,0.25,20.9,2.0,1.0,204.0
MM,190.0,monstrosity,generic,N,8.0,3,3900.0,172.5,15.0,172.0,15.0,8.0,8.0,50.0,7.0,8.0,7.0,2900.0,199.1,7.0,67.0,8.0,8.0,3335.0
MOoT,231.0,monstrosity,generic,N,12.0,4,8400.0,181.5,17.0,181.0,17.0,10.0,10.0,103.0,8.0,16.0,12.0,8400.0,231.0,8.0,152.2,17.0,12.0,8789.0
MToF,249.0,fiend,generic,N,9.0,4,5000.0,135.0,15.0,202.5,17.0,9.0,11.0,38.0,9.0,7.0,8.0,3900.0,258.4,10.0,59.0,7.0,8.0,3809.0
MM,326.0,beast,generic,N,1.0,2,200.0,45.0,12.0,45.0,12.0,5.0,5.0,12.0,0.25,2.0,1.0,200.0,45.0,0.25,13.9,1.0,0.5,156.0
MOoT,252.0,monstrosity,unique,LL,17.0,6,18000.0,199.5,17.0,289.0,22.0,11.0,11.0,194.66667,17.0,24.0,20.0,25000.0,470.8,18.0,302.0,23.0,21.0,35541.0
RoT,90.0,monstrosity,generic,N,1.0,2,200.0,32.5,12.0,32.0,12.0,3.0,3.0,12.0,0.25,1.0,0.5,100.0,32.0,0.125,12.6,1.0,0.5,101.0
TftYP,235.0,monstrosity,generic,N,3.0,2,700.0,52.5,14.0,52.0,14.0,5.0,5.0,29.0,0.5,4.0,2.0,450.0,57.3,0.5,33.6,4.0,2.0,481.0
VGtM,214.0,humanoid,generic,N,3.0,2,700.0,38.5,12.0,38.0,17.0,5.0,5.0,31.0,1.0,4.0,2.0,450.0,48.5,0.25,35.9,4.0,2.0,435.0
PotA,214.0,elemental,unique,LL,19.0,6,22000.0,325.0,17.0,415.0,21.0,12.0,12.0,216.0,22.0,25.0,23.0,50000.0,643.8,22.0,351.8,25.0,23.0,56629.0
CM,165.0,humanoid,generic,N,5.0,3,1800.0,65.0,15.0,65.0,15.0,6.0,10.0,15.0,1.0,5.0,3.0,700.0,75.2,1.0,22.2,3.0,2.0,417.0
MM,76.0,fiend,generic,N,1.0,2,200.0,10.5,13.0,20.0,15.0,5.0,5.0,15.0,0.25,3.0,2.0,450.0,23.2,0.125,17.4,2.0,0.5,101.0
MM,285.0,fiend,generic,N,4.0,2,1100.0,66.0,15.0,132.0,15.0,7.0,7.0,21.333334,5.0,4.0,4.0,1100.0,152.8,5.0,27.2,3.0,4.0,1040.0
GGtR,206.0,undead,generic,N,1.0,2,200.0,13.5,11.0,26.0,11.0,3.0,3.0,10.0,0.0,1.0,0.5,100.0,24.8,0.125,10.5,1.0,0.25,65.0
ERftLW,294.0,humanoid,generic,N,2.0,2,450.0,40.5,12.0,40.0,15.0,4.0,4.0,34.0,0.5,4.0,2.0,450.0,46.3,0.25,37.5,4.0,2.0,434.0
MM,191.0,aberration,generic,N,2.0,2,450.0,21.0,12.0,21.0,12.0,4.0,4.0,18.0,0.125,2.0,1.0,200.0,21.0,0.125,19.8,2.0,0.5,104.0
MM,192.0,elemental,generic,N,6.0,3,2300.0,104.0,14.0,156.0,16.0,6.0,6.0,20.0,6.0,3.0,4.0,1100.0,189.6,7.0,24.3,3.0,4.0,1152.0
MToF,125.0,construct,generic,N,4.0,2,1100.0,45.5,13.0,90.0,15.0,5.0,5.0,19.0,3.0,3.0,3.0,700.0,104.2,2.0,22.0,2.0,2.0,573.0
BGDiA,232.0,humanoid,generic,N,2.0,2,450.0,45.0,16.0,45.0,18.0,5.0,5.0,14.0,1.0,2.0,1.0,200.0,60.3,0.5,16.2,2.0,1.0,244.0
ERftLW,293.0,construct,generic,N,1.0,2,200.0,30.0,17.0,30.0,17.0,5.0,5.0,9.0,0.5,1.0,0.5,100.0,38.3,0.25,10.4,1.0,0.5,100.0
MM,170.0,construct,generic,N,16.0,5,15000.0,210.0,20.0,315.0,22.0,13.0,13.0,60.666668,18.0,12.0,15.0,13000.0,513.1,20.0,103.8,12.0,15.0,13310.0
IDRotF,307.0,humanoid,unique,N,8.0,3,3900.0,117.0,15.0,147.0,15.0,10.0,10.0,54.0,6.0,9.0,7.0,2900.0,170.2,6.0,79.8,10.0,8.0,3394.0
GGtR,227.0,monstrosity,unique,L,21.0,7,33000.0,261.0,17.0,448.8,25.0,12.0,12.0,119.0,25.0,20.0,22.0,41000.0,846.2,25.0,193.8,20.0,22.0,41006.0
WDH,199.0,humanoid,unique,N,8.0,3,3900.0,117.0,18.0,117.0,18.0,6.0,6.0,62.666668,6.0,10.0,8.0,3900.0,156.8,5.0,76.2,9.0,7.0,2986.0
OotA,226.0,aberration,generic,N,2.0,2,450.0,44.0,16.0,83.0,16.0,4.0,4.0,9.0,2.0,0.5,1.0,200.0,100.9,2.0,9.9,1.0,1.0,250.0
CoS,232.0,humanoid,unique,N,5.0,3,1800.0,112.5,14.0,112.0,14.0,7.0,7.0,30.0,3.0,5.0,4.0,1100.0,123.5,3.0,38.3,4.0,4.0,1182.0
CM,166.0,humanoid,unique,N,8.0,3,3900.0,70.5,15.0,174.0,15.0,7.0,7.0,39.0,7.0,6.0,6.0,2300.0,201.4,7.0,49.8,6.0,6.0,2507.0
WDH,205.0,humanoid,unique,N,4.0,2,1100.0,71.5,18.0,87.0,18.0,4.0,4.0,25.0,4.0,3.0,3.0,700.0,116.6,3.0,27.6,3.0,3.0,803.0
HotDQ,91.0,humanoid,unique,N,1.0,2,200.0,22.0,15.0,20.0,19.0,9.0,9.0,18.0,1.0,5.0,3.0,700.0,28.1,0.125,25.3,3.0,0.5,178.0
GGtR,235.0,undead,unique,L,22.0,7,41000.0,180.0,17.0,373.0,21.0,12.0,12.0,147.0,21.0,21.0,21.0,33000.0,578.6,21.0,239.4,21.0,21.0,34639.0
WDH,206.0,humanoid,unique,L,15.0,5,13000.0,123.5,24.0,153.0,24.0,14.0,14.0,100.0,10.0,18.0,14.0,11500.0,274.8,10.0,179.6,19.0,15.0,12336.0
IDRotF,305.0,humanoid,unique,N,5.0,3,1800.0,104.0,14.0,104.0,14.0,7.0,7.0,39.0,3.0,6.0,4.0,1100.0,114.7,3.0,49.8,6.0,4.0,1427.0
MToF,151.0,fiend,unique,LL,23.0,7,50000.0,350.0,18.0,625.0,24.0,14.0,14.0,126.0,27.0,22.0,24.0,62000.0,1122.4,29.0,226.3,21.0,24.0,63494.0
OotA,243.0,fiend,unique,LL,23.0,7,50000.0,350.0,18.0,625.0,24.0,14.0,14.0,126.0,27.0,22.0,24.0,62000.0,1122.4,29.0,226.3,21.0,24.0,63494.0
TftYP,45.0,humanoid,unique,N,2.0,2,450.0,39.0,13.0,39.0,19.0,4.0,4.0,28.0,2.0,4.0,3.0,700.0,54.9,0.5,30.9,4.0,2.0,424.0
ERftLW,306.0,aberration,generic,N,19.0,6,22000.0,161.5,18.0,322.0,22.0,13.0,13.0,68.666664,18.0,13.0,15.0,13000.0,524.5,20.0,117.4,14.0,16.0,15400.0
TftYP,238.0,monstrosity,unique,N,3.0,2,700.0,85.0,15.0,85.0,17.0,5.0,5.0,20.0,3.0,3.0,3.0,700.0,108.5,3.0,23.2,3.0,3.0,628.0
ToA,225.0,monstrosity,generic,N,4.0,2,1100.0,67.5,13.0,67.0,13.0,5.0,5.0,44.0,0.5,6.0,3.0,700.0,70.4,0.5,50.9,6.0,3.0,896.0
ERftLW,295.0,undead,generic,N,3.0,2,700.0,52.5,17.0,59.0,17.0,6.0,6.0,24.0,2.0,4.0,3.0,700.0,75.3,1.0,29.2,3.0,2.0,549.0
TftYP,238.0,plant,generic,N,4.0,2,1100.0,67.5,14.0,134.0,14.0,4.0,4.0,22.0,5.0,3.0,4.0,1100.0,147.7,5.0,24.3,3.0,3.0,896.0
VGtM,163.0,celestial,legendary,L,12.0,4,8400.0,152.0,20.0,242.0,22.0,9.0,9.0,88.0,14.0,14.0,14.0,11500.0,394.2,15.0,123.8,14.0,15.0,12203.0
MM,331.0,beast,generic,N,3.0,2,700.0,90.0,12.0,90.0,12.0,6.0,6.0,21.0,2.0,4.0,3.0,700.0,90.0,2.0,25.5,3.0,2.0,574.0
ToA,106.0,monstrosity,unique,L,8.0,3,3900.0,136.5,13.0,260.0,19.0,10.0,10.0,53.0,13.0,9.0,11.0,7200.0,365.8,14.0,78.3,9.0,11.0,7162.0
TftYP,193.0,giant,unique,N,11.0,4,7200.0,187.5,18.0,187.0,18.0,11.0,11.0,70.0,9.0,12.0,10.0,5900.0,250.6,9.0,108.6,13.0,11.0,6803.0
SKT,95.0,dragon,unique,LL,25.0,8,75000.0,546.0,22.0,636.0,26.0,17.0,17.0,204.0,29.0,26.0,27.0,105000.0,1259.2,30.0,424.1,27.0,29.0,133511.0
MM,347.0,humanoid,generic,N,3.0,2,700.0,52.0,18.0,52.0,19.0,5.0,5.0,20.0,3.0,3.0,3.0,700.0,73.2,1.0,23.2,3.0,2.0,424.0
GoS,239.0,humanoid,generic,N,2.0,2,450.0,33.0,14.0,33.0,14.0,4.0,4.0,23.0,0.25,3.0,2.0,450.0,36.4,0.25,25.4,3.0,1.0,231.0
VGtM,165.0,humanoid,generic,N,1.0,2,200.0,44.0,15.0,44.0,13.0,4.0,4.0,10.0,0.25,1.0,0.5,100.0,46.2,0.25,11.0,1.0,0.5,127.0
VGtM,167.0,humanoid,generic,N,1.0,2,200.0,27.5,15.0,27.0,15.0,5.0,5.0,18.333334,0.25,3.0,2.0,450.0,31.3,0.125,21.2,2.0,0.5,166.0
IDRotF,297.0,undead,generic,N,3.0,2,700.0,39.0,14.0,168.0,14.0,6.0,6.0,11.0,7.0,2.0,4.0,1100.0,185.2,6.0,13.4,1.0,3.0,619.0
VGtM,168.0,fey,generic,N,7.0,3,2900.0,102.0,17.0,153.0,17.0,9.0,9.0,48.0,7.0,8.0,7.0,2900.0,195.3,7.0,67.5,8.0,7.0,3297.0
BGDiA,105.0,fiend,unique,L,25.0,8,75000.0,243.0,16.0,416.3,20.0,18.0,18.0,216.0,21.0,28.0,24.0,62000.0,615.0,21.0,471.5,28.0,25.0,72492.0
MM,197.0,monstrosity,legendary,LL,23.0,7,50000.0,472.5,18.0,590.0,22.0,17.0,17.0,284.0,26.0,30.0,28.0,120000.0,961.0,27.0,590.4,30.0,29.0,141854.0
VGtM,215.0,humanoid,generic,N,5.0,3,1800.0,75.0,10.0,112.5,10.0,5.0,5.0,27.0,2.0,4.0,3.0,700.0,102.0,2.0,31.3,4.0,3.0,797.0
GoS,238.0,monstrosity,legendary,L,14.0,5,11500.0,207.0,16.0,310.5,20.0,12.0,12.0,65.0,17.0,12.0,14.0,11500.0,458.7,18.0,105.9,12.0,15.0,12143.0
GGtR,214.0,humanoid,generic,N,4.0,2,1100.0,65.0,18.0,80.0,20.0,4.0,4.0,18.666666,4.0,2.0,3.0,700.0,118.2,3.0,20.6,2.0,3.0,608.0
BGDiA,110.0,humanoid,unique,N,6.0,3,2300.0,117.0,17.0,117.0,17.0,8.0,8.0,87.333336,5.0,14.0,9.0,5000.0,149.3,5.0,117.0,14.0,9.0,4369.0
MToF,212.0,monstrosity,generic,N,5.0,3,1800.0,102.0,20.0,102.0,20.0,8.0,8.0,26.666666,6.0,5.0,5.0,1800.0,150.7,5.0,35.7,4.0,4.0,1346.0
MToF,212.0,monstrosity,generic,N,2.0,2,450.0,39.0,18.0,39.0,18.0,6.0,6.0,12.0,1.0,2.0,1.0,200.0,52.3,0.25,14.6,1.0,1.0,191.0
MM,200.0,humanoid,generic,N,6.0,3,2300.0,97.5,13.0,97.0,13.0,6.0,6.0,70.666664,2.0,10.0,6.0,2300.0,101.9,2.0,85.9,10.0,6.0,2187.0
MM,198.0,humanoid,generic,N,3.0,2,700.0,65.0,13.0,65.0,13.0,6.0,6.0,21.0,0.5,4.0,2.0,450.0,68.3,0.5,25.5,3.0,2.0,436.0
MM,200.0,humanoid,generic,N,1.0,2,200.0,65.0,11.0,65.0,11.0,4.0,4.0,9.0,0.25,0.5,0.25,50.0,61.9,0.5,9.9,1.0,0.5,154.0
GoS,240.0,humanoid,unique,N,1.0,2,200.0,27.5,13.0,27.0,13.0,4.0,4.0,12.0,0.125,1.0,0.5,100.0,28.4,0.125,13.2,1.0,0.5,94.0
ERftLW,297.0,undead,unique,L,22.0,7,41000.0,199.5,19.0,361.3,23.0,15.0,15.0,204.0,21.0,25.0,23.0,50000.0,617.9,21.0,384.7,26.0,24.0,59418.0
WDH,207.0,humanoid,unique,N,17.0,6,18000.0,228.0,18.0,228.0,25.0,13.0,13.0,89.333336,15.0,16.0,15.0,13000.0,429.9,17.0,152.8,17.0,17.0,16422.0
MM,201.0,monstrosity,generic,N,4.0,2,1100.0,97.5,13.0,97.0,13.0,5.0,5.0,19.0,2.0,3.0,2.0,450.0,101.9,2.0,22.0,2.0,2.0,560.0
MOoT,235.0,fey,generic,N,3.0,2,700.0,52.0,15.0,52.0,17.0,6.0,6.0,18.0,2.0,3.0,2.0,450.0,66.4,0.5,21.9,2.0,2.0,363.0
HotDQ,91.0,humanoid,unique,N,4.0,2,1100.0,57.0,17.0,57.0,17.0,6.0,7.0,36.666668,2.0,5.0,3.0,700.0,72.7,1.0,46.8,5.0,3.0,851.0
WDotMM,313.0,humanoid,generic,N,3.0,2,700.0,60.0,11.0,120.0,11.0,6.0,6.0,18.0,3.0,3.0,3.0,700.0,114.3,3.0,21.9,2.0,3.0,625.0
GGtR,232.0,monstrosity,unique,L,17.0,6,18000.0,204.0,18.0,294.0,20.0,13.0,13.0,120.0,16.0,20.0,18.0,20000.0,434.4,17.0,205.2,20.0,19.0,22288.0
MOoT,232.0,humanoid,generic,N,5.0,3,1800.0,67.5,17.0,67.0,19.0,7.0,7.0,54.0,3.0,8.0,5.0,1800.0,94.3,2.0,68.9,8.0,5.0,1624.0
TftYP,239.0,monstrosity,generic,N,3.0,2,700.0,67.5,14.0,67.0,16.0,6.0,6.0,24.0,1.0,4.0,2.0,450.0,81.4,1.0,29.2,3.0,3.0,594.0
MToF,198.0,elemental,legendary,L,20.0,6,25000.0,328.0,17.0,418.0,17.0,16.0,16.0,108.0,20.0,20.0,20.0,25000.0,533.5,20.0,213.8,21.0,20.0,28519.0
ToA,227.0,humanoid,unique,N,4.0,2,1100.0,84.5,15.0,84.0,15.0,5.0,5.0,31.0,2.0,4.0,3.0,700.0,97.2,2.0,35.9,4.0,3.0,872.0
MM,202.0,undead,generic,N,21.0,7,33000.0,135.0,17.0,281.3,24.0,12.0,12.0,144.66667,18.0,21.0,19.0,22000.0,505.1,19.0,235.6,21.0,20.0,29755.0
GGtR,198.0,undead,legendary,L,14.0,5,11500.0,97.5,14.0,260.0,16.0,9.0,9.0,96.333336,12.0,15.0,13.0,10000.0,316.0,12.0,135.6,16.0,14.0,10710.0
TftYP,236.0,beast,generic,N,3.0,2,700.0,42.5,13.0,42.0,13.0,5.0,5.0,28.0,0.25,4.0,2.0,450.0,44.1,0.25,32.4,4.0,2.0,357.0
MM,331.0,beast,generic,N,1.0,2,200.0,26.0,12.0,26.0,12.0,6.0,6.0,9.0,0.125,1.0,0.5,100.0,26.0,0.125,10.9,1.0,0.25,71.0
IDRotF,298.0,construct,generic,N,4.0,2,1100.0,52.5,20.0,52.0,22.0,10.0,10.0,26.0,4.0,6.0,5.0,1800.0,84.7,1.0,38.4,4.0,3.0,813.0
IDRotF,299.0,construct,generic,N,8.0,3,3900.0,67.5,14.0,134.0,16.0,6.0,11.0,52.0,5.0,10.0,7.0,2900.0,162.9,5.0,80.7,10.0,7.0,3285.0
ERftLW,298.0,construct,generic,N,1.0,2,200.0,15.0,15.0,30.0,17.0,5.0,5.0,10.0,0.5,2.0,1.0,200.0,38.3,0.25,11.6,1.0,0.5,111.0
ERftLW,299.0,construct,generic,N,7.0,3,2900.0,73.5,15.0,109.5,17.0,8.0,8.0,58.666668,5.0,9.0,7.0,2900.0,139.8,4.0,78.6,9.0,7.0,2747.0
GoS,241.0,construct,unique,N,5.0,3,1800.0,102.0,16.0,102.0,16.0,6.0,6.0,26.0,4.0,4.0,4.0,1100.0,124.0,3.0,31.6,4.0,4.0,980.0
ERftLW,299.0,construct,generic,N,5.0,3,1800.0,57.0,15.0,85.5,17.0,7.0,7.0,46.666668,3.0,7.0,5.0,1800.0,109.1,3.0,59.6,7.0,5.0,1625.0
MM,205.0,humanoid,generic,N,4.0,2,1100.0,78.0,15.0,108.0,15.0,5.0,5.0,24.0,4.0,3.0,3.0,700.0,125.0,4.0,27.8,3.0,3.0,868.0
GoS,241.0,humanoid,generic,N,3.0,2,700.0,52.5,15.0,52.0,15.0,9.0,9.0,21.333334,1.0,5.0,3.0,700.0,60.2,0.5,30.0,3.0,2.0,452.0
GoS,242.0,humanoid,generic,N,1.0,2,200.0,32.5,16.0,47.0,16.0,4.0,4.0,11.0,0.5,1.0,0.5,100.0,57.1,0.5,12.1,1.0,0.5,173.0
GoS,242.0,humanoid,generic,N,3.0,2,700.0,52.0,14.0,52.0,14.0,5.0,5.0,21.333334,0.5,3.0,2.0,450.0,57.3,0.5,24.7,3.0,2.0,354.0
GGtR,170.0,construct,generic,N,1.0,2,200.0,39.0,18.0,39.0,18.0,6.0,6.0,7.0,1.0,1.0,1.0,200.0,52.3,0.25,8.5,0.5,0.5,111.0
GoS,243.0,humanoid,generic,N,2.0,2,450.0,33.0,14.0,33.0,16.0,4.0,4.0,22.0,0.5,3.0,2.0,450.0,40.1,0.25,24.3,3.0,1.0,243.0
CoS,233.0,humanoid,unique,N,10.0,4,5900.0,88.0,10.0,176.0,10.0,9.0,9.0,98.333336,5.0,15.0,10.0,5900.0,159.6,5.0,138.4,16.0,10.0,5522.0
WDotMM,96.0,construct,unique,N,2.0,2,450.0,55.0,13.0,55.0,13.0,4.0,4.0,9.0,0.5,0.5,0.5,100.0,57.8,0.5,9.9,1.0,0.5,143.0
SKT,241.0,elemental,legendary,L,23.0,7,50000.0,341.0,16.0,341.0,20.0,12.0,12.0,253.0,19.0,27.0,23.0,50000.0,503.8,19.0,412.1,26.0,23.0,51907.0
MM,347.0,humanoid,generic,N,6.0,3,2300.0,40.5,12.0,40.0,20.0,6.0,6.0,98.0,2.0,14.0,8.0,3900.0,59.1,0.5,119.1,14.0,5.0,1760.0
IDRotF,300.0,construct,generic,N,2.0,2,450.0,51.0,16.0,51.0,18.0,4.0,4.0,18.0,1.0,2.0,1.0,200.0,68.3,0.5,19.8,2.0,1.0,339.0
IDRotF,301.0,construct,generic,N,1.0,2,200.0,34.0,12.0,34.0,14.0,4.0,4.0,11.0,0.25,1.0,0.5,100.0,37.5,0.25,12.1,1.0,0.5,114.0
BGDiA,127.0,fiend,unique,N,14.0,5,11500.0,195.5,17.0,292.5,19.0,7.0,7.0,47.0,15.0,7.0,11.0,7200.0,411.6,16.0,60.0,7.0,10.0,6172.0
TftYP,239.0,monstrosity,unique,N,10.0,4,5900.0,172.5,17.0,258.0,21.0,11.0,11.0,42.0,14.0,8.0,11.0,7200.0,400.2,16.0,65.2,8.0,11.0,6520.0
MM,332.0,beast,generic,N,6.0,3,2300.0,126.5,13.0,126.0,13.0,10.0,10.0,37.333332,4.0,7.0,5.0,1800.0,132.3,4.0,55.2,7.0,5.0,1824.0
WDH,209.0,humanoid,unique,N,13.0,5,10000.0,126.5,19.0,126.0,26.0,15.0,15.0,90.666664,10.0,17.0,13.0,10000.0,249.5,9.0,171.0,18.0,14.0,10663.0
WDH,208.0,humanoid,unique,N,8.0,3,3900.0,126.5,12.0,126.0,17.0,11.0,11.0,70.0,5.0,12.0,8.0,3900.0,160.8,5.0,108.6,13.0,9.0,4366.0
MM,213.0,monstrosity,generic,N,3.0,2,700.0,68.0,14.0,68.0,16.0,5.0,5.0,21.0,1.0,3.0,2.0,450.0,82.7,1.0,24.3,3.0,2.0,502.0
ToA,227.0,plant,generic,N,1.0,2,200.0,48.5,12.0,45.0,12.0,5.0,5.0,14.0,0.25,2.0,1.0,200.0,45.0,0.25,16.2,2.0,1.0,182.0
MM,61.0,fiend,generic,N,16.0,5,15000.0,189.0,18.0,236.3,25.0,9.0,9.0,93.0,16.0,15.0,15.0,13000.0,445.5,17.0,130.9,15.0,16.0,14574.0
PotA,199.0,monstrosity,unique,LL,8.0,3,3900.0,136.0,15.0,286.0,19.0,8.0,12.0,47.0,15.0,10.0,12.0,8400.0,402.4,16.0,76.6,9.0,12.0,7702.0
PotA,199.0,monstrosity,unique,L,8.0,3,3900.0,136.0,15.0,176.0,19.0,8.0,12.0,47.0,9.0,10.0,9.0,5000.0,247.6,9.0,76.6,9.0,9.0,4740.0
VGtM,216.0,humanoid,generic,N,3.0,2,700.0,60.5,16.0,75.0,16.0,5.0,5.0,21.0,2.0,3.0,2.0,450.0,91.2,2.0,24.3,3.0,2.0,554.0
MToF,213.0,construct,legendary,L,25.0,8,75000.0,432.0,22.0,522.0,26.0,20.0,20.0,125.0,26.0,24.0,25.0,75000.0,1033.5,28.0,300.8,23.0,25.0,77728.0
BGDiA,234.0,humanoid,generic,N,4.0,2,1100.0,45.0,12.0,45.0,17.0,6.0,6.0,49.333332,1.0,7.0,4.0,1100.0,57.4,0.5,60.0,7.0,3.0,861.0
VGtM,216.0,humanoid,generic,N,5.0,3,1800.0,84.5,16.0,105.0,17.0,7.0,7.0,35.0,5.0,5.0,5.0,1800.0,134.0,4.0,44.7,5.0,5.0,1497.0
MToF,133.0,fiend,generic,N,7.0,3,2900.0,88.0,15.0,177.0,17.0,6.0,8.0,26.0,8.0,5.0,6.0,2300.0,225.9,8.0,34.8,4.0,5.0,1968.0
VGtM,137.0,fiend,generic,N,1.0,2,200.0,33.0,13.0,66.0,13.0,4.0,4.0,16.0,0.5,2.0,1.0,200.0,69.3,0.5,17.6,2.0,1.0,306.0
GoS,244.0,monstrosity,unique,L,7.0,3,2900.0,114.0,12.0,154.0,12.0,8.0,8.0,53.0,5.0,8.0,6.0,2300.0,154.0,5.0,71.0,8.0,7.0,2734.0
MM,214.0,monstrosity,generic,N,6.0,3,2300.0,127.5,15.0,127.0,15.0,5.0,5.0,28.0,4.0,4.0,4.0,1100.0,147.0,4.0,32.4,4.0,4.0,1191.0
MOoT,206.0,monstrosity,generic,N,6.0,3,2300.0,127.5,15.0,127.0,19.0,5.0,9.0,30.0,6.0,6.0,6.0,2300.0,178.7,6.0,42.2,5.0,5.0,1886.0
VGtM,170.0,fey,generic,N,2.0,2,450.0,31.5,15.0,31.0,17.0,4.0,4.0,7.0,0.5,0.5,0.5,100.0,39.6,0.25,7.7,0.5,0.25,76.0
MOoT,229.0,humanoid,generic,N,3.0,2,700.0,49.5,18.0,49.0,18.0,5.0,5.0,18.0,1.0,3.0,2.0,450.0,65.7,0.5,20.8,2.0,1.0,342.0
WDH,210.0,humanoid,unique,N,9.0,4,5000.0,143.0,18.0,193.0,18.0,9.0,9.0,44.0,10.0,7.0,8.0,3900.0,258.6,10.0,61.9,7.0,8.0,4003.0
GoS,244.0,humanoid,generic,N,1.0,2,200.0,22.0,12.0,22.0,12.0,4.0,4.0,12.0,0.125,1.0,0.5,100.0,22.0,0.125,13.2,1.0,0.25,73.0
MToF,166.0,fiend,generic,N,4.0,2,1100.0,45.0,16.0,90.0,18.0,6.0,6.0,27.0,4.0,4.0,4.0,1100.0,120.6,3.0,32.8,4.0,4.0,990.0
MToF,249.0,fiend,generic,N,3.0,2,700.0,40.5,13.0,80.0,15.0,5.0,5.0,27.0,2.0,4.0,3.0,700.0,92.6,2.0,31.3,4.0,3.0,724.0
MM,219.0,monstrosity,generic,N,2.0,2,450.0,45.0,13.0,45.0,13.0,6.0,6.0,17.666666,0.25,3.0,2.0,450.0,47.3,0.25,21.5,2.0,1.0,254.0
